,Papallacta_SEM,Mica_SEM,Orientales_SEM,Occidentales_SEM,Bellavista_SEM,Puengasi_SEM,El Placer_SEM,El Troje_SEM,Paluguillo_SEM,Norte_SEM,Centro_SEM,Sur_SEM,Parroquias Norte_SEM,Parroquias Sur_SEM,Parroquiales Orientales_SEM,Papallacta_BASE,Mica_BASE,Orientales_BASE,Occidentales_BASE,Bellavista_BASE,Puengasi_BASE,El Placer_BASE,El Troje_BASE,Paluguillo_BASE,Norte_BASE,Centro_BASE,Sur_BASE,Parroquias Norte_BASE,Parroquias Sur_BASE,Parroquiales Orientales_BASE
2028-02-29,9981852.326208001,511207.54560000007,10242713.079576,3271678.6809599996,8997132.874476498,7458085.261738044,2423864.3202088564,2065813.7105733482,1793738.8630195777,5317305.52881561,8700311.333972313,2272857.492801314,837633.0706137621,2323938.376085827,2812735.1519713793,9780413.386464002,504419.87520000007,10196997.499295998,3220286.0687999995,8819202.023658633,7422844.749151824,2393326.00558944,2051696.7394486563,1757540.2855475806,5212148.395982252,8643160.006590163,2247523.899404512,821067.7084026188,2297656.0861582095,2756405.016079596
2028-03-31,9424226.435904,458216.73475199996,10008355.913064003,3106855.8806399996,8498976.941136729,7269540.407094709,2318968.783620619,1990653.990787894,1693533.4905319489,5022895.3722118065,8443700.662331544,2176300.787016646,791254.7532198294,2229648.9750174573,2656134.851051052,9268169.111712,449839.610208,9960005.985336,3064962.7583999997,8360615.100155068,7231749.699665052,2293240.6784024206,1975949.5272985224,1665489.989374646,4941123.524191644,8388313.971877992,2153927.0262103635,778373.2658244367,2206954.7249447224,2612433.7580837817
2028-04-30,9184446.351359999,465708.83904,9307358.667359998,2839552.8479999998,8235956.446208062,6777533.6802136805,2131739.755396704,1868626.543664592,1650445.0093393917,4867450.259708965,7846775.854313831,2054296.924810448,766767.5451419704,2114946.515471003,2582992.637029226,9047656.739519998,455704.03008000006,9261764.208,2805179.2992,8115260.816583645,6740984.10999168,2110119.130931328,1854005.8027991042,1625863.9160917436,4796119.142600934,7795950.333414348,2033733.7087268592,755530.7820239376,2094194.5022655346,2544756.478358143
2028-05-31,8962121.762496,433584.61488,8786642.040792,2646447.2236800003,8005685.768154951,6395721.532370029,1994046.596204616,1758539.268032292,1610493.280720531,4731360.288979575,7389933.781129363,1948940.025691108,745329.3450152259,2017915.1460644023,2516792.3587097637,8835084.018432003,425656.1759040001,8746867.800792003,2616626.9894399997,7894117.193588238,6364184.053513934,1975305.8137968145,1746216.4988864237,1587664.5981122307,4665423.261410649,7346006.56990557,1930870.1541767872,734942.3107230649,1999355.078464445,2481344.224303297
2028-06-30,9023412.90816,443927.64096,8342343.5759999985,2512795.4784,8022725.919782782,6086308.3688001605,1894599.5094207358,1686595.941898848,1621507.299596352,4741431.018591625,7029918.784354192,1890179.804332219,746915.7831317771,1966023.779691821,2529520.7548799487,8872734.97152,437430.35232,8299192.4330400005,2478750.3359999997,7890724.861645246,6053005.511673481,1873452.768725232,1674217.065804696,1594430.4743821435,4663418.39323234,6982392.176242643,1870360.1078152047,734626.4846191724,1945201.0390941496,2487515.278006749
2028-07-31,8997839.351424,455142.868992,7323112.540800001,2389678.9257599995,7971163.697283897,5371083.443783233,1763412.0216697154,1527582.8377285055,1616911.7314508928,4710957.745094783,6280673.752889335,1766262.6486539675,742115.3402171308,1839351.4021185907,2518924.493057888,8812322.225279998,448938.382176,7264632.294936,2349284.10048,7809020.09147635,5327077.505045581,1737908.3140610259,1512568.6763237931,1583574.3038828156,4615130.874062523,6219922.9809760135,1742104.6552972947,727019.7705164482,1813554.106139184,2467251.6399594704
2028-08-31,8625050.961407999,422660.38550400006,6566823.446400002,2199154.42368,7618169.157542898,4822684.041997585,1611763.1198911583,1381324.1386272195,1549921.6577650174,4502337.972107853,5663272.825389161,1627335.3639244114,709251.5485672437,1701846.4259607156,2411859.1876821183,8421876.027935997,415250.77939200005,6489775.9224000005,2155020.5520000006,7440618.762476725,4765037.902042032,1583018.4063768194,1362569.3758151138,1513411.122220099,4397405.688623743,5587611.832244067,1599277.5850279408,692721.6067865831,1671918.6349524737,2355271.1583197527
2028-09-30,7728239.21184,347697.64512000006,5812789.450320001,2009481.6959999993,6835739.531243615,4257462.675810601,1459009.718585712,1213133.994943416,1388764.5863676479,4039922.0629649768,5029914.823040481,1444945.1123481449,636407.3503587806,1511438.4657658082,2162231.978838309,7518200.276159998,339897.87648000004,5715581.732639999,1960695.072,6651405.1318155825,4185404.2235642397,1426467.870207648,1190759.8508598239,1351020.5896259516,3930980.4329030095,4938186.378241819,1413575.8593953657,619245.8177720307,1478228.8207753806,2103638.7771124104
2028-10-31,7324429.269024,313507.8984960001,5806177.325064001,1867077.8208,6469268.3961415775,4237969.954155734,1381578.2234857297,1184358.9187154812,1316199.9396436126,3823337.622119672,4947418.853882488,1390990.5773416494,602288.8876807807,1462316.8502041898,2048147.4936529323,7130411.6244479995,306430.65504000004,5711984.6328,1818958.2220800002,6298235.609071794,4168354.8320330395,1349615.582145792,1162873.3094117278,1281334.9689133053,3722257.2449614294,4858360.103731856,1361176.5046892734,586365.7352045841,1430996.283158643,1993933.4032116956
2028-11-30,6925763.839679997,266980.71744000004,5487888.55536,1809035.3375999997,6127979.05354723,3992929.4053720795,1328197.350667104,1107050.0821708322,1244559.7619904957,3621635.620646413,4683633.003995117,1310683.461519371,570514.8498852472,1378028.3733029377,1937955.4301929309,6735591.313920001,259375.81535999998,5399551.1347199995,1756734.4799999997,5959059.836563009,3927222.292638241,1294373.476280736,1085898.561671808,1210385.7591114237,3521804.3634087374,4596501.303056963,1280976.137989281,554788.470784016,1347400.3306636766,1884664.0566959125
2028-12-31,6813771.765695999,265009.413312,6125733.271728002,1895354.49312,6057607.06223447,4442712.137146585,1415422.3114321637,1209852.8604070419,1224434.7862955711,3580045.7737805713,5158781.4760854915,1384081.8210626263,563963.2174940291,1448199.7958294642,1910032.7615430853,6625403.509535997,257228.902368,6055218.003744001,1846067.91552,5890916.214475285,4389520.248821665,1384350.7191609892,1191551.7862360226,1190585.0106636186,3481531.4827548927,5085144.1697520865,1356738.6913178307,548444.299567649,1419946.9632348416,1857321.3927629497
2029-01-31,6219912.900095998,224743.31193599998,5013530.838936,1637344.22112,5506586.625737028,3639485.7634325405,1204485.2271763058,1000232.5651835687,1117718.348147251,3254392.6958105834,4263886.414492316,1182775.5262621266,512663.21485611727,1244939.9357250782,1740820.0686948164,6057929.642688,216974.96092800001,4952573.802936,1598088.7871999997,5364021.577659091,3593052.0373365725,1179362.9480059727,984094.2128872583,1088609.9567910335,3170136.752396523,4201287.247955513,1159273.0858700986,499390.40888006135,1220520.1909403603,1695584.460597513
2029-02-28,6275052.249983999,209025.097344,5388702.627168,1599484.32,5542387.193281881,3897730.7857928164,1208133.6995214145,1046955.8222377632,1127626.8893221247,3275550.831229591,4497669.058475051,1215856.3077511957,515996.24769454316,1288705.9670220932,1754704.8856355243,6124734.217728,200566.89676800004,5334668.089632,1561583.43936,5409723.069796147,3855888.755073936,1184153.123030573,1031610.4083631586,1100614.7389257215,3197146.3342495225,4440131.713690251,1193692.7174796865,503645.2177980213,1265994.3515844585,1712683.4148128855
2029-03-31,6077292.278399998,206143.32384,4945233.587471999,1462765.57344,5346269.184059998,3583170.6604336076,1106581.326525648,967975.5102473518,1092089.4224284797,3159645.087779459,4131286.2729761917,1137795.4997881926,497737.6610359859,1212190.6495274517,1696854.6977584877,5956910.9207999995,197091.26928000004,4891598.747999999,1431250.7155199999,5239737.066770639,3541353.58069488,1085994.5335308,952817.9213616481,1070456.89246776,3096684.606461447,4076623.694425444,1117987.6920273104,487819.5209163466,1192206.9408873112,1663167.6996499514
2029-04-30,6881956.421759999,380432.3241599999,6155145.054720001,1735129.6415999997,6073695.786138623,4513527.3936830405,1336867.117409376,1264049.488320768,1236687.568990272,3589554.209607926,5156022.185699009,1409500.6647617477,565461.0776895059,1475241.3841408521,1923851.7397597297,6774936.9408,375025.4640000001,6119756.770320002,1707172.3296,5979003.12166752,4486181.696875081,1319501.9354277602,1253853.79225884,1217456.16826176,3533590.8449055045,5116996.104715229,1394136.011929084,556645.190627246,1459526.8262830873,1893905.6298662205
2029-05-31,6895141.557695998,359912.00879999995,5898851.304264,1789782.67872,6098087.55881687,4323560.302277315,1348411.3869982322,1217673.4794596282,1239056.937917971,3603969.7472607694,4996008.544826569,1382791.1929638693,567731.9517258506,1444032.656269932,1929054.2373182182,6808177.873727998,355591.6692479999,5867809.438392,1768212.98784,6021425.966147826,4299756.3568429565,1334764.7572741488,1209155.0807483788,1223429.5639089213,3558662.745993365,4963272.10769242,1370237.6133028152,560594.7574483625,1431064.6188265737,1904754.0546252753
2029-06-30,7234397.99712,407078.4988799999,6340521.356640001,1801991.8368,6379277.8892834885,4656046.867730641,1385495.6005111681,1311108.742143504,1300021.3200824638,3770153.2325665415,5324221.323860191,1467215.7542910806,593910.7714922926,1535895.0619733094,2021726.8577599367,7140749.918399999,405483.38207999995,6318464.790960001,1783470.9600000002,6297893.3916561585,4639772.420944921,1374161.5218898081,1305611.9626620237,1283192.7603364799,3722054.994468789,5300155.440020574,1456605.2243637815,586333.8747631884,1524193.4819722916,1995697.929486875
2029-07-31,7184961.258048001,394019.02224,6553716.026399999,2006713.5264,6389618.046783954,4801007.61879264,1507557.258378864,1351031.8312098722,1291137.5380712256,3776264.2656493173,5556322.082296779,1510235.7734756558,594873.4401555862,1564235.2984000822,2014323.9315064226,7096836.273408,394238.65104,6532135.488000002,1987473.24,6312583.16070722,4785856.1774978405,1495944.8143907043,1346512.8917128323,1275301.4783314175,3730736.6479779663,5533025.525471959,1500513.9337548614,587701.492261842,1553420.562876861,1989776.5843027276
2029-08-31,7173435.620735999,410063.95065600006,6183393.7464000005,1996605.51264,6377656.335332485,4546330.404440977,1478761.34570041,1301929.364045693,1289066.3810462588,3769194.8941814993,5304590.494388763,1473828.1152011417,593759.8048194543,1522397.7629950943,2010889.1407336826,7070762.317247999,411094.33113599994,6153569.0928,1973193.8860799999,6287656.704602516,4525705.956610656,1464430.146607642,1296284.675029805,1270615.9884094654,3716005.112420086,5274119.239859682,1462130.7473867428,585380.839198494,1509365.7498297323,1982259.9381147162
2029-09-30,7274974.331520001,402764.34815999994,6066516.44232,2115043.2287999997,6490339.696770049,4460592.211426442,1533773.8779276959,1288287.2379772083,1307312.887374144,3835790.7607910982,5274230.02608661,1480134.3866481718,604250.6257692915,1521199.2602830622,2042017.3226074148,7150796.79552,402325.00415999995,6023505.209039999,2086449.0624000002,6381420.884653248,4430014.319490119,1515774.168295056,1279489.587361848,1284998.184154944,3771419.7428300693,5231782.981484466,1464620.0349721017,594110.2843612174,1504224.3455805108,2007383.6787286308
2029-10-31,6943445.591039999,381820.811904,6161403.4128,2031439.176,6197743.675329696,4518550.833103584,1494699.5827629503,1286096.678155123,1247737.1727098878,3662866.51211985,5293168.313607001,1453554.8550588586,577009.9361731947,1496006.047125317,1949337.9337188993,6822498.394655999,379904.63097600004,6112788.504264,1998920.7215999996,6090498.233096053,4483373.735790612,1474192.2237210576,1275392.7439456247,1226002.961519683,3599484.455759767,5244504.659592881,1436583.7725063036,567025.3855012426,1478113.1282093083,1915467.3176237969
2029-11-30,8029170.51552,497322.1152,7283024.928,2280138.0768,7149731.2177596465,5361046.248571199,1704320.569728,1536081.78049632,1442841.941638944,4225491.1496959515,6222040.157329894,1707959.8000733214,665639.9763734231,1757759.7709486303,2252112.556482184,7892975.845439998,495702.8928,7244416.913040001,2246454.5183999995,7029694.843498656,5333067.75309156,1683856.78007112,1526990.0025999602,1418367.7594255682,4154549.652507705,6179844.3542617755,1691166.6069292168,654464.5899297248,1739790.9163586095,2214058.6687258147
2029-12-31,8133170.3812799975,478775.2492800001,8127100.470672002,2441882.8166400003,7275194.275546511,5949345.553092649,1844344.3820073125,1667007.2978227446,1461530.7175160155,4299639.8168479875,6865316.770210119,1819965.2995245988,677320.5870533801,1870452.8459987103,2285189.9975727927,8023080.989951999,476124.7046400001,8099987.697072,2411626.2710400005,7177413.2320150845,5929041.367442807,1826406.513515088,1659373.2060207122,1441747.653894374,4241851.220120914,6832100.232282837,1805966.5488522376,668217.1719006043,1855965.9650660588,2254340.628575757
2030-01-31,7983711.322271999,440803.41177600005,8717808.379464,2553984.8380800006,7180510.145393692,6350219.899096211,1940755.1089816662,1745416.778535641,1434672.9246122784,4243681.495927672,7304491.126951645,1877215.020517048,668505.4945361527,1925141.2904079708,2247834.337133061,7853105.306591998,435227.9472000001,8684120.743199999,2520702.2361600003,7065155.546560539,6324002.620182,1920665.446615296,1735027.6323431518,1411203.0235945818,4175506.928017278,7264183.248750754,1859953.1300867652,657765.9813847862,1907360.292800096,2211312.9725129036
2030-02-28,8433676.153727999,515039.2128000001,9406785.394944,2807102.9952000007,7612336.1727487855,6869163.380276736,2122946.52385536,1907597.151984384,1515531.6048249213,4498890.678094532,7921247.117239665,2035912.3766551507,708708.497682912,2073490.3276139619,2377748.8313482073,8306895.244031998,508868.07552,9380343.30912,2775284.4672,7500481.600681036,6847806.858631199,2104081.505451072,1898107.5749549763,1492749.0753525503,4432784.626002492,7886311.15283274,2019634.7817013492,698294.8370234044,2056827.816771184,2342311.5388410483
2030-03-31,8539153.709184,502910.57951999997,9707909.500008002,2895244.3353600004,7720720.3434969215,7076649.797977572,2188845.0982489684,1953497.776802076,1534485.9215403649,4562945.723006682,8162003.234591422,2081831.771794061,718799.0639795634,2119668.9986282364,2409053.6188025572,8400007.990080003,494485.61875200004,9671480.454384001,2864045.7964800005,7598881.931491873,7047260.456751288,2169569.825357443,1941332.7343059222,1509481.4358173765,4490939.221511696,8119545.930274532,2063093.8981878096,707455.9078218933,2100316.8383681523,2370270.172838129
2030-04-30,9373511.004480002,550623.7440000001,11566687.481279999,3219464.1024,8485378.502019554,8410560.09854832,2483772.08320224,2286181.67680656,1684419.9275050564,5014858.694693556,9601604.827974552,2388458.348980305,789988.7385380204,2436538.508140138,2645662.3474467886,9281153.145600002,546050.6784,11553757.354079999,3203135.2800000003,8405596.581157442,8399442.539743919,2474076.0074270396,2280670.5942899995,1667823.2202643203,4967707.579464048,9583522.849249644,2378169.5160224624,782561.0417057577,2425471.5894470853,2620049.2566304603
2030-05-31,9429369.981695998,534053.67552,10213422.011208002,3019758.8659199993,8481550.526173668,7447294.919256373,2289081.9168069838,2056023.1353975483,1694457.7857107709,5012596.360968638,8577386.631939912,2213254.120231797,789632.3539867684,2267047.945222115,2654960.9879372055,9327351.573792,529114.70592,10190027.646936,3005150.8723199996,8394275.547123581,7428625.757576604,2279604.925047384,2048831.6211057957,1676125.0778104218,4961016.848350036,8552742.191321261,2201401.665747797,781507.0534372053,2253935.6748420754,2626770.100661381
2030-06-30,9073689.024959998,503805.4848000001,9307568.91096,2880549.9935999997,8155334.304974302,6794197.1132540405,2155054.68075384,1891506.5363005202,1630541.917785312,4819802.574239813,7881259.160154762,2066750.9325463315,759261.6237931075,2116241.1201436385,2554066.8303734316,8951611.47552,499221.0144,9275003.02296,2858650.9632,8049801.013134048,6769201.945463639,2141123.48572536,1882592.69456772,1608604.5821509438,4757432.398762222,7847219.307829381,2051943.1585301666,749436.4743227796,2100086.260607453,2520202.4129377105
2030-07-31,9771841.749599999,541142.8646399999,9106716.077064,2769754.331519999,8700217.00187976,6668480.340267156,2084652.8993514958,1872695.9586324599,1755999.9624031198,5141828.248110937,7709771.097899608,2082061.639281088,809990.2028750057,2153547.8678361406,2740760.9649906154,9624169.263744,537458.9932799999,9070931.2536,2742487.416,8572364.502219707,6641601.40425528,2067697.7037521282,1863392.771573424,1729463.216694797,5066267.420811845,7671506.614565332,2065077.0531029943,798087.1351566544,2134811.360586705,2699773.546976257
2030-08-31,9189402.965568002,500674.91904,8112492.4770720005,2727957.6316799996,8212288.962941685,5948518.512455207,1996207.3734484317,1695933.1569582,1651335.71291257,4853462.777098535,6992218.73641089,1922855.39992417,764564.102449871,1975838.865599778,2581044.069930911,9007675.534368,496273.23648,8055049.013064002,2688712.10784,8053538.129426561,5906026.575743797,1971453.743105832,1682105.0130551164,1618679.2935259293,4759641.034491098,6933451.01384996,1899794.9419789866,749784.3998496128,1950939.5817175317,2530436.353107964
2030-09-30,8924432.852160001,494025.6096000001,7515914.300640001,2695125.312,7986881.135517983,5524153.555163761,1939725.9096897598,1598606.61961032,1603720.5835331522,4720246.751091128,6565618.413277546,1837076.7747521026,743578.6337167245,1879811.3917172535,2507975.4580322527,8733934.823040001,488664.05760000006,7438931.842320001,2646671.76,7818651.0937704975,5467441.21556868,1908773.37019656,1580641.9491942,1569488.087700288,4620822.796418363,6488935.999639267,1809862.3922756067,727916.4168300333,1851193.647983964,2454709.1898676828
2030-10-31,8769946.749983998,495298.83456,7671625.339464,2742556.78656,7872004.701772041,5634715.347113077,1975089.0396730322,1626436.2680560444,1575959.4309721244,4652354.7787472755,6694117.028956005,1852033.1604333555,732883.6377349768,1888017.597997145,2467341.1381163094,8538542.123328,488034.47808,7580536.122672,2682396.4406400006,7667326.202415666,5567211.716915448,1936925.7801685922,1604501.4588765842,1534376.0195620412,4531389.7856276585,6601733.0661239615,1818803.8264938323,713828.0694448985,1853310.6777379531,2402598.263675659
2030-11-30,8212830.615359999,507932.4672,7177739.773680001,2491077.1104,7352732.483468063,5291261.87463612,1809932.2305573605,1539990.94399812,1475845.661580192,4345464.897729626,6248461.39858337,1738587.501347446,684539.3942108767,1773337.6125447722,2308319.121641825,7971890.814720002,502557.69600000005,7089892.357679999,2430042.768,7140018.906836928,5226867.711916921,1771591.2809436,1519487.2516222799,1432548.7794051846,4219751.173940624,6158706.085459673,1705712.1336671992,664735.760226518,1738598.064861676,2240955.8969709286
2030-12-31,8508485.172096001,518765.90400000004,8005270.828535999,2406831.6672000005,7574204.661900708,5880608.859744685,1819413.4150551602,1666925.5200401163,1528974.7854256514,4476354.955183319,6782952.930649762,1836834.6862584287,705158.4540229561,1894512.3741958614,2386277.7332981,8276234.974560001,512898.86880000005,7929404.659728001,2348385.76512,7369258.918274065,5824466.051722633,1783206.2273764324,1648179.9425470324,1487239.4249284319,4355232.020699971,6702362.804718892,1805910.7799029076,686078.0052913153,1861937.841065838,2321355.434585744
2031-01-31,8646979.182911998,539426.81376,8798748.837336,2644125.58656,7746723.440329706,6450157.577342844,1997844.7886806321,1815889.993002756,1553862.159169286,4578313.553234857,7441759.324484168,1968885.6764274596,721219.9522946958,2016540.7239370018,2430973.277119998,8435216.361599999,532257.2726400001,8736411.816,2592364.97088,7560236.5901395185,6403008.47569344,1966015.3207072322,1798995.561209568,1515808.3801795198,4468099.824772456,7372883.649238948,1941003.4771630287,703858.0265419892,1987320.5233312065,2371823.1335880286
2031-02-28,8586748.566143999,511193.41056,8748975.001536,2628107.1129599996,7693359.766952024,6402753.182062944,1984969.9185563517,1792304.116668576,1543038.7173360763,4546775.622268646,7388586.909401649,1948294.1260301822,716251.7943032333,1998520.2508989966,2414111.197926061,8412405.36192,504913.40928,8700481.859328,2587839.0451200004,7540409.158950528,6365770.396538112,1960179.6654316802,1778791.9784060162,1511709.2435370237,4456381.812939762,7334710.281062476,1925826.4873885193,702012.092698294,1974830.4455065785,2365482.5209441446
2031-03-31,8552687.530464,491738.97312,8085066.451200001,2764363.5158400005,7699292.839913674,5925268.292620322,2013401.515412736,1689525.825863904,1536917.9492243805,4550282.068388981,6985898.666331398,1886219.197332669,716804.1633959629,1919237.7887419679,2408869.089927067,8416306.134431997,484379.8012800001,8034975.074664001,2731597.3094400004,7579331.331016635,5886688.534104997,1992448.3409280719,1675716.3086324758,1512410.21235743,4479384.816630831,6933820.3669194495,1866319.897997276,705635.7469176487,1898655.225452897,2370791.498605593
2031-04-30,8589055.34592,504368.9856,7671412.97496,2719467.8207999994,7717954.231588606,5638497.22206684,1963176.39932184,1629586.5435738,1543453.2456618238,4561310.9508688655,6687483.181824521,1841990.9672954383,718541.5389608992,1873781.0012583781,2417438.276945479,8521121.488319999,499285.8144000001,7641273.140640002,2707413.4656,7659259.754475166,5614999.874404562,1954611.4068792001,1621459.21338648,1531245.531451104,4526622.514894823,6659291.775275002,1831598.820421318,713077.083141638,1862806.4376590482,2398597.267718135
2031-05-31,8386542.414432,477658.35648,6849624.439728002,2648320.49664,7534233.7690078365,5046324.564201913,1870902.704442672,1484509.7334546004,1507061.6718734307,4452732.157483632,6080880.088742055,1723371.4616096574,701437.1638946297,1749874.7746594553,2360232.221694445,8320754.937599998,472239.6854399999,6812387.374392,2633258.7820800003,7476551.780685119,5017667.583646188,1860265.729884312,1474909.96690242,1495239.6622867198,4418642.102384905,6046337.565197268,1711816.791519654,696066.9707817845,1738014.1244846946,2341886.3865674664
2031-06-30,8222020.007039999,466728.73920000007,6191122.837680001,2551064.8032000004,7375173.807367294,4576355.193264119,1776009.3238706402,1371001.4786350802,1477496.9952650876,4358727.72015407,5581251.566375437,1626445.5201481788,686628.6814658951,1650756.4280126025,2312591.9959950577,8138113.079039997,460471.65119999996,6147411.82272,2528582.5728,7300791.682845695,4542760.91354688,1760976.886104,1359457.3317398399,1462418.9203034877,4314767.884561805,5538603.672933195,1611905.9829258178,679703.7056729341,1636062.8531708873,2289096.595949252
2031-07-31,7890750.459647999,463636.9324800001,5650702.351992001,2433177.21312,7074270.839325712,4193207.821912428,1678147.9117599602,1278322.3846701002,1417967.8575987453,4180894.0660414966,5156695.187930809,1532929.1138909492,658614.6151412239,1552469.364053261,2218970.170024528,7793623.426175999,458054.6112,5602400.6354640005,2405489.52096,6987755.993080262,4156662.7229105164,1660079.515796136,1266070.742202636,1400514.1296838268,4129763.7919104355,5108859.309674907,1516697.471289687,650560.0829557723,1536021.8139790199,2191723.767391018
2031-08-31,7719563.041344002,467708.63615999994,5130901.0656,2332477.14048,6908890.307007226,3827733.29662176,1591042.2948829439,1193755.6940135038,1387205.4785295168,4083154.1714412705,4756967.976050994,1455308.9119482334,643217.6875823727,1472434.5713778853,2169414.620990291,7607823.380639998,461745.17856000003,5070842.023464001,2294961.86304,6807952.412752175,3782716.424483077,1566974.9586459603,1178823.74547942,1367125.8615010078,4023499.875936535,4696521.3063751105,1435554.6185506824,633820.3696272274,1452803.2166672456,2137901.7414967627
2031-09-30,7017511.334400002,405737.1129600001,4649690.24568,2181891.4272,6295857.562733762,3460893.19704108,1477302.461184816,1076959.967754888,1261046.7867916801,3720851.8195756525,4333634.700862338,1322880.905435288,586144.3390905131,1335486.900071594,1973936.62693452,6910120.6272,398175.83424,4574177.568,2133956.016,6195895.97221728,3404265.6759350393,1446632.432970624,1058099.888630592,1241748.67670784,3661774.5195804127,4257265.514792173,1299762.3625465538,576837.9150134287,1313515.1196715627,1943299.220253643
2031-10-31,7226557.720704,407285.24457599997,4774560.0336,2283842.75328,6492589.59939529,3549784.8172620954,1539627.4267585059,1103945.5439059967,1298612.4224105086,3837120.453242616,4465434.60793248,1362106.7669043236,604460.0917037014,1373118.7876127448,2033830.5942243915,7113167.415647999,398998.623168,4697590.913064001,2230012.80576,6386244.146321153,3491813.883223044,1505703.0552773331,1084075.5609727704,1278236.1845919455,3774270.290475802,4385129.941232066,1337461.6788826387,594559.3300224994,1350021.552123827,2001386.5295655788
2031-11-30,7153898.51232,355295.91167999996,4748980.16232,2480163.4944,6481802.018609568,3509175.2623923593,1640145.9084850082,1086170.277342744,1285555.562663904,3830744.992998255,4513639.815502984,1363532.4392511637,603455.7679325507,1362082.496254783,2019860.6002531932,7025868.097920001,346777.84800000006,4673414.93832,2421356.1984000006,6362216.268787009,3452095.8510310804,1603660.0396658403,1066052.1563406002,1262548.497196224,3760069.814853122,4431978.696650306,1337480.847731549,592322.3346240704,1337633.423204318,1983285.8890843466
2031-12-31,6814409.412384001,323391.462336,3900641.4568080003,2340532.1606399994,6168756.519132681,2895993.388157508,1509566.3228480977,929582.2539522648,1224549.3714054048,3645735.1028074143,3856070.9873337434,1223508.1477281027,574311.2319312525,1219063.8270888487,1923359.774319508,6683169.124799999,314544.25180800003,3830325.662664001,2282899.1529599996,6046830.804934081,2842480.013830884,1474032.1327077167,910177.5286279224,1200965.49172656,3573677.0057160417,3778395.651897348,1197887.1458266515,562959.9479393628,1194954.30918278,1885946.3510173608
2032-01-31,6620743.870272,320975.67945600004,3780017.2152,2112641.568,5953339.328884012,2809725.1195829757,1380596.180498986,894140.1305127648,1189747.6734878782,3518423.543370451,3670599.5115448283,1168518.6227398252,554255.8915191015,1176829.3101483015,1863929.8605324808,6493162.036032001,313092.987552,3725002.330127999,2063126.25504,5836430.427720076,2767439.9563392242,1350406.5343108992,878148.9242507374,1166821.2178749503,3449330.382782565,3607447.5490817726,1146166.0678061773,543371.672820739,1155455.8951469047,1827751.7552650063
2032-02-29,8092634.060447999,429083.1480960001,5537301.289271999,2393836.4592,7230019.026272516,4098110.9055702835,1648497.3615224496,1240044.2319191687,1454246.3406625052,4272941.244527055,5046814.31539611,1514779.0813869792,673114.7713459712,1546216.7772571067,2272740.431445559,7968762.408095999,423523.9733760001,5502539.960424,2350620.87264,7117717.585248948,4071142.124498052,1623063.1542190416,1228816.4430765528,1431986.604734851,4206571.092882128,5001342.955147663,1496458.5201121126,662659.5071866771,1528385.3046726035,2237758.004706955
2032-03-31,7547239.445759999,371916.97257600003,5080990.481064001,2204845.7558399998,6735885.791904863,3750945.7824834124,1516171.8327960817,1126958.886449993,1356238.9284030718,3980908.503015774,4625437.387535787,1390298.8111123142,627110.9672263426,1424482.25640198,2118754.1873867535,7450555.071455999,366189.16060800006,5050647.3762719985,2173600.8806399996,6648849.921925815,3727025.3724597357,1497375.6925059648,1117143.0134054064,1338864.746340643,3929470.303858155,4588268.737306791,1375505.1544544208,619007.9277312931,1409995.8351324087,2091523.1297361823
2032-04-30,7432861.423679998,356054.33088,5338070.36568,2157304.752,6630293.312147231,3925696.2657894003,1506996.906224688,1154814.004770984,1335685.1978352957,3918503.347479013,4773847.9435380995,1399862.6550580577,617280.3073609071,1439573.467795831,2086227.181550863,7375784.754239999,351590.31072000007,5315838.665040001,2137492.2816000003,6578572.751978973,3908054.416547881,1494850.4354452323,1147693.1402061363,1325428.5203369278,3887936.496419574,4747877.606735594,1390107.9615947858,612465.1232092424,1430200.147032219,2070111.1934216928
2032-05-31,8186194.237536,412841.692512,6420447.975744,2404089.78912,7309276.9679520875,4715013.368567088,1710696.1572947237,1367771.8947120577,1471059.1044852196,4319782.688059684,5650233.063684052,1611030.285900273,680493.6857163393,1655736.2499529177,2298501.163317791,8135504.419392001,409884.76569600013,6404574.438144,2388851.568,7263929.688107502,4702516.886477952,1701452.7853485697,1362733.688779661,1461950.1441647424,4292982.445671533,5631299.652464875,1603446.1462541583,676271.8539628083,1648211.9262552282,2284258.1950008622
2032-06-30,7610221.382399999,374730.13152,5484092.040000001,2300943.5424,6811404.981716158,4036956.538273921,1593523.776242592,1196916.0526560962,1367556.7824172797,4025540.3441942497,4945973.705225819,1451065.842701267,634141.8037977744,1482942.5975995364,2138730.977800922,7544348.138879998,370834.82207999995,5461615.27872,2285388.1728000003,6753530.00000851,4019388.08978736,1583645.1280562882,1190349.062204544,1355719.3605567357,3991336.23000503,4921975.049547338,1441558.2511118234,628753.6430007924,1473142.2871443997,2120347.2196539924
2032-07-31,7980434.032032,414810.18259200006,5540786.661599999,2256263.8041600003,7103839.418196796,4094385.9905740316,1575086.7277153155,1223623.2699082657,1434083.9955561506,4198369.096154307,4981784.838623562,1485658.9151725536,661367.4498341217,1527313.0162295508,2238145.9253055113,7878166.827551999,412053.573312,5513215.821335999,2236155.984,7014993.743933884,4073712.2018046356,1562504.819779051,1216560.3135233256,1415706.5789110945,4145861.3026649253,4952739.782116555,1473361.755123104,653095.9175602447,1513900.3596853348,2209724.8388816495
