,Papallacta_BAU,Mica_BAU,Orientales_BAU,Occidentales_BAU,Bellavista_BAU,Puengasi_BAU,El Placer_BAU,El Troje_BAU,Paluguillo_BAU,Norte_BAU,Centro_BAU,Sur_BAU,Parroquias Norte_BAU,Parroquias Sur_BAU,Parroquiales Orientales_BAU,Papallacta_BASE,Mica_BASE,Orientales_BASE,Occidentales_BASE,Bellavista_BASE,Puengasi_BASE,El Placer_BASE,El Troje_BASE,Paluguillo_BASE,Norte_BASE,Centro_BASE,Sur_BASE,Parroquias Norte_BASE,Parroquias Sur_BASE,Parroquiales Orientales_BASE
2031-09-30,6681446.533439999,357360.64704000007,4110626.8216799996,1837380.672,5934707.109759456,3059073.6900087595,1257353.780254704,945109.497507912,1200655.9420591681,3507411.9018678386,3789782.286957905,1183437.4550468114,552521.2319186053,1215709.6978630754,1872314.0542492927,6910120.6272,398175.83424,4574177.568,2133956.016,6195895.97221728,3404265.6759350393,1446632.432970624,1058099.888630592,1241748.67670784,3661774.5195804127,4257265.514792173,1299762.3625465538,576837.9150134287,1313515.1196715627,1943299.220253643
2031-10-31,6826923.486432001,355488.2562240001,4240253.3832,1935587.00736,6078387.937854556,3149843.174303904,1317861.8085914783,970769.4468494112,1226798.1505118306,3592327.2712720428,3921732.742044246,1217959.203221939,565897.9170142591,1247653.1688828696,1914800.0886632525,7113167.415647999,398998.623168,4697590.913064001,2230012.80576,6386244.146321153,3491813.883223044,1505703.0552773331,1084075.5609727704,1278236.1845919455,3774270.290475802,4385129.941232066,1337461.6788826387,594559.3300224994,1350021.552123827,2001386.5295655788
2031-11-30,6692049.161280001,303174.0057600001,4230847.728,2087851.8528,6005642.292754272,3120519.8513289606,1396020.4989730562,952279.440763968,1202561.234282016,3549334.5950177745,3961227.6645641467,1211684.6424078264,559125.2974554228,1231103.6650510416,1882599.6199603183,7025868.097920001,346777.84800000006,4673414.93832,2421356.1984000006,6362216.268787009,3452095.8510310804,1603660.0396658403,1066052.1563406002,1262548.497196224,3760069.814853122,4431978.696650306,1337480.847731549,592322.3346240704,1337633.423204318,1983285.8890843466
2031-12-31,6328395.144288,269741.744352,3395195.3565360005,1917427.9910400002,5665132.034575171,2515638.565569277,1249850.3481646993,794719.9993930056,1137212.6074285535,3348093.0324339257,3297970.712112021,1067054.459967033,527423.7924189484,1085718.0043671194,1778613.6895493134,6683169.124799999,314544.25180800003,3830325.662664001,2282899.1529599996,6046830.804934081,2842480.013830884,1474032.1327077167,910177.5286279224,1200965.49172656,3573677.0057160417,3778395.651897348,1197887.1458266515,562959.9479393628,1194954.30918278,1885946.3510173608
2032-01-31,6134873.405471999,272636.157312,3363237.477864,1741713.4339200002,5462798.493475611,2494315.0523056677,1154567.1507242834,779264.7572770775,1102436.7509633184,3228513.909644087,3198834.7579136435,1030420.7976918326,508586.53974257957,1057771.7330012838,1720764.5317853068,6493162.036032001,313092.987552,3725002.330127999,2063126.25504,5836430.427720076,2767439.9563392242,1350406.5343108992,878148.9242507374,1166821.2178749503,3449330.382782565,3607447.5490817726,1146166.0678061773,543371.672820739,1155455.8951469047,1827751.7552650063
2032-02-29,7625123.527391997,396162.094752,5258471.3436239995,2146392.67392,6785217.359577818,3886846.272345348,1497635.886454027,1162934.5573651898,1370234.697872342,4010063.459510491,4731271.422277943,1414353.6482419933,631703.736176695,1454580.948732818,2138219.3999763574,7968762.408095999,423523.9733760001,5502539.960424,2350620.87264,7117717.585248948,4071142.124498052,1623063.1542190416,1228816.4430765528,1431986.604734851,4206571.092882128,5001342.955147663,1496458.5201121126,662659.5071866771,1528385.3046726035,2237758.004706955
2032-03-31,7215967.0860480005,336995.457696,4834697.238144,2062877.1638400003,6428996.389064996,3561801.1296599526,1423362.900048394,1061037.8988674688,1296709.2853628257,3799536.865937412,4378449.646728877,1314330.7239931398,598539.563821951,1352823.4455932754,2024420.0832468858,7450555.071455999,366189.16060800006,5050647.3762719985,2173600.8806399996,6648849.921925815,3727025.3724597357,1497375.6925059648,1117143.0134054064,1338864.746340643,3929470.303858155,4588268.737306791,1375505.1544544208,619007.9277312931,1409995.8351324087,2091523.1297361823
2032-04-30,7248797.438399999,329245.87104000006,5162381.424000001,2147653.9584,6476981.02840656,3789950.5611518407,1489376.569294944,1113086.8545189123,1302608.8996804797,3827895.787788276,4637762.837825454,1360132.7305317058,603006.9337446507,1396902.325914799,2035858.1120970624,7375784.754239999,351590.31072000007,5315838.665040001,2137492.2816000003,6578572.751978973,3908054.416547881,1494850.4354452323,1147693.1402061363,1325428.5203369278,3887936.496419574,4747877.606735594,1390107.9615947858,612465.1232092424,1430200.147032219,2070111.1934216928
2032-05-31,8038074.9677760005,396088.38086400006,6310725.431472002,2467631.07936,7203623.989300502,4630231.830439512,1736639.1633664225,1346485.879541275,1444442.0717093472,4257341.777676596,5596294.334124138,1593636.32608193,670657.3934038767,1629739.4293237657,2260075.253407802,8135504.419392001,409884.76569600013,6404574.438144,2388851.568,7263929.688107502,4702516.886477952,1701452.7853485697,1362733.688779661,1461950.1441647424,4292982.445671533,5631299.652464875,1603446.1462541583,676271.8539628083,1648211.9262552282,2284258.1950008622
2032-06-30,7457744.46816,352202.7744,5298692.643360001,2275823.1744,6680146.748282785,3896206.25523624,1567228.04099568,1154886.59161656,1340156.6809283518,3947966.7282351255,4798125.836884927,1411461.8927967432,621921.6622651272,1441948.9308415789,2096499.6952289033,7544348.138879998,370834.82207999995,5461615.27872,2285388.1728000003,6753530.00000851,4019388.08978736,1583645.1280562882,1190349.062204544,1355719.3605567357,3991336.23000503,4921975.049547338,1441558.2511118234,628753.6430007924,1473142.2871443997,2120347.2196539924
2032-07-31,7721517.416255999,396541.51257599995,5347959.880536,2143470.7555199997,6863524.612335014,3950234.401300381,1501916.0251458096,1176669.8098789607,1387556.679701203,4056343.045889993,4791499.833256812,1429115.8294832003,638994.1414083899,1473189.5580537377,2164361.9020722923,7878166.827551999,412053.573312,5513215.821335999,2236155.984,7014993.743933884,4073712.2018046356,1562504.819779051,1216560.3135233256,1415706.5789110945,4145861.3026649253,4952739.782116555,1473361.755123104,653095.9175602447,1513900.3596853348,2209724.8388816495
2032-08-31,7501723.921439999,357277.373856,4724986.927464,2008719.1123200003,6649830.142600174,3493083.0058198925,1388281.6935299374,1051140.9395555928,1348059.788682768,3930049.6142767025,4287571.120811405,1318180.8267143911,619099.1862760764,1365510.6252198024,2100574.500618207,7675473.925728,374335.32671999995,4942377.073872001,2193167.12832,6838123.103091908,3654063.7668236885,1501056.4182539042,1106150.9773443122,1379282.6644533214,4041330.7539273174,4526178.488822689,1381761.649793189,636629.2608978566,1418696.9640650856,2153301.802006921
2032-09-30,7456105.88352,360199.12032,4365345.370320001,1939776.3359999997,6595295.633394049,3240262.8227898,1328406.6458452323,992735.8460915762,1339862.227268544,3897819.7193358825,4011376.591713324,1268664.2297515725,614022.0234689858,1316273.45474516,2086124.777047397,7710378.621119998,383844.43296,4651684.96464,2218701.1967999996,6873086.678861087,3452811.98920632,1496103.890083776,1068283.817142768,1385555.0382152637,4061994.2272069026,4342217.55077234,1359024.6485739702,639884.3698019672,1390482.8200764055,2163553.8367503555
2032-10-31,7614043.107551999,397108.9584000001,5702854.877856,2104758.5011199997,6765786.431410204,4201213.704671665,1504446.8762373116,1228785.02310456,1368243.5464270941,3998579.7809634306,5017851.923231125,1456457.7490222151,629894.7167642899,1504566.3930696074,2133974.260757881,7868398.702752,417976.64064,5893246.872792,2334032.48736,7031307.169495325,4344771.789344988,1639426.56405804,1284733.544503716,1413951.2468845344,4155502.5371717364,5259557.143691595,1528899.0285177007,654614.6974800148,1564331.256677394,2209958.8490506965
2032-11-30,7404229.1030399995,377499.47616,5305807.9166399995,1887804.6624000003,6539846.900188897,3912199.31602152,1362628.299776256,1142622.920076048,1330539.969816288,3865049.518011638,4640447.954895569,1366276.8345895677,608859.7464075861,1424876.4074260825,2070473.485102947,7692684.229440001,404237.71872,5462811.1303199995,2132641.0944000003,6837193.111676256,4034713.1146362,1503938.3412273123,1197602.1441923762,1382375.3560303678,4040781.1290006666,4868672.8724175375,1441111.875215001,636542.6786970594,1485599.2967399745,2156196.3944330155
2032-12-31,6957838.294848,324447.42153600004,5086552.908528,1861696.6473599998,6167363.234814834,3734297.587110888,1332383.3700708097,1079278.885376309,1250323.5415841853,3644911.6717755664,4456089.686869383,1296001.7412473988,574181.5171612609,1348475.7264641516,1948238.8739768367,7319113.234271998,362035.81929599994,5322438.197064,2148090.7276799995,6534741.486608092,3917245.1138905324,1501327.1046337779,1154926.5300267767,1315244.6481986782,3862032.2185853818,4761532.216194492,1392678.4848083113,608384.4324032132,1429104.5643095071,2055003.9874123577
2033-01-31,7387792.9009920005,355888.62345599994,5806737.720000001,2069862.1631999998,6571612.14707854,4256737.917448177,1491012.8804761055,1220660.008845005,1327586.3843082623,3883822.7789234174,5056165.981488368,1436207.781087759,611817.090893012,1487102.383222869,2071380.3739199773,7824403.518624,394709.37983999995,6035078.016,2354738.6620799997,7000381.002446697,4434889.13446464,1658709.620602272,1295693.213460768,1406045.312296733,4137225.1724459985,5356275.388846919,1536487.2945873784,651735.4713277875,1573323.7803579539,2198599.531149648
2033-02-28,6448013.099135998,268861.15468800004,5245796.963232,1997718.0249599998,5783158.869184165,3822706.8650806565,1412746.1779693246,1083840.2573058144,1158707.9539147387,3417846.8916878407,4602619.475846276,1283755.3710154176,538412.0907210456,1319120.096758824,1813534.108364949,6770804.269823999,302334.80256000004,5445676.6559999995,2201834.88,6098538.388508697,3978432.6943737594,1535487.112990656,1146145.062138048,1216713.5272873724,3604236.1876086397,4844908.687622163,1362024.8322051694,567773.9239701596,1387296.870534361,1907396.7488588244
2033-03-31,7384898.086272,354796.4522879999,6224596.122672,2267792.44128,6618424.362592493,4551481.422734616,1623250.6512742369,1297824.8201591184,1327066.1861030783,3911488.798292163,5430635.675467102,1507119.9414635117,616175.3081573611,1545955.5209879673,2076440.869748609,7709036.715071997,382852.585152,6366759.139728,2398217.3971200003,6916596.225871851,4664081.927881225,1702884.9923573476,1343358.9524033137,1385313.8976984378,4087708.369490263,5598165.630445437,1567551.9565814536,643935.1086286694,1602559.581366333,2168492.8056497355
2033-04-30,7416385.94592,380731.80384,6016133.79432,2274303.4847999993,6645859.253032607,4415445.76265172,1614198.622742064,1279909.969292952,1332724.554481824,3927702.8185422705,5301493.186767751,1496193.0707064092,618729.4964573357,1529944.329741686,2085201.1147755655,7710530.304959999,405167.33952000004,6166698.59664,2365991.3376,6909812.644430302,4532412.60020808,1673660.618495712,1322168.8265969763,1385582.2958013117,4083699.2728583086,5455969.166871545,1549452.4191105245,643303.5571964611,1582328.603117979,2167947.040252898
2033-05-31,7719163.504415999,430073.09855999995,6863515.2314639995,2398341.6748800003,6924930.063478357,5035510.199255076,1737133.6848261843,1444448.0963168282,1387133.681743555,4092633.6675157086,5958785.674110893,1638004.8803354923,644710.988909835,1672906.960391522,2171251.9830977893,7888560.599807999,439912.20095999993,6924532.350672001,2371766.0544,7057214.7003009785,5082884.044865929,1727380.0335440156,1457161.8790302002,1417574.3397854974,4170813.887877878,5992911.523876967,1653869.8874250962,657026.688598021,1695175.2761387608,2216559.8138353545
2033-06-30,8440977.988799999,562982.89248,6738426.76104,2207999.8656,7469445.819618719,5004751.5905648405,1633242.082076208,1482054.503452344,1516843.74458736,4414442.479394662,5843985.040995682,1685160.9740097874,695405.4058065027,1738583.598606792,2362034.1745682033,8676098.827199997,563642.064,6872189.5713599995,2265470.208,7676502.775109278,5099540.76690984,1672485.5963736002,1506881.8997445595,1559094.9592478396,4536813.140089583,5961653.864909262,1720565.1633933191,714682.4083626738,1777060.4504797005,2427708.751861619
2033-07-31,8080094.403359999,522627.88896,6033276.242928,1961216.0812799998,7112231.597512942,4489068.855492791,1454722.1949054238,1335641.192088552,1451992.9642837916,4203328.874130149,5233228.120315269,1542203.6804742555,662148.761728455,1603618.2737211678,2256545.9003388495,8281244.466432,523227.0470399999,6206758.2197279995,2116710.0576,7315794.787341195,4611893.607129672,1548605.400459984,1373268.149019,1488139.63061783,4323634.719318647,5421868.5876962645,1593040.6217397032,681100.4947014654,1648784.194508727,2315873.279286214
2033-08-31,7858882.186847999,501602.44895999995,5509588.169592,1728170.37216,6872947.842478434,4109968.7034409074,1296068.773880952,1228189.6562629319,1412241.1289765853,4061912.174904755,4761191.844101047,1435093.6883946392,639871.4441347423,1506837.198941745,2189468.2034972343,8071024.296383998,508820.7369600001,5765499.064800001,1978151.33664,7109003.42776028,4293898.87875336,1445757.3256536003,1288441.046767536,1450363.0660602045,4201421.025806326,5051328.290490103,1510305.877687319,661848.219124482,1568830.2896179098,2254578.2988513983
2033-09-30,7760128.924799999,486446.60160000005,5661868.896000001,1675374.4512,6778860.256566718,4210984.9768176,1277319.35799648,1239968.72345472,1394495.16778656,4006306.4116309313,4835680.898684885,1433764.9304828793,631111.8898863615,1510692.1017386809,2161037.439043984,7976142.8611200005,498779.59680000006,5984611.834320001,1964962.5407999998,7027932.72322109,4444349.216159879,1452592.43648136,1315889.15511852,1433312.8721432642,4153508.239423663,5191485.53257982,1523443.0270070774,654300.5365318833,1584030.8447783245,2228371.3186525977
2033-10-31,8085954.528287998,537365.51712,6102923.106672,1834529.3683199997,7085554.665770849,4544663.126535288,1392556.906684944,1345377.653379432,1453046.0287333534,4187562.8074705712,5230646.117315322,1538246.6158434046,659665.1393832661,1609427.7612433757,2254397.2758803535,8263253.867903999,542921.85792,6342984.931464001,2043950.25024,7282963.483479128,4716675.479487636,1519607.1649502162,1399535.882065548,1484906.7200623485,4304231.4187361635,5491107.695514911,1603832.4103805865,678043.9003119068,1664264.9838816433,2308828.218070253
2033-11-30,7854124.27968,469652.51519999997,6266023.388640001,1841525.0208000003,6897215.46457843,4630539.88941336,1404158.524668,1335290.65157736,1411386.1330584958,4076254.339565852,5317119.57718535,1520521.4125178845,642130.7597522519,1594679.5668247999,2191522.8242313163,8024625.624959999,484403.58719999995,6480115.992,2105907.4656,7102708.555106305,4788190.9033992,1559079.57830688,1394073.05380848,1442025.224805312,4197700.756067825,5588176.138663777,1593419.8506381237,661262.1664803968,1650621.9931092586,2245727.958145462
2033-12-31,7834593.303935999,452899.22688,5923812.653064001,1722206.9145600002,6851551.468165284,4381505.454242197,1317873.1737698643,1265755.2707691002,1407876.4167172993,4049266.9176856834,5022109.37537355,1460842.3988059938,637879.4416861881,1542821.877658852,2182682.9836890525,8097549.161183998,480009.72384000017,6203311.058664001,2026068.9840000002,7142658.69977876,4590723.478230757,1498508.8461415444,1343788.2995007962,1455129.5842647643,4221311.291569246,5360849.040633325,1555465.2937495853,664981.5249494024,1618943.8332522765,2263211.536433766
2034-01-31,7786312.1441279985,424990.08460800006,6106442.765328001,1682483.2963199997,6802094.426106066,4498435.0153818,1307527.7608146528,1276385.3534219186,1399200.2922998015,4020037.805828685,5117878.925706817,1462942.082997575,633274.9910704747,1552290.7109897032,2168371.9512917288,8057101.999967999,458120.232,6376937.488272,1945977.32448,7089593.294907041,4703901.456036169,1466380.115072208,1353428.164627128,1447861.2293942494,4189949.6372900624,5434958.047540904,1553727.0657783279,660041.1357558456,1627354.0932495196,2249839.39936684
2034-02-28,7818274.4693760015,373267.46419200004,5591919.164832001,1750558.27968,6845216.969941863,4112502.335681041,1308164.2733662268,1174886.9782878817,1404943.9221468675,4045523.2292356407,4773621.658461755,1400449.3635145118,637289.6999015874,1485698.9718011925,2179080.306876199,8150145.357311999,426568.80268799997,5944214.009664,1989170.5075199995,7176613.049578827,4384504.773792864,1459927.7761598206,1273382.7408033984,1464581.1207089662,4241378.312301087,5144185.860768875,1507099.4534281874,668142.6749157887,1578844.6433451679,2276432.7665878255
2034-03-31,8028591.0747839995,423301.08556800004,6559724.1664080005,2129991.17184,7111944.628417641,4817946.14416098,1574594.7557120211,1375819.7638406905,1442737.8161386845,4203159.275394825,5627799.977369372,1584370.1647268892,662122.0449056822,1647959.4647099501,2247518.5522608175,8272516.15008,469628.1383039999,6828754.835736,2211864.2352,7332284.253897792,5028099.089402269,1637422.2479835507,1447099.4153639593,1486571.152169376,4333379.994053595,5868357.12590216,1653854.5203421288,682635.6640378844,1714613.4894542226,2316309.7863514307
2034-04-30,8216773.125119999,440419.68000000005,6327218.50632,2187888.2783999997,7280622.522468287,4661101.805995081,1590917.4967370396,1353108.6331902002,1476554.130584064,4302847.910778758,5501394.509483486,1583378.9936940945,677825.9568417975,1642734.9840114065,2300433.666610014,8484063.275519999,484195.7088,6609166.546320002,2217551.6448,7507145.063331646,4879275.004739881,1626753.7519869602,1421442.96654492,1524586.170610944,4436722.732429003,5726430.817779649,1647722.249177742,698915.2053961763,1709734.5302427586,2374039.9300127868
2034-05-31,8013989.696832001,444222.2822400001,6061973.8392,2113209.1209599995,7095802.618991116,4475354.876745841,1534166.9772076798,1309262.5269289443,1440113.9485207102,4193619.34782375,5287749.391227788,1534836.0748187983,660619.2238280729,1591498.8565958834,2243049.655175618,8236687.568255999,481232.41344000003,6332751.983736,2092419.9158399994,7273226.486299332,4682703.527735725,1542210.516024408,1368858.6807084358,1480132.7560156027,4298476.853402906,5479755.270397611,1586437.2169218592,677137.3858744679,1649459.0831545885,2303031.6282413523
2034-06-30,8788576.204799999,558771.9552,6124328.88336,2049784.9632000003,7715125.193670718,4569065.99867304,1509128.9267774401,1374707.00461176,1579307.1440025596,4559638.989459394,5350426.426170932,1615730.7838976923,718278.1555307439,1685979.4805979603,2451941.137354736,9058647.104640001,570564.5184000001,6345834.250320001,2082678.4799999997,7944730.363374335,4730671.61657748,1541469.4041866402,1417168.3927748401,1627838.884703808,4695335.644754233,5521987.056469192,1663110.9235777077,739654.3968301506,1739062.2090489108,2526399.484471899
2034-07-31,9376653.043296,606910.4409599999,5818392.777600001,2032016.63904,8192873.964999831,4373790.17353056,1481736.6762206403,1351836.344320416,1684984.5518802912,4841988.513314899,5152943.81739565,1629694.8121434036,762756.5661414842,1708611.8294947112,2611432.203500559,9631889.45712,612019.5157440001,6061322.988,2135887.6694400003,8427954.251748526,4547635.151097025,1552897.9180409187,1398948.422926723,1730850.535444464,4980920.962783379,5368067.944103473,1685712.363536981,784642.5408377877,1765001.2819678648,2683951.2258242858
2034-08-31,8818974.861984,542331.8064,4933910.283192,1801384.4361599998,7678321.521726441,3720908.4531495483,1299166.947888696,1166268.403039284,1584769.7826985244,4537888.019340326,4416209.431744255,1450234.6967804865,714851.7336727316,1531326.4762404405,2452873.22678143,9051003.823679997,553502.3414400001,5267411.259191999,2025656.7782400001,7924293.744427868,3961369.3196333875,1440403.4906624882,1238741.7800802118,1626465.3871152957,4683257.6029568715,4749746.48406229,1532862.2034442548,737751.7476062347,1603805.7677847957,2522634.942872407
2034-09-30,7927461.057599997,453781.6992000001,4124670.336,1564616.7360000003,6888532.580022237,3110793.9589872006,1117268.16646752,979224.4837785601,1424564.7520507197,4071122.754793143,3718247.2168751154,1251224.4073871884,641322.3832000702,1329460.09881162,2203296.093332329,8147611.100159999,474589.7568000001,4530950.60904,1857535.0272,7141823.795280383,3406851.2648595604,1300079.6917812,1072652.8689817202,1464125.7146987522,4220817.863010706,4136397.9009676296,1353510.8035458708,664903.7953406037,1415113.917638205,2271853.8062316147
2034-10-31,7804664.21952,443878.37568,4524838.130664,1629903.6259199998,6804075.2446255665,3389219.415171396,1177555.81708404,1039928.2820901719,1402498.1602477438,4021208.4695737096,4017664.289773261,1292842.9911676687,633459.4052746403,1367713.7760320997,2171812.008898713,8025026.740416,460401.69312000007,4883216.0256,1868522.28192,7044047.211524197,3649576.25605392,1328243.3334858243,1120020.3509400003,1442097.305252755,4163031.9020108003,4376919.948953407,1381261.736179847,655800.7953929028,1444071.9343196657,2238823.1649643295
2034-11-30,7909420.841279999,454647.16800000006,5908416.75432,1728708.9983999997,6914518.333867873,4371385.98425508,1320395.78951784,1264757.7609126,1421322.925178016,4086480.335315912,5015188.899423232,1464816.1228212395,643741.656883099,1547949.7321305035,2203235.7162923682,8159002.44768,476107.1135999999,6140396.159999999,1945938.0384,7173131.709395232,4544582.320785601,1451705.3378496,1326573.87412896,1466172.7398480962,4239320.840252582,5280288.181852443,1540077.6652431726,667818.5621446961,1611791.9226539019,2277565.411557488
2034-12-31,7480479.093696,387548.32924800005,4415483.016000001,1608669.8064000004,6532999.255811749,3287540.951533008,1156911.6182218848,992065.1701742787,1344242.0931371711,3861002.560184744,3909473.301215084,1240746.7257309847,608222.2307160739,1314066.7873839352,2082973.6534174068,7772146.488288001,419447.56435199996,4702514.5421279995,1876139.3836799997,6838603.542591811,3504157.0431600236,1318900.9192412833,1071272.2872117455,1396654.7239453534,4041614.6936717597,4239150.124981464,1334583.2793575625,636673.9898152977,1392756.70737352,2170239.356471867
2035-01-31,7032235.033151999,335472.94800000003,4956015.058128001,1785324.4819199995,6209382.637438443,3646852.161525432,1283779.276340832,1059791.7793889523,1263692.6354574142,3669745.1387261203,4337114.202871291,1279687.165371517,578093.5235455191,1337891.831443539,1966225.7294654,7343558.294687997,378797.70182400005,5273329.0032,2027141.1475200003,6524728.020973407,3889815.744501504,1434570.8364990146,1147892.4304448832,1319637.425555433,3856114.2603952847,4680918.174215065,1378406.6126624884,607452.1787526244,1423102.853121851,2058081.848105953
2035-02-28,7202489.728896001,367613.21318400005,4741827.404832,1643286.5971199996,6313678.04810615,3509461.389429072,1195709.5828931904,1034055.3233560033,1294287.4042826116,3731383.7264307346,4140346.709737659,1258216.2646006886,587803.4262786827,1326857.9102083417,2008355.390661235,7600041.025919998,419789.720448,5118056.108928001,1900301.67936,6703498.604472768,3797885.4847718407,1358757.4367783812,1136897.7731040383,1365727.372357824,3961767.6752434056,4535066.517707391,1373168.8864321955,624095.7200764146,1428981.201768451,2124123.27179191
2035-03-31,7662942.977759999,425583.618048,5554418.257872,1768985.9740800003,6722439.962024304,4108686.9976103758,1317611.5406792932,1197904.4053722864,1377030.8531034722,3972962.017556363,4778153.463606056,1408249.3015648362,625859.1604644627,1480857.7997828284,2137358.9914453337,8013503.540447999,469792.69920000003,5823491.172264,1889413.5340800001,7039790.816032193,4317951.6483077165,1400833.141384968,1270725.60597318,1440026.5862185052,4160516.3722750265,5035058.25793218,1488081.0764754782,655404.5249725973,1557841.9482543766,2236304.9618547503
2035-04-30,8774321.008319998,519446.13119999995,7438196.893680001,2229010.3583999993,7747974.868783967,5480266.00326012,1688139.9892965597,1568021.01058692,1576745.4851951038,4579053.147451324,6314951.30831635,1767000.036371843,721336.4602837873,1840791.732027691,2453357.7998624966,9045568.727999998,551276.6688,7553250.531360002,2206740.4128,7964836.792667998,5575349.936330641,1685067.3121953602,1600888.2953781602,1625488.7004216001,4707218.544466788,6397316.709017995,1802520.8515929126,741526.3053973909,1883091.8464021531,2526506.464847894
2035-05-31,8665000.341984,490862.3327999999,6295075.232256,2247117.336,7662842.438388681,4660259.472857663,1622307.4867915201,1378766.4237207358,1557100.5614545245,4528739.88108771,5527025.2556993095,1630147.7466448848,713410.6310139863,1690496.050974832,2424146.581489776,8902112.478335999,522095.9587200001,6460451.520264,2212557.1372800004,7848662.469601764,4790637.597171636,1615954.4923712402,1418200.038786636,1599709.6123569787,4638559.519534642,5638165.380151166,1667353.9158843947,730710.4759199242,1735182.3668818683,2487643.7979629263
2035-06-30,9050643.967680002,563019.2064,6786074.434320001,2063233.0368,7933336.398745634,5038430.41382148,1559454.9742519201,1479442.0340214001,1626400.720992096,4688601.811658668,5812055.637566848,1704967.5247408003,738593.6187232183,1788010.443468857,2523647.2783988756,9282546.604799999,575162.9856000002,6864602.197680001,2088547.0271999997,8129763.897534719,5099174.606918521,1578490.5047176802,1499620.3159410001,1668073.6248825595,4804690.4634430185,5882323.863036216,1733909.232990646,756881.0188604824,1820641.5683957739,2587496.0687152618
2035-07-31,8545653.168192,536177.6467199998,5734637.8704,1830359.6352000001,7461425.401947819,4283954.665290721,1366356.187464192,1287934.826690016,1535653.8743241022,4409702.412551163,4975707.473534384,1523141.8209581377,694658.7049213421,1603611.8366792763,2379358.3499723263,8658874.54656,539169.15168,5830505.901864001,1914652.36512,7575202.353456864,4352982.246920196,1417475.4377187602,1310014.413373212,1555999.756016832,4476944.590893006,5080342.444801122,1552049.211545456,705251.339106834,1629256.1750512125,2412656.5227475776
2035-08-31,7817663.1375359995,457815.4300800001,5023239.369336,1647183.59136,6819027.128918726,3747381.6033755634,1219688.163124344,1124948.109055572,1404834.065815219,4030045.033190966,4373058.62556174,1354443.1665577085,634851.4257023332,1431916.9638271672,2175859.587381085,7915150.897919999,469546.82208000007,5243130.7128,1856209.94496,6950900.392527167,3907820.39596488,1345465.425665664,1179229.906683216,1422352.6163562238,4107982.131983556,4622110.432027015,1415486.2301462064,647128.8265442792,1479056.2720721795,2208562.093984823
2035-09-30,8217667.987199999,499187.5776,5369271.44904,1685526.2784,7156519.262887679,4009788.0936363605,1264203.0725075998,1202451.6510558,1476714.93729984,4229502.884366618,4644907.365297361,1433415.8901735172,666271.943374843,1517491.2553813837,2285834.0449316,8415193.5504,516268.0800000001,5699112.0479999995,1965775.1328000005,7388112.312473759,4250224.874592001,1435167.8061580802,1281316.2074553599,1512210.28100688,4366374.376671991,5003409.444036359,1523223.0608236934,687833.2562913069,1590728.6520165945,2347861.2840075153
2035-10-31,7842447.551231999,465224.15232,5518928.848536,1693403.13312,6850833.425835435,4100797.9015214043,1276752.267662904,1208107.2327854764,1409287.8249563905,4048842.5546687418,4736763.126189893,1418011.6051490621,637812.591945279,1496749.885859971,2183969.0738419583,8026357.905215999,487638.8784,5864609.058408,1964339.6313600002,7068949.244879559,4354737.753551653,1444014.6860356564,1291568.14540278,1442336.5155673148,4177749.0037238174,5104217.052636015,1509368.126196711,658119.1746982867,1571462.5161570786,2242016.4573929394
2035-11-30,7275361.343039999,403210.22399999993,5060496.50064,1487162.3328,6334628.604859295,3750032.4098061607,1134932.9174740803,1090962.2008908002,1307382.4333442878,3743765.5054718433,4304190.072057788,1288125.1903343536,589753.9231124003,1371023.032550764,2023570.8515984148,7490317.847039999,432269.3952,5349133.727999999,1777569.4944,6583037.622146496,3966551.7616512,1309094.85354336,1170498.29950944,1346010.1171130878,3890575.2346885777,4644011.568262376,1379941.119187619,612880.8026218388,1443996.020940369,2090641.204072006
2035-12-31,7202295.648575999,385490.7823680001,5914586.0538719995,1510162.00416,6280437.460301222,4345765.301217096,1201953.314284013,1214328.1423242383,1294252.5280491072,3711738.5390380216,4892748.480763066,1373153.9560274282,584708.7275540438,1463483.4408199592,2004369.195535133,7507969.146719998,426539.539008,6266829.073607999,1833806.46816,6611484.810733488,4612419.63066402,1398382.740538517,1312215.2567718262,1349182.0556655838,3907387.5231434912,5296076.391457858,1485444.2449863635,615529.2358792876,1555887.6369626196,2097105.7474864598
2036-01-31,8293282.508447997,463710.32064000005,7012011.693600001,1852518.84192,7260013.260893634,5155004.68552584,1458248.3008853763,1447430.726000016,1490302.866768105,4290667.837188137,5831138.882942944,1624865.160575145,675907.2345891972,1719097.675549565,2311342.872358821,8652696.441983998,506419.5513599999,7301863.394136,2062201.1356800003,7606802.794999158,5378299.363471645,1590163.5677880244,1528784.6491261797,1554889.5506245242,4495620.451844502,6141505.130051401,1718805.7021185358,708193.3402144219,1803344.4436116046,2415335.0286672506
2036-02-29,8241508.368575998,433762.45632000006,7432938.989928,1995746.4806399997,7253155.7118345,5439407.421198851,1560475.8647116558,1506136.2177069718,1480999.0538331068,4286615.02569419,6171146.554389201,1676150.1149965425,675268.7967717921,1765107.9009455522,2301486.994746752,8604350.743967999,483766.46496,7766211.295152,2225003.86944,7607620.636535203,5696541.042585049,1705902.3244893597,1599335.606912328,1546201.8286910495,4496103.796192305,6523100.67117879,1780088.9971227143,708269.4812614273,1857384.964339632,2406990.410623129
