,Papallacta_BAU,Mica_BAU,Orientales_BAU,Occidentales_BAU,Bellavista_BAU,Puengasi_BAU,El Placer_BAU,El Troje_BAU,Paluguillo_BAU,Norte_BAU,Centro_BAU,Sur_BAU,Parroquias Norte_BAU,Parroquias Sur_BAU,Parroquiales Orientales_BAU,Papallacta_BASE,Mica_BASE,Orientales_BASE,Occidentales_BASE,Bellavista_BASE,Puengasi_BASE,El Placer_BASE,El Troje_BASE,Paluguillo_BASE,Norte_BASE,Centro_BASE,Sur_BASE,Parroquias Norte_BASE,Parroquias Sur_BASE,Parroquiales Orientales_BASE
2029-05-31,6554244.3140159985,335322.60940799996,5665189.817592,1775226.1104000004,5814968.601496117,4147818.9573071157,1324506.3620141807,1167877.2988115784,1177797.7032286746,3436646.443484205,4818909.053731096,1328187.439383702,541373.5767992885,1381643.5752739115,1835865.7949451923,6808177.873727998,355591.6692479999,5867809.438392,1768212.98784,6021425.966147826,4299756.3568429565,1334764.7572741488,1209155.0807483788,1223429.5639089213,3558662.745993365,4963272.10769242,1370237.6133028152,560594.7574483625,1431064.6188265737,1904754.0546252753
2029-06-30,6932032.047359999,398572.92864000006,6213255.56928,1787612.9760000003,6127794.900166463,4562446.424261761,1369245.6379952643,1286113.3872145922,1245686.1589105919,3621526.785998379,5226940.594170477,1431804.5623417583,570497.7052054977,1492947.0291894106,1939028.054243215,7140749.918399999,405483.38207999995,6318464.790960001,1783470.9600000002,6297893.3916561585,4639772.420944921,1374161.5218898081,1305611.9626620237,1283192.7603364799,3722054.994468789,5300155.440020574,1456605.2243637815,586333.8747631884,1524193.4819722916,1995697.929486875
2029-07-31,6974275.367807998,394386.391584,6458782.267728001,1975929.3360000001,6209226.814061778,4734096.172901496,1485051.8120544385,1334537.7881743154,1253277.2835950975,3669653.04711051,5477627.568901951,1484290.21487708,578079.0163891515,1533948.9263322488,1956086.604661302,7096836.273408,394238.65104,6532135.488000002,1987473.24,6312583.16070722,4785856.1774978405,1495944.8143907043,1346512.8917128323,1275301.4783314175,3730736.6479779663,5533025.525471959,1500513.9337548614,587701.492261842,1553420.562876861,1989776.5843027276
2029-08-31,6962512.933151999,413811.942912,6046660.696535999,1882121.85792,6176271.635584444,4451353.259355036,1409221.722926923,1275046.5081405095,1251163.5740874142,3650176.5366304065,5161289.860027868,1433374.3260389592,575010.8892729117,1483765.678499799,1950114.342411731,7070762.317247999,411094.33113599994,6153569.0928,1973193.8860799999,6287656.704602516,4525705.956610656,1464430.146607642,1296284.675029805,1270615.9884094654,3716005.112420086,5274119.239859682,1462130.7473867428,585380.839198494,1509365.7498297323,1982259.9381147162
2029-09-30,7010189.14176,396989.32031999994,5834064.58632,1929577.5935999998,6227154.109338624,4293861.500593799,1419932.129816592,1236827.8793046959,1259730.988774272,3680248.078619126,5029588.819741346,1413615.2741304731,579748.0475794259,1461093.1929835733,1964489.2253923225,7150796.79552,402325.00415999995,6023505.209039999,2086449.0624000002,6381420.884653248,4430014.319490119,1515774.168295056,1279489.587361848,1284998.184154944,3771419.7428300693,5231782.981484466,1464620.0349721017,594110.2843612174,1504224.3455805108,2007383.6787286308
2029-10-31,6673617.736127998,368024.668128,5892848.889336,1800522.5270399998,5919129.029820786,4322836.433949373,1354050.4811097167,1221755.5726224266,1199249.1071822012,3498205.2566240835,5000101.499463086,1374039.152933823,551070.9126763152,1427168.3610052825,1869094.799094637,6822498.394655999,379904.63097600004,6112788.504264,1998920.7215999996,6090498.233096053,4483373.735790612,1474192.2237210576,1275392.7439456247,1226002.961519683,3599484.455759767,5244504.659592881,1436583.7725063036,567025.3855012426,1478113.1282093083,1915467.3176237969
2029-11-30,7695396.938879998,485713.06560000003,7094820.456,2078259.3792,6825903.405918911,5223047.266101601,1584403.9798636802,1487219.2892395197,1382862.8299167359,4034108.9128980758,5997961.972610593,1638175.350206595,635491.6070910506,1695038.846765686,2155327.726793851,7892975.845439998,495702.8928,7244416.913040001,2246454.5183999995,7029694.843498656,5333067.75309156,1683856.78007112,1526990.0025999602,1418367.7594255682,4154549.652507705,6179844.3542617755,1691166.6069292168,654464.5899297248,1739790.9163586095,2214058.6687258147
2029-12-31,7886672.970623997,461098.34496,8017377.926400001,2352172.4870400005,7050798.031644055,5864163.637541761,1788858.4167158403,1634707.2713420163,1417235.1328211322,4167021.6367016365,6742579.293029473,1776358.4605794363,656429.2967460615,1828498.0901572446,2215467.2645247728,8023080.989951999,476124.7046400001,8099987.697072,2411626.2710400005,7177413.2320150845,5929041.367442807,1826406.513515088,1659373.2060207122,1441747.653894374,4241851.220120914,6832100.232282837,1805966.5488522376,668217.1719006043,1855965.9650660588,2254340.628575757
2030-01-31,7666356.196799999,404649.082944,8523698.216256,2418926.7859199997,6886748.75205744,6197408.167241087,1854958.828284806,1687332.4341999548,1377644.2085649602,4070068.5124659464,7095857.351786568,1808147.0104127708,641156.3088165475,1860903.224714108,2157491.3040822013,7853105.306591998,435227.9472000001,8684120.743199999,2520702.2361600003,7065155.546560539,6324002.620182,1920665.446615296,1735027.6323431518,1411203.0235945818,4175506.928017278,7264183.248750754,1859953.1300867652,657765.9813847862,1907360.292800096,2211312.9725129036
2030-02-28,8092379.917440001,473457.27744000003,9239483.90736,2712166.5715199998,7308915.687331775,6732939.110320079,2059983.756938016,1853530.459721136,1454200.6711639683,4319569.171213079,7746624.148866362,1971877.7313146435,680460.0504905883,2011199.7907469056,2282076.867393776,8306895.244031998,508868.07552,9380343.30912,2775284.4672,7500481.600681036,6847806.858631199,2104081.505451072,1898107.5749549763,1492749.0753525503,4432784.626002492,7886311.15283274,2019634.7817013492,698294.8370234044,2056827.816771184,2342311.5388410483
2030-03-31,8147008.870560002,447454.73606399994,9430593.073056,2777118.32448,7369846.476605425,6856685.634197807,2105859.0267961347,1873655.7658283233,1464017.4940396324,4355579.267673807,7895737.457614472,1995224.491060664,686132.706971965,2035840.3304265658,2298860.545026696,8400007.990080003,494485.61875200004,9671480.454384001,2864045.7964800005,7598881.931491873,7047260.456751288,2169569.825357443,1941332.7343059222,1509481.4358173765,4490939.221511696,8119545.930274532,2063093.8981878096,707455.9078218933,2100316.8383681523,2370270.172838129
2030-04-30,9105047.844479999,521590.4928000001,11479306.158720002,3270882.384,8278043.00011315,8336239.27976448,2504236.31322048,2261035.39625856,1636177.097653056,4892323.413066871,9552406.793803401,2360925.8085256545,770685.8033105346,2399813.6047597355,2574132.5985029284,9281153.145600002,546050.6784,11553757.354079999,3203135.2800000003,8405596.581157442,8399442.539743919,2474076.0074270396,2280670.5942899995,1667823.2202643203,4967707.579464048,9583522.849249644,2378169.5160224624,782561.0417057577,2425471.5894470853,2620049.2566304603
2030-05-31,9138477.849984,503150.26953600015,10041507.0792,3016128.8304000003,8242146.003556281,7312440.393298657,2274740.3077818337,2013135.7990277088,1642184.4696421246,4871108.288101762,8444853.47606365,2167374.3440691717,767343.7929310895,2215291.2135644676,2575701.808974094,9327351.573792,529114.70592,10190027.646936,3005150.8723199996,8394275.547123581,7428625.757576604,2279604.925047384,2048831.6211057957,1676125.0778104218,4961016.848350036,8552742.191321261,2201401.665747797,781507.0534372053,2253935.6748420754,2626770.100661381
2030-06-30,8761160.439359996,474702.35328000016,9068509.28232,2772593.9711999996,7872265.046074462,6612685.27810596,2081013.3258216481,1832091.8780121843,1574380.5309529917,4652508.642230008,7656864.72781296,1999144.3016789346,732907.8757895324,2049976.6749356107,2465837.875905276,8951611.47552,499221.0144,9275003.02296,2858650.9632,8049801.013134048,6769201.945463639,2141123.48572536,1882592.69456772,1608604.5821509438,4757432.398762222,7847219.307829381,2051943.1585301666,749436.4743227796,2100086.260607453,2520202.4129377105
2030-07-31,9405199.028735999,516674.3682240001,8868112.641071998,2616640.64928,8361557.885006723,6489299.919542472,1986843.81266807,1812685.885822267,1690114.265463859,4941680.710038975,7467482.772666756,2007073.2720994381,778461.0390941261,2081632.5935255578,2636473.2642785315,9624169.263744,537458.9932799999,9070931.2536,2742487.416,8572364.502219707,6641601.40425528,2067697.7037521282,1863392.771573424,1729463.216694797,5066267.420811845,7671506.614565332,2065077.0531029943,798087.1351566544,2134811.360586705,2699773.546976257
2030-08-31,8818003.674144,471664.57939200004,7738084.4786640005,2449545.4512,7838593.257053864,5671423.279342548,1822842.8298790988,1604080.9758166776,1584595.2602436768,4632608.6149188345,6598948.956278015,1814691.8316776466,729773.0322317147,1880228.4841635388,2471759.9526424855,9007675.534368,496273.23648,8055049.013064002,2688712.10784,8053538.129426561,5906026.575743797,1971453.743105832,1682105.0130551164,1618679.2935259293,4759641.034491098,6933451.01384996,1899794.9419789866,749784.3998496128,1950939.5817175317,2530436.353107964
2030-09-30,8495122.95072,458549.78687999997,7008028.632,2349757.6415999997,7549066.081232927,5149953.56112048,1721865.9909876483,1478266.222931424,1526573.5942443842,4461498.05400866,6048196.876930155,1700139.6355735818,702818.0521627857,1758787.28169718,2380955.518585863,8733934.823040001,488664.05760000006,7438931.842320001,2646671.76,7818651.0937704975,5467441.21556868,1908773.37019656,1580641.9491942,1569488.087700288,4620822.796418363,6488935.999639267,1809862.3922756067,727916.4168300333,1851193.647983964,2454709.1898676828
2030-10-31,8203746.676607999,449678.37052800006,7059993.769872001,2297202.0768000004,7297106.616235698,5182821.172038456,1696975.7206883333,1477967.7135751348,1474213.2777864572,4312590.010195296,6056640.5283377,1679463.8093091333,679360.6259715435,1736070.8941532942,2300119.0186955254,8538542.123328,488034.47808,7580536.122672,2682396.4406400006,7667326.202415666,5567211.716915448,1936925.7801685922,1604501.4588765842,1534376.0195620412,4531389.7856276585,6601733.0661239615,1818803.8264938323,713828.0694448985,1853310.6777379531,2402598.263675659
