,Papallacta_SEMBASE-superficial,Mica_SEMBASE-superficial,Orientales_SEMBASE-superficial,Occidentales_SEMBASE-superficial,Bellavista_SEMBASE-superficial,Puengasi_SEMBASE-superficial,El Placer_SEMBASE-superficial,El Troje_SEMBASE-superficial,Paluguillo_SEMBASE-superficial,Norte_SEMBASE-superficial,Centro_SEMBASE-superficial,Sur_SEMBASE-superficial,Parroquias Norte_SEMBASE-superficial,Parroquias Sur_SEMBASE-superficial,Parroquiales Orientales_SEMBASE-superficial,Papallacta_BASE-superficial,Mica_BASE-superficial,Orientales_BASE-superficial,Occidentales_BASE-superficial,Bellavista_BASE-superficial,Puengasi_BASE-superficial,El Placer_BASE-superficial,El Troje_BASE-superficial,Paluguillo_BASE-superficial,Norte_BASE-superficial,Centro_BASE-superficial,Sur_BASE-superficial,Parroquias Norte_BASE-superficial,Parroquias Sur_BASE-superficial,Parroquiales Orientales_BASE-superficial
2021-11-30,3832810.7668024898,2158143.5423693527,5525542.034314139,2319812.00321449,3718994.8305001617,4839350.672860054,1677753.9431866456,2142293.6614658614,688756.0947944074,2197925.9448255952,5733628.080381547,1862659.5127971373,346238.4187195651,1571267.8701073057,1111452.7826581951,3830683.4886328867,2112091.00407862,5489250.665963437,1446271.6660599501,3500175.901346002,4793747.045771251,1209611.0243956158,2052496.290628245,688373.8229073299,2068603.9576954867,5299411.67669655,1726366.304580908,325866.3764153127,1513528.8429249155,1085063.758389092
2021-12-31,4730364.075677297,2684535.366848311,6682103.1084446665,2726384.6093301536,4555932.081066359,5884651.927644899,1989969.4362747648,2624534.14569608,850046.4243992101,2692555.859910218,6929917.343346893,2273061.981495513,424157.276747278,1920873.6066691799,1367690.4350275027,4728528.784963204,2754784.369772819,6713721.254139473,1781989.8728032901,4319745.234182948,5937443.090346053,1493273.556192783,2601444.5383985434,849716.6226578876,2552969.433402122,6559608.0808951985,2174770.9007031834,402168.2813024325,1893672.5057504927,1339287.350581022
2022-01-31,3768573.3613733617,2477741.3235553335,6788576.159097152,2491428.793795974,3708973.354248319,5870229.920163376,1863812.7098009256,2516003.9864805904,677212.6330387932,2192003.252360756,6810997.993261637,2128401.26707704,345305.4192805184,1795552.1193808203,1099044.4473439204,3766671.9148312006,2504166.358306181,6863138.495054195,1607901.3721376893,3487857.793946317,5934363.463081519,1400477.4918889275,2480645.2544540684,676870.9430951668,2061323.9562222734,6478861.649849673,2027738.739333749,324719.56061640213,1766663.655962483,1072421.7871057908
2022-02-28,3079747.803093724,2242953.177991979,5901713.225267916,2363323.1323052444,3112371.022134397,5141880.596311305,1728714.6976472083,2247618.060256178,553430.6802159422,1839411.274081429,6046740.828116998,1896356.4014932243,289761.74216071237,1574120.2221215963,907829.5064976108,3077746.0557799796,2214396.9022028875,5936411.704425651,1518865.9768279349,2900882.1863757465,5154015.926281674,1281333.7968593193,2179915.180415695,553070.9662236624,1714421.3721480665,5681558.884800306,1777636.020749326,270072.13155158196,1530151.3609461393,882333.9498396091
2022-03-31,4985572.559984653,2772960.0658169817,7752305.07830031,2945264.543926471,4819569.181097144,6679081.726350831,2179325.5280081304,2850340.9062934155,895907.3890292422,2848365.3860284123,7798814.720612667,2462375.3099161685,448701.8907601442,2099697.9295406146,1443599.9855521657,4984410.458172606,2893075.3849689243,7867556.799583853,2004779.1146945152,4584905.744657307,6812577.058290021,1692141.7027244614,2866577.3313322957,895698.5593336176,2709679.2950924686,7508601.445016215,2390858.5245935316,426854.7248275953,2093794.4362957503,1415495.58314423
2022-04-30,7731307.55891504,3348977.7948390623,8315926.816403269,3710194.048544158,7260882.288617665,7326984.169851643,2645313.3118210607,3292277.6219792645,1389315.968337033,4291181.432573041,8769313.49593106,2976554.3697054926,675988.1410703046,2561883.766724354,2213317.230549735,7730925.390257905,3514695.739438829,8424378.492667254,2576436.5709191966,6978830.215345874,7475444.008116147,2056869.3639900538,3318170.310843508,1389247.2926293456,4124488.657269412,8407360.377284607,2894321.175997437,649729.0930487011,2555899.210445683,2179714.50685256
2022-05-31,5597341.857740998,3027638.0572887124,7490838.940636562,3637724.367891924,5493235.094582988,6604758.809394388,2540308.2290260554,2991687.531984293,1005842.3318360574,3246501.9408985456,8035820.586809347,2648291.5919207805,511420.18730567605,2210598.3077471233,1630522.6465910147,5596626.947986089,3055993.4731973065,7540036.836160937,2483374.560990781,5205793.013060003,6651809.195378736,1931567.9619678769,2934844.854897915,1005713.8625531002,3076623.6707184613,7566209.207185361,2509542.8305807323,484659.32951588626,2165902.907886978,1596220.949495682
2022-06-30,4452905.073346723,2818241.631870441,6475336.210184711,3314799.093784281,4474664.444442371,5796532.779911334,2294398.1418088423,2703522.256043812,800187.041680406,2644526.686665441,7107064.023763119,2359803.3678575917,416591.2597775848,1931946.2144112869,1309579.3508450484,4451506.920518393,2727878.416729016,6432014.688560766,2183468.5736233057,4192382.464678422,5726753.67112021,1687109.0387186212,2571637.0172181157,799935.7936171552,2477698.036624947,6534296.876821797,2173169.285914482,390310.80746156105,1850866.2561076747,1275771.8857080543
2022-07-31,3608925.9036781327,2593190.574024656,6010366.85524247,2950540.623068695,3692167.6932582716,5370472.2970684925,2061692.912520933,2488793.0569067025,648523.9848909605,2182071.106715638,6530832.843174836,2136530.7842376614,343740.81224234507,1738194.295226353,1069169.494846955,3607066.0712858853,2424249.7554371916,5895385.180062681,1864901.6496256622,3420861.531779275,5216001.898696308,1470861.718013295,2307730.88987778,648189.7730100737,2021729.1652815514,5896235.370285454,1921134.8632975349,318482.20860865037,1633292.6290521363,1036586.4385624443
2022-08-31,3196105.1070121713,2455994.128103921,5695523.852882303,2687424.124965228,3288311.472293139,5088561.056594397,1895985.3677433499,2350250.6613595863,574340.0877300872,1943392.080125245,6139696.14954972,1997223.7416761795,306141.79807049123,1622820.3796619,949066.49730298,3193767.2454106715,2219399.8256882443,5523265.879280145,1617669.325970035,3020560.5920157633,4864297.168147277,1307154.3941859936,2125915.6235105223,573919.9740002975,1785151.3098813158,5444426.358336104,1754412.1434631823,281214.1911166675,1496772.7635856746,916822.6931267634
2022-09-30,2811004.8483210206,2251468.3965804903,5376519.713052471,2439950.489535853,2911070.571788064,4774522.727189214,1735615.3690437796,2176742.4575066892,505137.5712432874,1720442.7079267455,5724343.32215214,1837880.7179415629,271020.6702334687,1495019.259412636,836968.4689627032,2808537.9449924543,1989744.9347141795,5176168.753509874,1416871.6572549948,2654812.8679271797,4519517.653553322,1168740.2780283082,1938088.8731898994,504694.2687151441,1568994.4049449628,5020063.275367331,1589585.5341896552,247163.0780040204,1362318.3090133988,806068.6709070471
2022-10-31,5563208.544844349,3084540.1616291525,7802674.050133212,3268038.3793920884,5373382.223196815,6849737.376485352,2366519.0570351263,3044075.920344293,999708.5755085293,3175668.893909318,8108614.639590036,2650399.2360792337,500261.8849796234,2239264.4641884957,1610311.9691597396,5560571.914987067,2984866.5784353074,7693101.185758859,2035150.356964409,5064847.776803551,6729115.64949034,1700613.0814533795,2890148.708478724,999234.7731231757,2993325.0360908983,7441157.216216234,2439808.274342208,471537.32802041055,2143143.540242105,1573166.8297057322
2022-11-30,6034780.449625158,3325858.0252294764,8389076.590176208,3340885.3765372494,5778126.506717173,7368642.064896469,2453001.108652089,3265978.2316258154,1084450.0467976409,3414872.76546985,8644892.252600588,2832824.0908306204,537943.5777753688,2405636.2297860254,1740779.3521219399,6032415.671344392,3310186.1134099113,8358922.831087809,2119615.0787361814,5472701.956001208,7340544.660326735,1801796.0154852308,3169208.0689120856,1084025.0961405872,3234366.855996714,8072452.15055124,2661326.89018814,509508.5521037125,2338271.793716519,1704051.4484883528
2022-12-31,7377476.110511671,3754608.026855875,9150727.393641353,3920644.5110526634,7023072.824005105,8092611.483249638,2827611.3622836783,3648157.8333540848,1325732.457058947,4150636.038987017,9606546.449134659,3214811.8111223406,653848.0799148753,2732265.040543208,2123257.5872983863,7375523.55325718,3887782.6491876924,9202135.391295977,2610322.5831668284,6695856.923232518,8186662.432373472,2140381.208586568,3636053.0609703828,1325381.5825203154,3957251.4416304184,9112954.622899467,3091593.022522112,623384.2795529476,2703432.308754072,2084010.671907337
2023-01-31,5173291.429369646,3169344.513130789,6847740.9509749785,3509469.545182518,5113684.824918028,6211839.828306019,2436073.1522363536,2958670.138732868,929640.4698577253,3022187.7315265546,7597177.187063253,2587076.4265933763,476084.05719986843,2124164.3235911694,1511348.7702435055,5170763.636519825,3126009.025554973,6824552.199515391,2279011.485917111,4805843.459833008,6176671.041535704,1779331.8550638326,2847792.397344923,929186.2254826127,2840253.4847613066,7013766.332689149,2405559.38371573,447424.0261104529,2050991.0227249323,1474305.0426755992
2023-02-28,5967554.253304351,3288968.532432311,7023880.482344158,3501096.8585186373,5762820.301626118,6388139.419585555,2447872.411062154,3048030.662572968,1072369.4993187918,3405826.798261036,7764600.518955474,2690425.9870450343,536518.5700813916,2237633.859650637,1727220.7763514158,5964682.222974568,3224479.3859221498,6978172.6843208885,2247026.4739757725,5448829.033399826,6327890.81526996,1776278.608184869,2920951.4869232588,1071853.3954685298,3220257.958739298,7146299.824541565,2496020.960297988,507285.9830095238,2155879.0243803407,1689385.71644801
2023-03-31,10200494.678223917,3835295.605126282,7263692.552999409,3262914.594802643,9174219.863484245,6794399.433516325,2358869.311010209,3355737.4687237497,1833028.8936768381,5421963.939319189,8052746.109807565,3108585.1696178727,854119.8692903832,2729534.72887547,2871968.9177540606,10198350.055662138,3892736.2151860325,7236743.96404278,2073853.8103291546,8876979.882504184,6800260.759879367,1727910.8385575544,3300114.657194996,1832643.5050024868,5246295.110559972,7527662.022683851,2966945.643484088,826446.8270611395,2680460.546955638,2836252.601840664
2023-04-30,10293015.459028978,3865307.292371458,6570847.713231422,3834500.820232438,9392116.828685619,6317914.620641027,2618607.309409586,3304433.904659905,1849654.8779875073,5550741.0457532015,7845364.365639452,3125489.525891196,874406.0767506312,2689835.8029290736,2914032.3358711815,10292313.388048196,3955637.2839976773,6534900.5502133155,2552017.5122171263,9072844.098646672,6331676.0013387,1938766.0915906886,3258304.92147304,1849528.715832261,5362050.862300184,7286252.239577968,2981852.792636506,844681.785584005,2642552.5044385446,2875948.2165032974
2023-05-31,13346471.91376611,4297702.324954617,6144511.514140382,3386537.27356496,11784326.834577728,6204151.342608008,2370321.0576401553,3435569.510575599,2398361.00290377,6964537.159235436,7535043.658432544,3338887.8896093243,1097120.8282991862,2968486.245497301,3731643.8471528864,13345949.069318492,4394378.226310968,6094501.422375086,2195007.967400044,11487803.121833142,6210728.216013802,1738125.890815614,3396867.087089266,2398267.0477565327,6789291.645003387,7009559.399417253,3208049.720774479,1069514.4706426654,2925439.391269353,3696295.8814909835
2023-06-30,11046958.21952635,4116172.2653011195,6723951.5949943485,3375562.6006934387,9896228.350461975,6534832.478871543,2394876.658741493,3428311.0975946006,1985138.3920488856,5848670.955123027,7851113.168296061,3209331.16230927,921338.8594280097,2804306.8290876797,3105620.5264238315,11045832.675521271,4103205.6019382137,6688658.765096449,2170904.3293290823,9595947.936498167,6504277.045980858,1752268.6536756672,3333315.7533663264,1984936.1317911725,5671205.230470417,7283702.9162936965,3040494.481549273,893382.7528879794,2737856.5811556266,3069720.648911115
2023-07-31,12247361.333739284,4340889.600847029,6158656.465030474,3083241.0812662602,10807796.966227505,6232866.434511215,2211891.681481457,3439612.1817905377,2200850.8316729497,6387408.007040455,7427537.830877484,3253707.628143346,1006205.8975557806,2873135.628973903,3423613.812421056,12245558.053909741,4248637.489643845,6076597.548623359,1912034.0595296395,10515273.51219371,6134900.519863009,1580830.493011428,3298048.0556581058,2200526.7822875804,6214526.645706484,6809608.153821718,3056907.9014520436,978971.9639852343,2785040.3749456825,3388517.8949486744
2023-08-31,8952510.970726034,3916447.1418761676,5698605.14523719,2836333.5181801305,8044992.624166037,5723844.3711133925,2033835.596335119,3128859.909691373,1608766.2214394684,4754590.640882128,6823121.379872372,2841409.291758728,748988.813309858,2436706.7176035778,2519787.760386073,8949864.737603387,3659582.856419427,5556707.3506577,1696063.7810246951,7759465.9479456525,5512242.911497487,1408714.724437385,2893682.8259876883,1608290.6933473286,4585844.375235881,6108662.543021477,2585472.3503916734,722406.2797537403,2306246.5019669505,2485376.567936338
2023-09-30,8786635.585478095,4102051.4170199875,6316558.859747793,2852916.391095319,7913112.239720676,6240888.123689979,2090252.4830168318,3322445.776108645,1578958.414710414,4676649.333674919,7332466.661680276,2965045.061674636,736710.7495179949,2538424.0187183274,2475142.9368768977,8783227.975187486,3826618.9835367594,6166265.600956226,1667511.1563997897,7615745.139221569,6015305.976438761,1439869.860465907,3073116.047735075,1578346.067141191,4500905.377279947,6584284.977071982,2695744.545240538,709025.8724615279,2400541.5120075024,2439190.97049454
2023-10-31,7823924.981613161,3892147.684345255,6299772.589325731,2887608.6037003365,7132406.830444165,6138035.355522296,2099169.269873666,3211885.0559644476,1405959.3191958852,4215252.436792501,7248072.557952436,2841888.391901483,664027.0759143516,2410969.4816651037,2214213.842602453,7820446.252086363,3634900.8538420107,6176864.340725417,1743538.7179029512,6845253.253484492,5939684.176863019,1473249.1194644743,2979160.655171413,1405334.1914999196,4045544.6728093354,6544779.728519312,2587315.5633586096,637293.0778994062,2282421.507146516,2179463.845719778
2023-11-30,7454753.755558875,3605780.3794818507,7076440.868978256,3247786.086940483,6919227.446787431,6562611.268438522,2329459.6404748997,3205275.901092531,1339619.24987393,4089263.4210513723,7820947.735042127,2854375.3374503823,644180.0752959099,2426198.6488668807,2124404.1685255235,7451408.101819005,3361900.7930105557,6987512.306747591,2061635.684330645,6621725.970237567,6394061.4384872485,1683935.2336863223,2981904.9475642205,1339018.035896875,3913440.048410401,7127802.0530578615,2602478.264224944,616482.6878291175,2302605.9024387547,2088447.0433422406
2023-12-31,7414241.3583358675,3394667.469060867,5999170.574573332,2968150.0007616254,6816521.764888842,5710002.358773945,2102456.718261107,2909700.743481535,1332339.1720929553,4028564.3630493055,6868430.979027102,2625855.818675141,634618.176311151,2234101.9923479706,2105118.4113680082,7410954.907522256,3203066.349422526,5934840.493567035,1909659.1799804429,6550792.234902638,5581494.071179774,1528427.5831813137,2726363.8879535603,1331748.5968817496,3871518.2108274586,6271150.186855905,2411648.826314503,609878.7570694356,2131375.3346979385,2072949.3083199197
2024-01-31,6173845.510911276,2995689.5625087065,5040381.02955325,2763073.088611997,5748559.596916238,4859660.622726896,1915220.0357393923,2538655.1811911464,1109440.0383107562,3397398.7217774955,5951363.240383169,2288479.08741764,535190.8984729016,1917688.011560557,1761546.6212999027,6169886.724819206,2750677.405388936,4935624.063582106,1733209.9973729604,5489392.810026446,4679437.056156862,1351625.5576937126,2322996.0003328784,1108728.6444500112,3244231.15072563,5316650.347212105,2055271.8160389026,511062.47061346215,1799602.780165428,1730040.4289242204
2024-02-29,6490765.070660945,3002281.3926983867,5135834.062318777,2570735.5521094315,5960606.066134103,4929955.748762967,1819538.349623245,2543559.617276662,1166390.4831977717,3522718.1850852547,5933744.44880317,2293067.9290897753,554932.4247570849,1947476.3555304285,1842097.69378662,6486293.28432876,2748001.8998887474,5016913.613026422,1577888.949178339,5710217.267691968,4735708.291204939,1274311.0819408721,2323396.609369611,1165586.903193878,3374738.405205952,5301940.251733795,2060040.5068746137,531621.2276221222,1827421.584019003,1811545.6269620666
2024-03-31,8411623.267921725,2869868.6330323867,4584059.364288597,2461998.860649285,7508496.634240369,4482725.993289433,1720613.185754193,2381769.3613933343,1511568.7012455342,4437521.510836058,5451042.785031179,2280336.015296448,699041.0366477784,2007424.5769104937,2361551.5568114654,8408016.81496558,2719299.0008166954,4477586.084977259,1505291.617696088,7267797.953587757,4342230.68589047,1199547.3636146635,2220530.412809149,1510920.6216493149,4295268.590570365,4887568.4538926715,2089272.4319817822,676631.9894790201,1913828.530709097,2332302.744738224
2024-04-30,8342900.910393383,3090052.7021963126,5287049.561267627,2681254.7803218025,7506636.269341501,5074838.36143768,1891583.748669377,2620514.0218775095,1499219.293597691,4436422.035180828,6123736.732865035,2457479.1087276004,698867.8366756937,2145029.51642918,2349330.440013581,8340205.697175344,3053653.968180892,5221188.730955312,1745523.5924577073,7271897.263839805,5012528.833626345,1388876.3715904374,2526981.197472998,1498734.9637824097,4297691.282929325,5645543.850283539,2313007.125051459,677013.635263486,2082826.2624065697,2320949.3489779206
2024-05-31,8656356.72377544,3179476.0715547497,5959803.637715126,3156520.5961425863,7881742.2459649155,5588904.147064721,2191312.3155321567,2803451.341767755,1555547.3032624463,4658109.667365265,6834924.966192399,2641659.7444640873,733790.2030993336,2294377.170763187,2448664.467625348,8654318.697459208,3220757.586496256,5944901.483037924,2106284.1711549656,7619087.516578814,5596271.311512421,1634218.4989163673,2750718.4391843993,1555181.0699334198,4502880.722298078,6373269.438044402,2514249.751478372,709337.0477934874,2249968.595207642,2417078.951375525
2024-06-30,9219367.706499934,3200852.1761620427,5270954.559746398,2679005.2366393288,8224692.383864169,5111498.814827076,1893785.8998267613,2676147.258904196,1656720.3768580381,4860793.198863725,6158340.089970902,2542439.4217776544,765718.8609377542,2240875.4212660547,2587751.114634406,9217250.960943958,3227478.4504907047,5271187.902416421,1750562.5793160356,7992238.863837986,5123206.161344923,1401772.8853964913,2626399.1614879454,1656339.9976816294,4723413.1685282495,5755262.494721305,2427831.4409386837,744077.4382233167,2200981.0738447825,2559742.776657576
2024-07-31,8596283.177179296,3142172.044212155,4719156.158644618,2441976.277625666,7654923.681959282,4696215.407248392,1729679.8503317987,2544308.301471583,1544752.0869391195,4524059.896037935,5649394.759039589,2396410.4834797867,712673.3947904091,2098620.823365317,2411206.0286637014,8594031.424857233,3143957.2544291764,4680395.167743181,1546465.3771509957,7430543.011462466,4669604.6558056045,1251626.1336108106,2477775.5540377125,1544347.4470468445,4391450.919774318,5223816.5647966135,2273410.7167718667,691783.5543671557,2050166.6415684407,2384133.978358306
2024-08-31,7278775.456343059,2855982.2478442746,4439225.704383845,2242271.1814894425,6525072.3852558015,4374381.26458768,1593944.7834125482,2337140.6417077645,1307995.9495048479,3856317.7796861785,5247782.81224088,2167581.897747802,607484.2390673151,1881770.1409812444,2046810.7707407756,7276011.956680018,2733520.848584051,4353836.143144163,1367051.0669262942,6305314.39341313,4260966.522992537,1118654.356977146,2199515.5184559594,1307499.348615399,3726440.8065071595,4746976.478680824,1999387.6937303285,587024.7700267624,1801025.7123966408,2020198.998426405
2024-09-30,5742225.33443163,2762921.6313240677,4460746.323136102,2555045.4842054513,5342979.354525547,4349243.804474641,1757726.325081457,2313000.3791165017,1031877.892597364,3157700.798524598,5362983.391148607,2093946.4325351203,497431.3779063285,1750709.5577566996,1637955.993489946,5739158.588430997,2602007.807022959,4358728.332466797,1572041.0690972141,5096188.332325233,4207411.951232246,1222568.866469493,2145199.725413304,1031326.7983410502,3011847.3044042117,4786470.9694984965,1896323.4288398926,474455.1337394791,1654086.3409683977,1608077.0426614687
2024-10-31,5479512.4592929445,2700276.605069603,5006456.059033964,2535625.7902007713,5122755.274239177,4707631.114005169,1780371.5928761284,2362493.9357941044,984668.3889349422,3027548.3670753534,5702199.961064603,2114007.057276358,476928.51603166736,1778629.4915079742,1565897.8756351217,5476366.856371346,2530005.804870458,4908287.897871994,1559938.596162201,4877717.926685173,4564462.916257908,1248975.3345587298,2190867.026080581,984103.1240899308,2882731.294670937,5127654.9380814275,1914543.6812204942,454115.5389743896,1680729.7834748232,1536213.6671610528
2024-11-30,5134705.213120667,2523905.9674788,5059161.51126918,2806373.916426488,4907328.722469617,4668410.844613736,1920519.3145425045,2296448.9377386724,922706.5267977839,2900231.2749795434,5784954.732450887,2075758.1837241899,456872.3040619214,1730091.4563227738,1480075.3171910443,5131917.16833744,2326227.0012517236,4970608.133957456,1809406.7439016246,4657296.4621794205,4520154.051683566,1377347.153143582,2110424.7491266676,922205.5151502378,2752462.209148037,5195965.911991278,1865066.8368346032,433594.30062890396,1626202.8269215066,1449859.648424619
2024-12-31,5168658.814157837,2446935.6575796423,5234973.142157103,2959255.238570394,4973158.288512753,4759255.132494768,2010055.8313138918,2293467.9809662774,928807.9889041634,2939136.5485110376,5941370.461590151,2090445.2534318145,463001.0366605373,1744149.5453893791,1493831.2433223422,5165841.74961465,2266349.8735111603,5170811.125406739,1932678.5443031637,4715744.268768388,4635640.73026695,1453428.9279586456,2118141.28723573,928301.7624057527,2787004.862842117,5363088.442369734,1884332.3852625058,439035.7914223368,1645509.137995322,1462732.816086231
2025-01-31,4471804.905381339,2338295.8070265725,5130532.754366011,2729607.3886079816,4344740.277991243,4638372.623305607,1876944.7749852554,2204536.740727123,803583.3414970264,2567741.5042928243,5721494.185036335,1972329.588828891,404495.3198809847,1638058.9764659852,1297431.5519858196,4468389.34400005,2116412.81386083,5044911.790368499,1728243.317454618,4093100.8875331134,4481695.134704015,1330657.4461099193,2005934.1332587213,802969.5651168089,2419022.62453207,5122364.016799954,1752988.5895611823,381067.69262933277,1528851.3791715566,1266915.2219516905
2025-02-28,6316923.346539373,2589037.5745052765,5913816.020266221,3282218.605711869,5994876.77534703,5300458.806866122,2231404.7495485395,2494575.1339981453,1135151.125373125,3542972.174230095,6610925.590049741,2319629.4085672474,558123.0277848084,1968152.9961161115,1815817.1971138278,6313588.610920552,2434671.4658939433,5848161.086185644,2116375.3213924235,5702430.569459778,5187155.887855182,1601767.7295759302,2323237.9680761914,1134551.8733824233,3370136.466550729,5980490.84691839,2103812.524393189,530896.2860167053,1868287.448899339,1780463.0500744686
2025-03-31,6655512.863895597,2555722.7389313783,6573820.908958233,3851866.335938002,6414043.781588595,5752310.279505744,2575509.051930106,2617503.742934148,1195995.661642039,3790699.874918859,7303829.361857683,2474089.515901287,597147.476065898,2095354.4293331332,1924778.790048453,6652621.213991414,2426132.9560392015,6531457.283520238,2542482.3811255638,6086291.005061262,5666203.207250041,1872145.0475817744,2452907.9408890945,1195476.032154257,3596997.983991206,6635723.857849669,2250228.8127455707,566633.6925712036,1996753.5640945449,1885304.0609460762
2025-04-30,10095333.790415606,3324233.9648819207,6792840.237306595,3594167.687831536,9170314.845187893,6240197.051433422,2483698.8564240225,3037502.515315503,1814131.4821376847,5419656.073506043,7662540.934575011,2919858.0663039805,853756.3120869928,2567183.1341223707,2853141.9962860285,10093341.16448294,3403343.805877403,6786676.074113139,2359148.3099825187,8861778.775790218,6270136.186208786,1830551.6988647538,2993306.4394025044,1813773.4072575842,5237311.25649202,7140318.371654755,2781817.5652325926,825031.6040260695,2523160.3038932076,2816109.1162736523
2025-05-31,8692262.906161314,2934358.8616799,5520263.702887917,3111519.611734512,7899998.980277688,5172110.87262855,2129012.996833278,2604007.765190748,1561999.6442371884,4668899.397344113,6410199.277444717,2505730.704785556,735489.9050638527,2188317.6431095265,2457104.933060293,8690523.64810086,2947555.586811097,5491276.620269172,1996385.2254695257,7621462.067607073,5157352.279102781,1535410.1525954863,2529887.3537463495,1561687.0995637248,4504284.08195578,5898090.75940693,2358488.189190362,709558.1184942186,2132804.9881752264,2423683.194484553
2025-06-30,10344514.77661189,3249584.4282648894,5705678.371199595,3017522.594388378,9231322.0300496,5439756.618905343,2103783.6795810633,2791756.9245952982,1858909.305357157,5455711.319759314,6628108.746017918,2713879.7519253655,859436.0809976179,2413913.504005067,2903906.361388448,10343110.531389404,3335111.1539114136,5697986.803757835,1878163.4061249632,8947039.931108225,5471398.362075508,1501599.6845090752,2757272.2451042337,1858656.962490676,5287700.599284962,6150241.831508136,2590664.4355319524,832969.4175861758,2375896.614938868,2869860.018260958
2025-07-31,9062209.924607702,3009874.2347446196,5394701.8683146555,2846948.440750466,8137572.604712346,5116137.350726097,1983365.8951362849,2606263.9672945775,1628479.123452004,4809305.409384995,6237776.144000742,2503568.359732369,757608.0094987192,2208115.842985321,2549950.54695861,9060438.655662702,3008569.6580475657,5352663.510093077,1704437.9642810617,7852206.487901695,5085871.716644378,1373793.7742734293,2520634.663146807,1628160.8264225875,4640654.034349902,5698391.458926904,2346268.867914951,731040.4240236477,2146470.029861422,2515711.22644634
2025-08-31,7752848.333671279,2724668.26576557,5040512.737051779,2700155.5771811684,7027549.009706603,4742265.941936457,1870945.1524064837,2391849.9674293315,1393186.8455607288,4153281.4647366013,5809269.79312368,2274570.709404288,654264.8128036847,1985953.650888468,2189335.2350854757,7750362.261674321,2608050.7815773063,4959542.122448907,1569069.4420641302,6744435.774699712,4634506.523323917,1260285.8549806885,2240397.8874190613,1392740.0984228754,3985961.5428475295,5199738.389048855,2074794.7475777536,627906.9706245431,1894470.4294413936,2155238.967249304
2025-09-30,7624623.231806714,2724142.195133379,4695111.098225975,2652665.2589359884,6910615.904603918,4498011.632486971,1823250.8424304407,2335291.62306772,1370144.7947556667,4084173.9996209154,5550965.925526646,2223660.8476840807,643378.3407186248,1931798.4587580415,2153041.928121487,7621618.54561774,2565363.218995021,4584358.966392945,1558782.0354952798,6636322.381372563,4350934.565190956,1228723.5369487847,2159655.4077274245,1369604.8526475078,3922066.5273911837,4919867.073347054,2011062.8014527322,617841.6137057855,1829164.0541365144,2119903.766462781
2025-10-31,6740753.5813294,2870653.242731615,4762212.849061847,2732767.8690952444,6205836.6768021425,4608931.55858635,1876030.0454990424,2428130.2999661197,1211313.4185648928,3667649.4759900663,5694422.707682989,2242881.280122669,577763.3946102795,1902608.7941000464,1914907.2296912814,6737413.885744491,2721517.663997948,4645364.51734693,1634710.4114576194,5930231.182169126,4461727.938848717,1279276.2514790096,2256342.046410014,1210713.275268285,3504766.628661954,5061339.429935551,2032375.71372286,552104.5230599457,1801168.228045123,1881554.5771381021
2025-11-30,6652916.929166057,2845665.1756396974,5797347.9629737185,2690148.74416353,6123228.553147887,5329422.189480741,1919676.7891616942,2570956.880391853,1195529.1721711406,3618828.0749104014,6374794.125372497,2335370.961973969,570072.5782980684,2010476.2713948402,1889747.5715679813,6649509.422136366,2687986.4674006016,5729553.010700912,1641690.0558204595,5859892.75408099,5213171.335678354,1352110.7916845693,2405613.778536692,1194916.843157905,3463196.617661865,5793896.391705923,2133816.0740221078,545556.0154049402,1915387.7087128935,1857841.944956766
2025-12-31,8021644.264736896,3362409.112793193,7466220.0423895735,3017977.7061612923,7326913.592638861,6732488.810344082,2222984.867920592,3121354.556426742,1441489.47437322,4330205.933249568,7883224.284648661,2813456.4117480298,682135.6554746779,2454193.155442935,2271865.3484132183,8018368.484218134,3311787.6134085692,7483855.356320082,1915456.7690481734,7050251.327318919,6723003.739652754,1636552.371499974,3021701.6043589674,1440900.8166139987,4166698.534445481,7381853.809251498,2650834.782153629,656378.3985733914,2390473.288981901,2238398.206322042
2026-01-31,7453004.085355872,3374422.9890229036,6538131.606739914,3043919.3725316287,6867132.013657389,6082002.345903179,2176918.4950494613,2986992.0701557426,1339304.8341384502,4058475.020071517,7263360.890918971,2689273.0937345596,639329.990471503,2300524.296165974,2117904.503756196,7449141.438620393,3270789.57415537,6520252.999791292,1907026.7263531922,6581447.207023628,6024446.024748901,1567797.0012762446,2851652.729659321,1338610.7165200845,3889635.2993509644,6699973.45808335,2499930.2104520886,612732.7349738999,2219025.2882832475,2083262.1061576756
2026-02-28,6295320.666862856,3237835.3276306423,7361132.004217617,3204028.2152972254,5957734.426262215,6604241.37550763,2309970.1620564903,3052504.3163065156,1131269.1238352552,3521021.045920969,7841759.166086997,2687848.407262289,554665.0750850122,2279000.769765066,1807628.830913295,6291494.505651701,3130368.4190432397,7352612.411441531,2068403.8161283203,5672394.693491716,6551635.378338686,1701976.8470930846,2916673.0620572264,1130581.5626656106,3352385.2638536054,7283742.58698952,2498364.454405644,528099.9459640788,2197823.1143518663,1773033.8334983392
