,Papallacta_BAU-superficial,Mica_BAU-superficial,Orientales_BAU-superficial,Occidentales_BAU-superficial,Bellavista_BAU-superficial,Puengasi_BAU-superficial,El Placer_BAU-superficial,El Troje_BAU-superficial,Paluguillo_BAU-superficial,Norte_BAU-superficial,Centro_BAU-superficial,Sur_BAU-superficial,Parroquias Norte_BAU-superficial,Parroquias Sur_BAU-superficial,Parroquiales Orientales_BAU-superficial,Papallacta_BASE-superficial,Mica_BASE-superficial,Orientales_BASE-superficial,Occidentales_BASE-superficial,Bellavista_BASE-superficial,Puengasi_BASE-superficial,El Placer_BASE-superficial,El Troje_BASE-superficial,Paluguillo_BASE-superficial,Norte_BASE-superficial,Centro_BASE-superficial,Sur_BASE-superficial,Parroquias Norte_BASE-superficial,Parroquias Sur_BASE-superficial,Parroquiales Orientales_BASE-superficial
2032-03-31,10185140.657450398,2166618.4181179716,8188902.2880367115,3054383.474617705,9109811.118486082,6724688.550752078,2241343.11065838,2606040.6101663015,1830269.7761438363,5383898.371025273,7891685.635750273,2604420.910551812,848123.4151310541,2455642.1262892475,2861629.6834669616,10682756.259928403,2627089.8523648875,8222824.057332074,2969467.5076873847,9496704.533175614,6948268.647505291,2216914.060139187,2847529.7549520545,1919691.2999091342,5612552.379106786,8070899.477228211,2783235.4882035535,884143.1920386493,2599724.899230081,2994522.2051162864
2032-04-30,10038969.64446872,2485776.8578671697,8122891.7968179695,3524535.0685244435,9106798.176028227,6816407.3223373145,2499548.1936869733,2796020.921885745,1804002.8451110288,5382117.722032681,8190648.558570058,2761842.2342013298,847842.9101882278,2529923.3717198805,2835747.8677241434,10477069.577785615,2818325.1652800995,8096802.448816959,3218329.843297461,9389904.312885843,6942134.889238105,2348561.9780761157,2945833.8080322146,1882729.4031280752,5549433.448915534,8176069.652618296,2857280.6467760615,874200.091529672,2622495.6880125906,2945907.783821678
2032-05-31,10292389.178119903,2129042.6857038857,6857147.633141985,2858028.2379821576,9148949.904279072,5767514.807067447,2048988.005043279,2368369.3457797724,1849542.3353081467,5407029.393428933,6874872.146872932,2427602.0477506826,851767.2360883816,2288474.000760002,2885010.430837708,10741650.205428949,2519749.575996726,7311092.503973566,2821048.3586288765,9508109.52055047,6257598.295251905,2074521.7540235466,2640943.048656825,1930274.5419155823,5619292.726645328,7334173.851234842,2631370.4298940846,885204.9963632489,2465175.8126058886,3006161.994372822
2032-06-30,10786095.428949267,2272062.1348668677,5901578.117390982,2176619.7860018117,9384409.659016952,5154403.8754015155,1630715.0375841374,2250076.2908308394,1938261.348582183,5546186.108479019,5975560.411373181,2310525.613045884,873688.5392544784,2214626.3705841578,2999214.8608744233,11246154.829066196,2622262.7603785736,6792418.251083992,2413009.497308175,9820355.204432456,5935594.401014953,1828209.2670320119,2587195.7134135184,2020934.0227831951,5803829.92581958,6839469.926807165,2584483.4084275896,914275.0695326615,2448505.19073291,3131381.82374545
2032-07-31,11617296.641731238,2409543.2525224565,5751078.921799171,1631898.6645489275,9930548.33469585,5107674.258219599,1337144.1950850321,2261839.894926992,2087628.2065191036,5868954.065805247,5687065.87826236,2315392.452965259,924534.0499601837,2269999.2053661216,3209290.5252699503,12007982.0184351,2634087.4840617157,6797147.32182037,2036629.3131842746,10351446.841241231,5944061.507206844,1629095.3122613672,2568281.7468348364,2157834.368712787,6117705.0831735665,6679679.160494274,2581337.604270124,963719.7009195584,2496770.6196027924,3327554.685501798
2032-08-31,11247268.422341047,2419070.684038361,5145532.889361129,1270214.618213138,9537283.71210339,4683986.127864267,1106075.3559714092,2149050.408455546,2021134.1354946864,5636534.673853104,5114329.543327906,2184562.515938753,887921.1135968255,2151565.3422493134,3097919.0728292796,11585707.767344372,2634616.1809336795,6357424.688570722,1802997.3663452538,9947166.643982446,5633626.656909965,1476452.6148785017,2485011.796698454,2081951.6857917837,5878775.4865936255,6274040.478088744,2479446.203293115,926081.2145547658,2397952.7727069557,3205750.5670533897
2032-09-30,8794748.692536367,1873074.3909900615,4543897.856361274,996133.5604994152,7458353.642794672,4022241.584013432,899510.1777234236,1750785.2113403399,1580416.3400487853,4407887.002891651,4349508.935534136,1758352.5678441096,694372.724144184,1740188.7767457769,2422488.8057536916,9080090.619571099,2268115.27618483,5900128.825956826,1568908.8862207227,7834640.157212194,5151668.987764622,1307707.3057340314,2206028.8274857206,1631692.2843369264,4630272.332912406,5701629.064138366,2133068.182591527,729404.9986364553,2041278.6144386828,2517054.1073827213
2032-10-31,8053482.610617338,1878041.1483060094,5832401.21371582,1477225.4306771234,6970140.911968418,4934722.295280882,1238969.9551712193,1984233.0091721963,1447210.8251279353,4119353.2789733354,5450035.14592535,1921900.8779636086,648920.1189042599,1856041.772114263,2235004.51320986,8428175.456103886,2315843.3554509627,6729258.508777023,1852669.8290551056,7370649.508979769,5758139.23103896,1514220.0678352567,2377890.0346494755,1514543.1294618684,4356053.859807044,6417023.556025741,2240485.5712209586,686207.4692860167,2109889.917020158,2348051.7855157927
2032-11-30,7074497.490620501,1440795.6407101208,6547757.078547451,2043200.342750456,6308115.777733237,5250575.2862416115,1568523.8173328273,1903018.9229893715,1271287.1990645041,3728096.424640343,6009208.229196495,1869221.3038357587,587285.5789069643,1789569.92782227,1985344.737303461,7511877.798600568,1961080.6350385074,7045001.567697821,2245034.9848826537,6716879.8008159455,5827422.062867704,1728902.51583658,2266777.842006301,1349884.4404085225,3969675.962282224,6659361.43552665,2153493.73885371,625341.5094559647,2011070.8513502318,2110319.719061977
2032-12-31,6725176.978205319,1174248.504133346,4887605.933402619,1739279.901203936,5946183.659879717,3962130.3184907557,1288513.3062163277,1487155.903463326,1208514.3029834956,3514194.5429889136,4622762.660414465,1538278.6949239976,553589.6987348017,1488952.592409538,1881314.5853687613,7266603.744305417,1747026.3360713662,5480723.899937892,1983461.7564333493,6450778.656429699,4629467.351993059,1479719.3484141768,1896141.3888137618,1305808.6928516834,3812410.185949951,5379670.244612713,1862427.4667569413,600567.492913605,1744309.2538558908,2035851.889093472
2033-01-31,6805101.9681510525,1178922.419893843,4787944.85859848,1459217.8217364063,5942118.732388544,3893745.9116238067,1133481.7899708499,1455075.2085283403,1222876.823676744,3511792.1708416296,4431364.041915209,1496275.5322334203,553211.2539853735,1471055.9817590558,1894787.3268476906,7416101.190728116,1694560.7733856437,5300712.561995303,1682778.854871152,6498631.911713463,4479545.520312358,1306222.0533645279,1820266.340242099,1332673.3839738425,3840691.4598226566,5099905.603699947,1793180.7132338246,605022.6309805234,1708923.4210935426,2067646.0615101138
2033-02-28,9229430.703238983,2135923.8452488375,6907270.427904803,2099871.5701686246,8089028.318772546,5805909.544230116,1649864.9149248472,2327595.945385811,1658528.6973720454,4780615.736394574,6573711.047809517,2275197.128460468,753088.536477724,2169932.51373217,2573377.802338472,9793602.41440532,2371859.5310273767,6948917.318484377,2112096.708628917,8554630.651665207,5937611.19220958,1668525.7548485,2458883.5936843534,1759910.3538686358,5055786.715134136,6707057.736070204,2394074.9849694055,796436.1136700307,2275188.1651018383,2727250.4753371472
2033-03-31,7710578.707546077,1733876.5953189582,5650068.531111674,1871792.2992914992,6787043.868690966,4743408.9213011665,1430891.7961482643,1907549.9643056765,1385590.9937460301,4011142.9263963606,5440426.084953078,1886001.953204705,631873.7841751289,1793039.4377393434,2153358.284610374,8135493.323097282,2012860.81242627,5816624.095942929,1918015.208919261,7146917.755023897,4982020.085970468,1477454.1622716032,2082981.658753726,1461948.1501605818,4223828.393219123,5692736.968195298,2029974.8625298063,665378.0429927248,1912772.5006514003,2270343.538583379
2033-04-30,7698362.679364506,1583539.0499239126,5701195.625055138,1970661.5310376105,6801596.951273804,4714358.887243471,1480695.9706646078,1843142.8080782408,1383395.7734818016,4019743.7982028183,5456333.193206919,1852175.1749473088,633228.6761635911,1769423.0280321976,2152955.5505987224,8110977.921405269,1855227.6678651713,5821318.5285513345,1908543.2075023856,7124463.784824524,4917002.73444107,1466407.631341747,2000168.0202515512,1457542.7324765269,4210558.096831293,5625365.857092389,1973504.4060698769,663287.5783671631,1875659.937005031,2263393.017163077
2033-05-31,9813932.623558708,2117902.7777727284,7214918.362327071,2678413.997516749,8712029.236438697,6015450.677148554,1976403.2690210915,2405090.2907995065,1763563.6924534999,5148809.27873527,7035370.582576745,2411792.3421154493,811089.9219124427,2279683.6400362146,2749515.1161696278,10286569.065794304,2278412.7939776015,7073024.340618632,2453612.341766891,9043680.643973822,5984783.642836355,1854224.4498911086,2452261.851237769,1848496.4611232367,5344815.260588529,6905281.356643476,2448188.5499199126,841966.6679539628,2327027.8223853577,2871477.639841937
2033-06-30,9371978.25619134,1873060.1523406878,5466635.457288519,2092755.4731099252,8204134.707319094,4674149.526614027,1541903.4486012962,1967755.8717971733,1684144.4926375838,4848643.612025586,5471855.03562636,2036132.493915198,763804.9412514077,1951851.3728496365,2611954.820196181,9781983.991575923,2082234.4548287315,5749280.258079985,2096761.5108332331,8541293.910135157,4964515.138501765,1570790.856817361,2121400.9117584676,1757822.5232861934,5047904.700889878,5755547.539892469,2162105.2451315266,795194.4630335832,2066472.4361412686,2723635.9917922644
2033-07-31,11919160.029940993,2217531.2402687804,5775568.284806723,1615625.8790899508,10174002.339502472,5041738.785872467,1322393.8456318881,2163521.1557446364,2141873.0573803964,6012835.38264596,5615761.458552063,2266467.91823749,947199.6178076802,2254475.464175101,3290946.9280233756,12285895.076231819,2303231.139533131,6301049.191694277,1828341.724635185,10527548.29157431,5450141.952919617,1472960.0561091532,2303857.0605740286,2207775.3451988576,6221781.040320417,6107179.747898131,2401463.259500775,980114.7459455683,2377039.789611799,3397020.7947979164
2033-08-31,10649129.89274005,1945189.5745843616,4889629.564239378,1291788.9298919293,9052231.14813571,4297762.967717442,1081897.1242819962,1862084.7159107772,1913648.641725387,5349868.608548206,4748955.968317781,1963141.220659869,842762.7198914348,1966635.9102342578,2935802.668677895,10846973.271392884,2076956.7254104635,5623338.540017185,1650425.688686204,9303564.168853546,4873249.418987577,1325344.0530513194,2068630.5569262018,1949201.0968693013,5498406.423792447,5467712.707513135,2146522.8220990854,866161.8241202651,2117274.5125140613,3000232.485504587
2033-09-30,10340015.801680025,1934348.9947044807,4641383.865472106,1123774.254730257,8757036.858097918,4117677.9901604354,976093.8526305761,1806736.416065553,1858100.8395619001,5175408.7831358705,4499140.3995453315,1893028.8120102629,815280.1314889163,1900684.071236005,2846728.268230141,10582914.393631438,2151297.599750518,5594957.44023567,1588272.3654086392,9071617.194142463,4885424.94101835,1293470.7206338427,2099092.556528571,1901749.7165355692,5361325.761738194,5451800.782998539,2146111.7731837616,844567.5607746632,2105388.1045857407,2926545.4839411518
2033-10-31,9669657.539544148,2174200.6571166376,6281053.089450308,1626648.3428145088,8332374.329861651,5380079.992556705,1359366.832033433,2219087.095893907,1737637.4598560832,4924433.2289482355,5949111.28767426,2182297.1711112675,775744.0501101197,2117597.4074632353,2679181.627562707,9991921.89128824,2376513.038057104,6764197.581303206,1905674.0745306378,8665936.766188089,5809123.99318847,1547074.5165940197,2418794.6930607227,1795548.3638644961,5121568.628817161,6490187.506711853,2359290.505775711,806798.7129321112,2260695.9729536935,2775114.2266668957
2033-11-30,8743975.815510862,1950192.8144841488,5432027.276248893,1445964.138828009,7528507.859636117,4683135.855748721,1199236.058948548,1958565.3050974552,1571292.4540473022,4449348.145044945,5191871.481072162,1937860.1411726126,700904.0817321222,1880704.5793560527,2421964.4621084975,9162713.397373756,2259300.6029792703,5849277.605229786,1686765.9949859928,7931670.064260763,5111921.439486356,1366642.4184564657,2201685.19330481,1646539.5975080645,4687617.00797811,5715653.56674977,2144844.7330649267,738438.4829826772,2045972.0008203592,2543018.097539191
2033-12-31,7882530.082232133,1549464.3799006974,5286455.339609073,1462581.1030188596,6826337.818522314,4406573.506120763,1182529.9425219242,1726658.587359175,1416490.6557771142,4034365.6507466864,4930749.187057966,1738244.8503652494,635532.0509044273,1702965.7702921226,2188055.536840925,8421650.99761528,2027821.2663987994,5817549.821303677,1707988.4522654274,7329346.783332729,4989159.467734927,1366569.0381654995,2076561.1261132383,1513370.684271466,4331643.948949641,5605916.345052487,2023181.9589570176,682362.185528277,1929769.1092493858,2342001.626444845
2034-01-31,8015954.756820254,1771619.0781379319,6971419.779905224,1980065.3474004953,7064327.5439459495,5693304.944875834,1575796.9167315739,2137660.73686679,1440467.0698005997,4175017.5784720564,6410855.946264958,2072992.1417165576,657688.8943413679,1989115.8573098679,2239650.396700416,8587178.214584315,2221331.1877307245,7198580.801708881,2099662.5002025673,7562393.5494380165,6048744.406288594,1672113.8865966627,2417204.905335045,1543115.9251608013,4469374.587717867,6809359.974262724,2300289.210932587,704058.8394526794,2169942.9535304517,2398614.3375069313
2034-02-28,6382507.9902802445,1244527.2753274776,5911266.503575126,1779647.4177561856,5675260.684543184,4715812.358630288,1379308.6100433252,1684013.6272658193,1146936.6858533598,3354079.0645650215,5372415.647941714,1659246.8430397168,528366.7697309705,1599519.3419124396,1789266.8730358952,6897643.349509234,1724485.3390815188,6057893.092287543,1881967.7742567644,6123046.774165426,5027465.864192989,1462427.998003627,1965912.16704664,1239506.5099068093,3618720.6435317667,5720708.735392063,1882859.8251070257,570055.6546748012,1772001.4415937029,1932458.7371247157
2034-03-31,8558897.23830371,1836959.1453195254,7426233.554372929,2332711.8020638204,7597118.72849807,6042955.795660488,1795270.4808376487,2266057.270007035,1538033.8337231763,4489897.168542359,6907701.546987123,2221796.400929145,707291.7536231703,2120343.732042581,2397804.8930472312,9182370.142262653,2199497.085891824,7388939.410004577,2302633.9770117593,8100829.82292857,6173767.679902339,1791409.799985505,2448888.721418332,1650071.9145645984,4787590.425350785,7021323.982112568,2373474.294658276,754187.2565146498,2247333.8846506844,2566563.545328628
2034-04-30,9771445.285556244,2073511.8582224543,7088947.881193566,2423670.166055859,8613890.025892446,5907209.068602689,1831140.662984569,2344912.175224616,1755928.717814457,5090809.005302435,6816574.309128171,2346592.124548772,801953.1614105867,2238749.5595529056,2730427.45917892,10367168.87960662,2343987.34323708,7076157.737687316,2345541.8817267288,9082908.92199856,6015423.954969363,1799661.4387985484,2479797.485083686,1862980.2476653098,5367999.172901148,6886795.200679808,2461224.9037777963,845618.8206380658,2343434.826507746,2890215.777482011
2034-05-31,11013683.183843018,2518039.1091964827,7711508.223313556,2645261.7310294025,9687466.382593699,6539750.513607703,2007119.9081438761,2689430.9568158616,1979158.8681365906,5725292.632112875,7529597.3916520495,2665703.1664513787,901903.120219473,2526378.9981773095,3074988.425058716,11499356.699028546,2597140.400674052,7557334.878285321,2455306.1240777615,10038466.129366828,6465117.45520078,1899385.1796532744,2694306.857215356,2066434.3988154298,5932733.482455795,7372369.177974954,2678074.1261917823,934581.1966440517,2556911.491141039,3201527.928110669
2034-06-30,14025462.706029467,3686769.817118978,7417785.347415094,2068992.4624920106,12013621.499602824,6838880.063669842,1728837.4140779593,3219273.402842577,2520375.6482734955,7100050.306265269,7562943.295415159,3127874.307366602,1118468.161613023,2975206.330731878,3877468.613730132,14415671.361495703,3446217.328384652,7627661.091421553,2132434.7448182628,12349318.983377667,6882877.772944074,1766527.378783605,3129365.315766874,2590496.1436607777,7298447.5191762,7633929.264215855,3097752.24633034,1149721.5973524607,2982157.708614751,3985519.129918782
2034-07-31,12718825.323976832,3344640.3858254272,6302249.650665235,1620540.8114450227,10830869.27477269,5902440.985450312,1404435.5317232914,2837338.389990396,2285572.9107186366,6401043.74139066,6453668.840814734,2757075.6787585453,1008353.9294813378,2635361.798944127,3508681.5541157722,12825133.578264207,3104346.186190739,6861434.872280267,1876836.4841809205,10981720.887137784,6193337.808979693,1567265.4055129525,2814434.14405734,2304676.5040140776,6490197.044298428,6850414.571876094,2774615.833798819,1022398.2145925272,2669626.681992304,3545180.772431162
2034-08-31,12461851.546089593,3151236.4981333157,5628414.537864099,1257931.8259048455,10530068.14137621,5342535.8929417785,1160299.121274376,2607301.698720299,2239394.7228323,6223270.271553339,5748252.978185298,2555080.7039983314,980349.3439621251,2472952.244454582,3428044.954185778,12561983.727015197,3052160.2737428583,6492836.68915369,1673976.6486664033,10715553.654973362,5910300.59955461,1433475.0098788051,2716478.499482468,2257388.4757446307,6332892.210089256,6485098.301445226,2675180.528078242,997618.0452780199,2582289.6552950325,3467583.7114573917
2034-09-30,11525424.188041227,2892620.5392250447,5988630.755026937,1262670.6258418711,9763468.942296706,5484918.632180588,1175859.4520842931,2526940.1724165,2071118.7265910087,5770210.144897354,5888536.175466986,2453273.2701621857,908978.9585278236,2380102.799940233,3173382.5238675615,11652645.872588309,2966119.4980483586,6852662.59303292,1702996.4654186217,9977198.972591681,6127218.924381722,1468825.883202709,2728465.1972786393,2093980.463304119,5896524.592801683,6708605.5418745065,2637576.0383248967,928877.2243482855,2531339.7726756707,3221009.774033764
2034-10-31,11125837.799381325,3048203.286634899,6602890.308763555,1771832.3769691628,9562374.757389586,5986338.127897682,1492440.997272013,2738013.834805617,1999313.0525488243,5651363.481617245,6602591.141670914,2618774.3742403835,890257.0899129703,2479416.2078323606,3079698.851815314,11333158.533919383,3155683.7314316398,7204366.099313494,2010593.46159383,9791689.157166569,6457873.5467406,1662652.9015382691,2903256.4730428737,2036568.5885453126,5786888.291885441,7166923.990400967,2764073.1549220695,911606.2605322074,2603834.724537308,3143165.538276586
2034-11-30,9467721.262961108,2356555.3244175254,7327601.448089085,1820280.4893788612,8214924.365112461,6198517.156209935,1537542.9305440465,2488916.881480737,1701349.5109541113,4855020.299781464,6830060.060480227,2372631.1410805765,764809.4583919701,2275165.3603575425,2629955.8268059813,9793986.627628632,2716369.791061968,7606185.488958695,2040141.2876874192,8537064.745983038,6551316.352374682,1686847.5232946887,2735974.415159669,1759979.3969848652,5045405.264875975,7270741.372540725,2574201.107955058,794800.7278510209,2426533.918576058,2725228.978347577
2034-12-31,9205623.275610227,2221032.0178866633,6492139.393985702,1574803.6461855443,7939029.229749932,5549513.861604767,1347430.6610154684,2272551.04247456,1654250.5026271578,4691966.274782211,6090451.1545412,2188476.125146799,739123.6212897185,2111816.0191819705,2551385.7888200767,9673418.605072657,2710829.9439294534,6889879.919091267,1842055.9926405216,8388986.828470241,6042844.9435314,1534862.4131838847,2609500.19879302,1738313.3233315563,4957891.215625911,6688729.530832005,2461910.977181879,781014.6737305793,2320463.8011005423,2686569.5901863845
2035-01-31,9378727.042140014,2176766.6515824213,6347684.278809793,1467352.5852322683,8054255.419280817,5428267.286440099,1279198.7788679495,2219720.564804797,1685357.2494725606,4760064.952794963,5924780.567344095,2152950.9499086775,749851.1795350439,2093957.8555019216,2595312.6086649764,9958025.992451986,2697582.114703583,6759578.901159512,1710300.489946182,8589595.18296301,5945044.340393199,1455886.261585399,2573481.6808984317,1789457.270843622,5076450.753131139,6534975.016569812,2441576.766846016,799691.3115338563,2319314.51163062,2760118.49733305
2035-02-28,9667864.92656742,1928736.6886673765,6056168.148919725,1582112.8962734917,8319837.508016588,5114790.151749093,1311253.4301061954,2052442.717734473,1737315.327304165,4917023.967237804,5671662.029576896,2067369.4619425556,774576.8719963444,2033816.134109301,2677377.9832446305,10324109.400394332,2580295.8917805497,6555239.164976765,1802442.6035361954,8912644.284362055,5749834.739142953,1486837.6777219633,2486776.598585083,1855242.4592508608,5267372.772057975,6386589.424075625,2411749.352734095,829767.1828741074,2303990.1743524754,2862452.50306471
2035-03-31,10180395.150519079,2340431.1930938554,7088573.028198764,2371189.4126149463,8936146.552945407,6022653.766628613,1813947.2347157812,2481595.393803906,1829417.008548279,5281262.612790735,6905261.525884616,2454357.2631334946,831955.2440792174,2329788.1241700854,2840152.3323515723,10804373.719750939,2850983.6592366155,7313058.970097421,2319535.569067914,9434910.60173717,6402577.578652901,1821578.6185236902,2780953.853531532,1941545.9574392433,5576032.1656266665,7251099.637637663,2682464.1075990167,878390.1770217305,2519844.008553345,3008411.0773902633
2035-04-30,10953975.170570144,2491590.878103733,6512893.6478446005,2344138.488411437,9563682.656720703,5681464.007860178,1768222.8325171727,2470849.972804955,1968429.338151455,5652136.450121935,6562011.235352968,2483831.640928982,890378.8553406975,2358405.959316572,3049844.655765861,11526778.145196699,2887445.2647993816,6798503.416332264,2270595.1077622212,10015048.285525685,6054850.185929277,1763602.3389125683,2717778.8785417825,2071362.0326918468,5918893.536745679,6891710.921965229,2673220.743954605,932400.9953824413,2524787.1223789197,3203531.7283156724
2035-05-31,10132506.120314399,2575481.4848487554,5957729.24461331,1960427.8841731,8794808.09726279,5325606.935001238,1531712.4577266334,2403380.999424311,1820811.349820497,5197731.585482309,6045301.5564493425,2356009.776100325,818796.6338551657,2223774.1328951265,2814985.0713851233,10668025.811185878,2888614.2231073673,6303655.673943792,1946513.2980142883,9230422.917147852,5705746.999358332,1559364.2617283403,2620169.9680338074,1917044.238270102,5455179.94403438,6408160.031209404,2529253.207333721,859352.373586465,2378687.224582126,2960289.1711759386
2035-06-30,15092190.221623793,3796878.3368927715,7102236.021550347,1529960.9677268234,12754282.063189464,6663676.508268337,1426462.4326698885,3191700.177329031,2712066.5828257957,7537780.69934497,7152270.267145974,3119367.352408758,1187423.6600829386,3024821.285107184,4151799.2358450526,15632504.110391406,3637433.9412070187,7490056.296708189,1683530.0517006784,13235447.337957531,6868552.387137578,1526837.5707866643,3177944.9223831943,2809160.988637335,7822149.376732902,7419671.680914904,3156771.7017521015,1232220.147163846,3087947.61256494,4303356.42114205
2035-07-31,16441369.38083481,4259664.595830521,6600500.823764219,1321373.0971552366,13808639.969989538,6509818.434281951,1301626.3557366242,3343686.85271006,2954514.077736016,8160906.222263817,6909888.741184128,3272122.6825392484,1285584.3812060258,3170829.7970156884,4512748.621767843,16683380.310957707,3908986.532584595,7168820.737842264,1609519.8993715376,14078669.211948052,6759317.513160981,1477539.726472613,3266333.1191785927,2998003.4418790997,8320493.504261296,7280646.406358253,3264387.4215188227,1310724.1036323635,3194453.389466536,4587113.713774545
2035-08-31,14192501.66627855,3565156.0256711007,5345403.477224997,1000663.3455289698,11885096.957545731,5322022.693787883,1021866.2854594719,2763824.0438897423,2550392.549430256,7024092.301909528,5613573.6875587795,2729335.189652099,1106502.5267475077,2663468.5344577855,3891354.468533567,14227315.530580692,3413045.325448837,6214421.900090823,1413857.4749399133,12016319.586045679,5870044.220996237,1291700.2459969898,2845625.0023133117,2556648.6008453504,7101644.875352996,6329971.563798509,2827629.0297427047,1118719.3534608525,2755930.920684534,3913035.8442222583
2035-09-30,10869186.49501459,2661538.6508107563,4179278.8572672154,826009.2855660412,9116909.31472562,4106437.517785751,817074.3571840049,2097703.1651052004,1953192.8131541216,5388093.405002842,4355442.275602945,2083691.0480629168,848784.2572009553,2037536.8963390817,2981917.974062737,10906257.16453971,2857786.1581541393,5230394.425679797,1252670.7352114504,9253328.926906154,4934123.961302596,1119866.2900819692,2391547.985808322,1959854.4124677856,5468717.395801536,5349393.963841634,2323659.973112734,861484.9230949628,2230160.637844702,3004611.3420040896
2035-10-31,10127995.89338451,2333883.7874902207,5326459.548686719,1218121.3470823402,8606646.987735922,4774882.293024177,1086752.8579784255,2128452.5727303266,1820000.8620411968,5086528.369751929,5179295.617718667,2105458.308449296,801278.8345582143,2058057.282537104,2791825.1644872325,10343415.275010305,2706820.0871342993,6052474.039778384,1463476.4056877603,8844240.070794357,5449479.4168761475,1279206.6171404498,2452841.5959919454,1858711.7249193513,5226945.881839465,5943738.072743697,2357048.284144384,823398.7505909547,2257464.4127314184,2857690.3275215826
2035-11-30,10240666.61387453,2315637.243090919,6607259.570044737,1529028.7758050025,8776286.207503268,5671857.631116521,1334396.1083308908,2336820.6833168766,1840247.7905132528,5186785.148634431,6188797.5366916135,2285038.0147918523,817072.2459185544,2230719.1788332723,2831669.208113867,10721464.936741948,2823010.6301673106,6801512.640580387,1652488.1207679606,9201172.399645561,6029043.788747572,1432937.4888472978,2641897.1135678203,1926647.249132528,5437892.888190527,6590731.680243233,2524146.3265202986,856629.1504070018,2413143.1918857954,2966142.5302999355
2035-12-31,9154674.965169277,1798281.4869945594,4702563.757736307,1294555.6013369611,7827615.070874524,4101916.319452842,1065316.211751402,1756315.9124861115,1645095.0912409192,4626120.506886844,4560050.315776221,1809478.2315444069,728750.9630984183,1787066.219677636,2529242.3320857827,9726992.1281554,2463237.9618691406,5147213.646249896,1486654.038419888,8344594.374421955,4704320.097545824,1222906.689081998,2187400.9474895997,1747940.4854295254,4931655.275283375,5230692.647320859,2144172.676572557,776881.736258684,2045374.4140557696,2690646.0408106404
2036-01-31,7710961.87783412,1522093.7722656687,5649097.073980604,1818368.9528612536,6774082.328422217,4650914.733044465,1393963.0209412046,1792375.2533748795,1385659.8494467915,4003482.6560975295,5326753.141603007,1805780.5642676433,630667.0647761083,1743092.6905411484,2151884.0645568487,8289314.1595870545,2240989.0986973825,5942157.6911480175,1869341.388839745,7260940.014572102,5169603.183081389,1468911.124395175,2218857.0270995945,1489589.7544777936,4291215.548612113,5853143.283819057,2124252.5007475098,675993.5153566627,1988997.2730308194,2310760.1321586953
2036-02-29,9291959.64645541,1931620.711277281,5612804.005440699,1498708.7905764289,7990906.848587033,4802803.608182555,1238254.4895510054,1980172.8787373423,1669765.1484680371,4722625.947514936,5331577.642017915,1988493.4597392564,743953.4276034528,1946353.532382823,2572629.61906339,9979128.837655421,2598049.2410069928,6029055.899234079,1642436.7403485593,8590033.263970299,5385782.338785407,1368368.5608137154,2404349.7755158544,1793249.4521266795,5076709.659006446,5961771.7168348115,2320581.3805878554,799732.0968756347,2208825.3962554648,2763855.4477175632
2036-03-31,10359670.188777959,2343061.9259521244,5685179.326435416,1551280.383176991,8879386.762998533,5032296.539026867,1287378.4509542822,2211229.949597723,1861632.7329233997,5247717.576932132,5577895.315993678,2204606.688627371,826670.9076351632,2138413.79513934,2864707.6127021923,11014855.102326332,2795399.863979514,6008491.738329833,1579025.8439192462,9423467.620611291,5456805.254165146,1341268.1232425296,2500603.8057913105,1979369.4618880416,5569269.3637812715,6002445.6716564875,2435619.1052089054,877324.8354789111,2333727.9336784654,3043803.606207293
2036-04-30,11705538.076692738,3132232.3278574217,7184929.2781803375,2464973.8662774465,10209916.674850322,6433975.249160602,1901770.5398087562,2919158.106801375,2103485.1923816847,6034060.75483654,7346551.62630934,2835158.069550011,950543.2424285649,2649735.8516890802,3257915.654076986,12266109.382550687,3317393.622798506,7199523.208101657,2240162.7504613707,10613663.526242958,6524553.282006975,1790746.9295708619,3003311.5602677558,2204219.856044358,6272675.144009589,7334158.69644934,2901830.3180785147,988132.0742932194,2728492.093202156,3403805.0273885913
2036-05-31,12063844.53316893,2846512.7866161857,5964497.432291573,2382859.613079769,10483286.746595528,5447880.728912113,1767374.2363489266,2575949.234478127,2167872.862610457,6195622.467237957,6352614.688861353,2613988.7524749343,975993.9961080438,2467013.1037532925,3352984.85476879,12474194.516359568,3013916.4607360163,6109616.115454857,2231262.449876877,10782060.802757613,5622976.57129792,1703006.5847096897,2675831.07908386,2241612.7545898147,6372197.93442975,6454944.303246056,2690010.9998345994,1003809.860736734,2548366.0404298357,3460162.1430828026
2036-06-30,15533254.775893515,3644556.8730183356,8032220.964779409,1961532.4920583821,13223156.415031603,7254679.5160701005,1710010.9998509034,3284011.204131091,2791325.8832280645,7814885.441283676,7918594.925031712,3249230.6433066344,1231075.8622394423,3159285.6093727136,4284564.658479968,15889104.083755855,3476377.6354878447,7980142.067301973,2016246.2115419211,13528513.62183959,7144980.075532826,1728940.340507605,3191347.2828032924,2855272.003850927,7995351.550507199,7836499.555677669,3212725.9214169844,1259504.6181932662,3147987.7000980494,4383008.075778673
