,FONAG_PROM,FONAG_PROM_DIS_0.0346,FONAG_PROM_INF_0.01,FONAG_PROM_INF_0.01_DIS_0.0346,Incomes_linear,Incomes_linear_DIS_0.0346,Incomes_linear_GRW_stepexp,Incomes_linear_GRW_stepexp_DIS_0.0346,Costs_linear,Costs_linear_DIS_0.0346,Costs_linear_INF_0.01,Costs_linear_INF_0.01_DIS_0.0346,Utility_I_linear_C_linear,Utility_I_linear_C_linear_INF_0.01,Utility_I_linear_GRW_stepexp_C_linear,Utility_I_linear_GRW_stepexp_C_linear_INF_0.01,Utility_I_linear_C_linear_DIS_0.0346,Utility_I_linear_C_linear_INF_0.01_DIS_0.0346,Utility_I_linear_GRW_stepexp_C_linear_DIS_0.0346,Utility_I_linear_GRW_stepexp_C_linear_INF_0.01_DIS_0.0346
2060,928263.76,238107.1477636126,1382058.2474682406,354509.0970133745,-4800462.913807866,-1231357.4886859655,-6754733.394964704,-1732643.6427709614,-1802600.250497024,-462381.5155768011,-2683826.1391220624,-688423.0696238565,-2997862.663310842,-2116636.774685804,-4952133.14446768,-4070907.255842642,-768975.9731091645,-542934.4190621091,-1270262.1271941604,-1044220.5731471049
2061,928263.76,230144.15983337775,1395878.829942923,346079.8260037777,-4850416.307477102,-1202562.2824340703,-7166273.97812529,-1776732.190677618,-1803288.7205976213,-447088.8398561916,-2711699.6890593665,-672310.902947455,-3047127.5868794806,-2138716.618417735,-5362985.257527669,-4454574.289065924,-755473.4425778787,-530251.3794866153,-1329643.3508214264,-1104421.287730163
2062,928263.76,222447.47712485766,1409837.6182423523,337850.9803439159,-2204917.879657158,-528382.6006492221,-3257667.9244073066,-780661.7497326157,-802524.8167506768,-192315.62031062893,-1218866.5818734048,-292087.0207079264,-1402393.0629064813,-986051.2977837534,-2455143.1076566298,-2038801.3425339018,-336066.98033859325,-236295.57994129573,-588346.1294219868,-488574.72902468924
2063,928263.76,215008.1936254182,1423935.994424776,329817.79445907124,-4350758.610485134,-1007740.2458764986,-6428051.9936734,-1488891.3121955616,-1541006.7206257728,-356934.1879363867,-2363870.0891969786,-547529.1180638126,-2809751.8898593606,-1986888.521288155,-4887045.273047627,-4064181.9044764214,-650806.057940112,-460211.127812686,-1131957.1242591748,-941362.194131749
2064,928263.76,207817.70116510557,1438175.3543690238,321975.61608705006,-5164291.544507202,-1156170.5230481895,-7630010.655745993,-1708190.433225996,-1938709.2880210849,-434034.0804255683,-3003676.365991323,-672456.6274398938,-3225582.256486117,-2160615.178515879,-5691301.3677249085,-4626334.28975467,-722136.4426226212,-483713.8956082957,-1274156.352800428,-1035733.8057861023
2065,928263.76,200867.6794559304,1452557.107912714,314319.90358391707,-4682806.334875984,-1013315.915541149,-6918637.711672433,-1497129.115694369,-1731623.6055249705,-374707.30876417307,-2709663.228083726,-586346.0238200439,-2951182.729351014,-1973143.106792258,-5187014.1061474625,-4208974.483588707,-638608.6067769759,-426969.8917211051,-1122421.806930196,-910783.0918743251
2066,928263.76,194150.08646426676,1467082.678991841,306846.223293791,-4165500.910765475,-871231.213412984,-6462059.096554689,-1351565.5640087624,-1533433.1860485577,-320723.6978189298,-2423528.056985778,-506890.6081309963,-2632067.7247169176,-1741972.8537796973,-4928625.910506131,-4038531.0395689113,-550507.5155940542,-364340.60528198775,-1030841.8661898326,-844674.955877766
2067,928263.76,187657.14910522595,1481753.5057817595,299550.24698118016,-4734495.320767144,-957122.2454566087,-7344756.179524326,-1484810.7455175521,-1807545.8837864976,-365412.205070098,-2885319.4162853365,-583294.144670757,-2926949.436980646,-1849175.9044818073,-5537210.295737828,-4459436.763238989,-591710.0403865108,-373828.1007858517,-1119398.5404474542,-901516.6008467951
2068,928263.76,181381.35424823695,1496571.040839577,292427.7493243688,-3488453.99626931,-681638.708028418,-5411737.114555594,-1057445.3608676265,-1333434.9109899185,-260551.19286056014,-2149798.5363901434,-420067.4277010684,-2155019.085279391,-1338655.4598791664,-4078302.203565675,-3261938.57816545,-421087.51516785787,-261571.2803273496,-796894.1680070664,-637377.9331665582
2069,928263.76,175315.4400234264,1511536.7512479727,285474.6054684056,-8529491.594935369,-1610912.3684223234,-13232040.979174834,-2499053.810602329,-3095663.755038249,-584658.8833534804,-5040818.931945178,-952028.3212741034,-5433827.83989712,-3488672.662990191,-10136377.224136585,-8191222.047229656,-1026253.485068843,-658884.04714822,-1914394.9272488488,-1547025.4893282258
2070,928263.76,169452.3874187381,1526652.1187604526,278686.78863627464,-3191060.536672809,-582520.6688419326,-4950382.249436076,-903680.7499651673,-1280071.0810682669,-233673.99450421595,-2105245.634146972,-384307.6872990061,-1910989.4556045423,-1085814.902525837,-3670311.1683678087,-2845136.6152891037,-348846.6743377166,-198212.98154292646,-670006.7554609512,-519373.06266616116
2071,928263.76,163785.41215806888,1541918.6399480572,272060.3677968658,-6335196.116305251,-1117799.435594957,-10319366.913430942,-1820777.4944554833,-2321428.6854212307,-409599.26523177023,-3856074.443066818,-680376.3856620825,-4013767.43088402,-2479121.6732384325,-7997938.228009712,-6463292.470364124,-708200.1703631869,-437423.0499328746,-1411178.229223713,-1140401.1087934007
2072,928263.76,158307.95685102348,1557337.8263475378,265591.505388396,-6737294.605833741,-1148991.6871827045,-10974342.982459225,-1871586.385463855,-2476478.4741927916,-422343.58845916914,-4154760.5003947034,-708561.1594088532,-4260816.131640949,-2582534.1054390376,-8497864.508266434,-6819582.482064521,-726648.0987235353,-440430.5277738513,-1449242.7970046857,-1163025.2260550018
2073,928263.76,153013.68340520345,1572911.2046110132,259276.45509595977,-5268844.358083727,-868508.8411930633,-8582392.264209224,-1414709.3847280836,-1987699.5175542594,-327649.5730951762,-3368088.874396001,-555190.9994928788,-3281144.8405294674,-1900755.4836877258,-6594692.746654965,-5214303.389813223,-540859.268097887,-313317.8417001845,-1087059.8116329075,-859518.3852352048
2074,928263.76,147896.46569225154,1588640.3166571232,253111.55968192473,-4567316.544457291,-727691.8519613226,-7439677.378058195,-1185333.3476095241,-1730260.3128498937,-275675.29405442777,-2961185.6131333923,-471793.58422995167,-2837056.2316073976,-1606130.931323899,-5709417.065208301,-4478491.764924803,-452016.5579068948,-255898.26773137093,-909658.0535550964,-713539.7633795724
2075,928263.76,142950.38245916448,1604526.7198236946,247093.2488679142,-6285618.447103891,-967970.0961350475,-10238610.114460697,-1576721.288475623,-2343112.41426769,-360833.66624630755,-4050127.38646946,-623709.8590428066,-3942506.0328362007,-2235491.0606344305,-7895497.7001930075,-6188482.727991237,-607136.42988874,-344260.23709224095,-1215887.6222293153,-953011.4294328163
2076,928263.76,138169.71047667164,1620571.9870219314,241218.03726714995,-5964968.646878127,-887870.4808443396,-10202120.646685475,-1518559.828297731,-2239130.1484336564,-333288.8535136448,-3909095.3996177153,-581858.9530963362,-3725838.4984444706,-2055873.2472604117,-7962990.498251819,-6293025.247067761,-554581.6273306948,-306011.52774800337,-1185270.9747840862,-936700.8752013948
2077,928263.76,133548.91791675202,1636777.7068921507,235482.52236595927,-5190194.697965807,-746711.1348724819,-8876994.268217536,-1277129.4431161052,-1985217.2754979967,-285612.37699552125,-3500469.930951839,-503611.1411682664,-3204977.4224678106,-1689724.7670139684,-6891776.9927195385,-5376524.337265696,-461098.7578769607,-243099.9937042155,-991517.0661205839,-773518.3019478387
2078,928263.76,129082.65795162578,1653145.4839610725,229883.38255327556,-8053725.036672,-1119936.2497413198,-13774602.909666877,-1915471.046513761,-2966038.999479346,-412451.94969259034,-5282220.6236314755,-734535.9232652206,-5087686.037192654,-2771504.4130405243,-10808563.910187531,-8492382.286035402,-707484.3000487294,-385400.3264760992,-1503019.0968211705,-1180935.1232485403
2079,928263.76,124765.76256681402,1669676.938800683,224417.37519699236,-4899387.446918066,-658515.2165425573,-8379615.181124972,-1126284.4927712232,-1856852.9023898204,-249575.2590202033,-3339939.146030433,-448913.414955724,-3042534.544528245,-1559448.3008876326,-6522762.2787351515,-5039676.035094539,-408939.9575223541,-209601.80158683338,-876709.2337510199,-677371.0778154992
2080,928263.76,120593.23658110769,1686373.70818869,219081.33476605674,-7229923.2847574605,-939258.7395009536,-12365622.350082269,-1606451.1896231992,-2715198.9755359646,-352738.7866801886,-4932693.01480079,-640819.389217402,-4514724.309221496,-2297230.2699566707,-9650423.374546304,-7432929.335281479,-586519.952820765,-298439.3502835516,-1253712.4029430104,-965631.8004057972
