,Papallacta_SEMBAU-superficial,Mica_SEMBAU-superficial,Orientales_SEMBAU-superficial,Occidentales_SEMBAU-superficial,Bellavista_SEMBAU-superficial,Puengasi_SEMBAU-superficial,El Placer_SEMBAU-superficial,El Troje_SEMBAU-superficial,Paluguillo_SEMBAU-superficial,Norte_SEMBAU-superficial,Centro_SEMBAU-superficial,Sur_SEMBAU-superficial,Parroquias Norte_SEMBAU-superficial,Parroquias Sur_SEMBAU-superficial,Parroquiales Orientales_SEMBAU-superficial,Papallacta_BASE-superficial,Mica_BASE-superficial,Orientales_BASE-superficial,Occidentales_BASE-superficial,Bellavista_BASE-superficial,Puengasi_BASE-superficial,El Placer_BASE-superficial,El Troje_BASE-superficial,Paluguillo_BASE-superficial,Norte_BASE-superficial,Centro_BASE-superficial,Sur_BASE-superficial,Parroquias Norte_BASE-superficial,Parroquias Sur_BASE-superficial,Parroquiales Orientales_BASE-superficial
2033-10-31,9867969.344140867,2429821.1807298725,6262405.731442567,1869792.76413677,8555391.567149084,5477717.131110573,1497539.1389240732,2367334.019500397,1773274.0911421138,5056236.416185109,6152474.131199869,2311854.7708330834,796506.9549015795,2200912.1632365324,2740326.4916968187,9991921.89128824,2376513.038057104,6764197.581303206,1905674.0745306378,8665936.766188089,5809123.99318847,1547074.5165940197,2418794.6930607227,1795548.3638644961,5121568.628817161,6490187.506711853,2359290.505775711,806798.7129321112,2260695.9729536935,2775114.2266668957
2033-11-30,9032219.580860347,2416519.02314628,5831043.905836794,1668188.1517734258,7820061.590063094,5167193.516007608,1361894.9941144236,2280275.4679430965,1623089.8586806045,4621656.399727289,5761043.42975437,2187344.9301776746,728047.7340348739,2067066.8135917236,2506961.7387384456,9162713.397373756,2259300.6029792703,5849277.605229786,1686765.9949859928,7931670.064260763,5111921.439486356,1366642.4184564657,2201685.19330481,1646539.5975080645,4687617.00797811,5715653.56674977,2144844.7330649267,738438.4829826772,2045972.0008203592,2543018.097539191
2033-12-31,8260795.235731307,2300401.1889852583,5780118.252965508,1688042.2104745803,7192504.503079033,5080877.461145242,1364472.9921041168,2212767.5968582584,1484464.903860916,4250770.1613197075,5686095.473650668,2101513.8005007044,669622.1692366578,1971713.1595299398,2297643.3324977495,8421650.99761528,2027821.2663987994,5817549.821303677,1707988.4522654274,7329346.783332729,4989159.467734927,1366569.0381654995,2076561.1261132383,1513370.684271466,4331643.948949641,5605916.345052487,2023181.9589570176,682362.185528277,1929769.1092493858,2342001.626444845
2034-01-31,8338571.975215017,2394291.5738722174,7127822.205748389,2101106.932186068,7358920.23512703,6073731.785634843,1675217.4271699418,2497385.2643655725,1498441.3839461387,4349121.858960074,6834292.2248225035,2338642.6167109096,685115.4738903265,2179440.96892781,2331011.108737067,8587178.214584315,2221331.1877307245,7198580.801708881,2099662.5002025673,7562393.5494380165,6048744.406288594,1672113.8865966627,2417204.905335045,1543115.9251608013,4469374.587717867,6809359.974262724,2300289.210932587,704058.8394526794,2169942.9535304517,2398614.3375069313
2034-02-28,6768726.774676091,2000711.4032393894,6308311.208731099,1899223.285409269,6021636.06898113,5324130.2622727975,1498946.2427182838,2150776.4660711116,1216340.2014092936,3558786.9167678477,6016442.293319235,2000237.330798713,560614.3180221431,1853422.3982490322,1897890.3023112672,6897643.349509234,1724485.3390815188,6057893.092287543,1881967.7742567644,6123046.774165426,5027465.864192989,1462427.998003627,1965912.16704664,1239506.5099068093,3618720.6435317667,5720708.735392063,1882859.8251070257,570055.6546748012,1772001.4415937029,1932458.7371247157
2034-03-31,8726170.1155101,2227264.9518443765,7618329.62695259,2333103.8267073175,7734363.1786435,6347869.238066543,1823616.192685134,2500793.7423117887,1568092.7697571653,4571008.638578308,7203935.787240503,2386457.896846026,720069.2119317099,2244177.5115077593,2443331.52631375,9182370.142262653,2199497.085891824,7388939.410004577,2302633.9770117593,8100829.82292857,6173767.679902339,1791409.799985505,2448888.721418332,1650071.9145645984,4787590.425350785,7021323.982112568,2373474.294658276,754187.2565146498,2247333.8846506844,2566563.545328628
2034-04-30,9939919.500281455,2393967.850268347,7423084.848225322,2387015.562820658,8742913.365641696,6282194.508362519,1846242.5913444583,2562179.7890394633,1786203.534200577,5167061.799094243,7164279.471796092,2497625.148759449,813965.234341242,2362141.9197807545,2775186.373357499,10367168.87960662,2343987.34323708,7076157.737687316,2345541.8817267288,9082908.92199856,6015423.954969363,1799661.4387985484,2479797.485083686,1862980.2476653098,5367999.172901148,6886795.200679808,2461224.9037777963,845618.8206380658,2343434.826507746,2890215.777482011
2034-05-31,11077421.016393393,2541632.2316299896,7814644.684003333,2514891.154499928,9707327.943234174,6622844.041659956,1945530.049103491,2708711.2086997055,1990612.5566458928,5737030.814451397,7552066.873090487,2671143.6560988235,903752.2315151016,2542788.2746981164,3088479.5137433577,11499356.699028546,2597140.400674052,7557334.878285321,2455306.1240777615,10038466.129366828,6465117.45520078,1899385.1796532744,2694306.857215356,2066434.3988154298,5932733.482455795,7372369.177974954,2678074.1261917823,934581.1966440517,2556911.491141039,3201527.928110669
2034-06-30,13905882.329406783,3177998.1946740975,7597145.86694531,2151020.171099782,11935961.434398917,6745045.772388083,1763659.0218289706,2984928.427090301,2498887.0545943994,7054153.20772976,7508379.3008987615,2976076.7515997747,1111238.009542539,2877078.1960178935,3847354.3654994094,14415671.361495703,3446217.328384652,7627661.091421553,2132434.7448182628,12349318.983377667,6882877.772944074,1766527.378783605,3129365.315766874,2590496.1436607777,7298447.5191762,7633929.264215855,3097752.24633034,1149721.5973524607,2982157.708614751,3985519.129918782
2034-07-31,12822679.090340002,3108937.6095450534,6417619.131257355,1850960.4526509559,10973278.258653529,5881772.369971102,1524858.7380774072,2746944.9148439136,2304235.432534098,6485207.450864235,6536419.204686245,2724734.6866861335,1021612.2058806436,2616492.324081941,3543748.3547472884,12825133.578264207,3104346.186190739,6861434.872280267,1876836.4841809205,10981720.887137784,6193337.808979693,1567265.4055129525,2814434.14405734,2304676.5040140776,6490197.044298428,6850414.571876094,2774615.833798819,1022398.2145925272,2669626.681992304,3545180.772431162
2034-08-31,12578076.66570704,3119655.737040322,5794146.930829554,1623434.0200350264,10716188.412191905,5445935.568638059,1363923.5535998405,2641246.457594544,2260280.3768275552,6333267.351605417,6011776.583821909,2617237.690787487,997677.1411750665,2513266.1941461936,3470469.2443729537,12561983.727015197,3052160.2737428583,6492836.68915369,1673976.6486664033,10715553.654973362,5910300.59955461,1433475.0098788051,2716478.499482468,2257388.4757446307,6332892.210089256,6485098.301445226,2675180.528078242,997618.0452780199,2582289.6552950325,3467583.7114573917
2034-09-30,11700051.720863935,3081318.714670536,6089092.906613328,1657708.7258816755,10004813.024317935,5637695.801331994,1399761.0237039125,2668717.730806985,2102499.294239249,5912844.497371899,6213216.5693331435,2591524.822628266,931448.0925639999,2468126.8282394726,3232570.8328036815,11652645.872588309,2966119.4980483586,6852662.59303292,1702996.4654186217,9977198.972591681,6127218.924381722,1468825.883202709,2728465.1972786393,2093980.463304119,5896524.592801683,6708605.5418745065,2637576.0383248967,928877.2243482855,2531339.7726756707,3221009.774033764
2034-10-31,11292325.342886802,3200287.502969329,6697051.680868744,1992880.8991045712,9753808.452060375,6118791.645070972,1622058.9336399762,2847619.5198431094,2029230.864116758,5764500.795167682,6829868.989430806,2720088.423403223,908079.566886821,2549285.6413297057,3131531.4556122324,11333158.533919383,3155683.7314316398,7204366.099313494,2010593.46159383,9791689.157166569,6457873.5467406,1662652.9015382691,2903256.4730428737,2036568.5885453126,5786888.291885441,7166923.990400967,2764073.1549220695,911606.2605322074,2603834.724537308,3143165.538276586
2034-11-30,9811196.092205392,2995389.4149440555,7421746.419453738,2036179.1717001195,8550190.20016668,6541965.156722314,1683943.3908936828,2854099.338859531,1763071.937769309,5053162.408298507,7259946.091061857,2650936.351696443,796022.7076355179,2468113.512781227,2729794.6167302565,9793986.627628632,2716369.791061968,7606185.488958695,2040141.2876874192,8537064.745983038,6551316.352374682,1686847.5232946887,2735974.415159669,1759979.3969848652,5045405.264875975,7270741.372540725,2574201.107955058,794800.7278510209,2426533.918576058,2725228.978347577
2034-12-31,9557220.161192333,2999094.31151107,7030539.640318708,1828083.2971490405,8290243.509503129,6267183.639925216,1548143.7976281652,2781700.9462955818,1717432.462966262,4899533.91411635,6900316.72581566,2568145.62399281,771821.6707347414,2391066.486907371,2654539.0775442393,9673418.605072657,2710829.9439294534,6889879.919091267,1842055.9926405216,8388986.828470241,6042844.9435314,1534862.4131838847,2609500.19879302,1738313.3233315563,4957891.215625911,6688729.530832005,2461910.977181879,781014.6737305793,2320463.8011005423,2686569.5901863845
2035-01-31,9687586.302464824,2949933.4475847795,6871918.880626638,1705936.0058091215,8366777.106834476,6133806.838690721,1470989.6711741055,2723112.3585153525,1740859.258552929,4944765.2701391755,6716309.848308127,2525067.0811510785,778946.9486462895,2366144.762134115,2686402.7395385006,9958025.992451986,2697582.114703583,6759578.901159512,1710300.489946182,8589595.18296301,5945044.340393199,1455886.261585399,2573481.6808984317,1789457.270843622,5076450.753131139,6534975.016569812,2441576.766846016,799691.3115338563,2319314.51163062,2760118.49733305
2035-02-28,10044186.771548316,2924632.377009897,6611312.009734832,1798129.0235649683,8682063.79634836,5938720.070311449,1501999.3633662157,2676139.5612450144,1804940.3628472323,5131099.70364188,6568082.975725554,2520363.718272044,808300.1394400322,2363868.396278306,2786157.935964476,10324109.400394332,2580295.8917805497,6555239.164976765,1802442.6035361954,8912644.284362055,5749834.739142953,1486837.6777219633,2486776.598585083,1855242.4592508608,5267372.772057975,6386589.424075625,2411749.352734095,829767.1828741074,2303990.1743524754,2862452.50306471
2035-03-31,10451180.55805936,3017570.2563725025,7413851.791887612,2347918.4480708,9152380.673898464,6546002.997106077,1849884.4215236339,2885966.688237875,1878077.1462832673,5409056.978273992,7403026.933905183,2734893.875905034,852086.640739947,2540879.4370422456,2913145.6251699785,10804373.719750939,2850983.6592366155,7313058.970097421,2319535.569067914,9434910.60173717,6402577.578652901,1821578.6185236902,2780953.853531532,1941545.9574392433,5576032.1656266665,7251099.637637663,2682464.1075990167,878390.1770217305,2519844.008553345,3008411.0773902633
2035-04-30,11199557.513777709,3059671.2214061823,7012870.979076324,2320366.242966977,9759128.21692364,6280960.821197003,1810875.9412581108,2844659.984395418,2012560.4852258542,5767644.776201869,7133451.626284842,2744143.1374925175,908574.8369955907,2563781.7069310346,3115965.368486183,11526778.145196699,2887445.2647993816,6798503.416332264,2270595.1077622212,10015048.285525685,6054850.185929277,1763602.3389125683,2717778.8785417825,2071362.0326918468,5918893.536745679,6891710.921965229,2673220.743954605,932400.9953824413,2524787.1223789197,3203531.7283156724
