,Papallacta_SEMBAU-superficial,Mica_SEMBAU-superficial,Orientales_SEMBAU-superficial,Occidentales_SEMBAU-superficial,Bellavista_SEMBAU-superficial,Puengasi_SEMBAU-superficial,El Placer_SEMBAU-superficial,El Troje_SEMBAU-superficial,Paluguillo_SEMBAU-superficial,Norte_SEMBAU-superficial,Centro_SEMBAU-superficial,Sur_SEMBAU-superficial,Parroquias Norte_SEMBAU-superficial,Parroquias Sur_SEMBAU-superficial,Parroquiales Orientales_SEMBAU-superficial,Papallacta_BASE-superficial,Mica_BASE-superficial,Orientales_BASE-superficial,Occidentales_BASE-superficial,Bellavista_BASE-superficial,Puengasi_BASE-superficial,El Placer_BASE-superficial,El Troje_BASE-superficial,Paluguillo_BASE-superficial,Norte_BASE-superficial,Centro_BASE-superficial,Sur_BASE-superficial,Parroquias Norte_BASE-superficial,Parroquias Sur_BASE-superficial,Parroquiales Orientales_BASE-superficial
2072-07-31,11707306.980962716,2760076.2429161314,6053000.069466515,1990087.9271738585,10093357.843594035,5472937.600382236,1561059.7599782967,2517102.6397852562,2103803.064479,5965174.4855640745,6201593.180443248,2521556.744750497,939691.6152386046,2409154.98139846,3244365.6853575753,12007982.0184351,2634087.4840617157,6797147.32182037,2036629.3131842746,10351446.841241231,5944061.507206844,1629095.3122613672,2568281.7468348364,2157834.368712787,6117705.0831735665,6679679.160494274,2581337.604270124,963719.7009195584,2496770.6196027924,3327554.685501798
2072-08-31,11404766.24243592,2788262.063854108,5422507.356317699,1735108.4424603095,9781942.290124595,5039713.05191921,1385788.3807118705,2417625.0223662797,2049436.4937657344,5781127.893463635,5667234.774572949,2412441.9753591865,910698.8272105998,2302804.718915484,3154510.3792879786,11585707.767344372,2634616.1809336795,6357424.688570722,1802997.3663452538,9947166.643982446,5633626.656909965,1476452.6148785017,2485011.796698454,2081951.6857917837,5878775.4865936255,6274040.478088744,2479446.203293115,926081.2145547658,2397952.7727069557,3205750.5670533897
2072-09-30,9144477.932316769,2548495.1657037437,4878930.686645366,1491948.8449894933,7868306.744686408,4551737.184447525,1211699.1823505887,2191411.50417787,1643262.6844373236,4650169.286109667,5084955.163351089,2112901.421887344,732539.3579303045,1984185.3459059263,2532300.022410962,9080090.619571099,2268115.27618483,5900128.825956826,1568908.8862207227,7834640.157212194,5151668.987764622,1307707.3057340314,2206028.8274857206,1631692.2843369264,4630272.332912406,5701629.064138366,2133068.182591527,729404.9986364553,2041278.6144386828,2517054.1073827213
2072-10-31,8375467.400636376,2517911.496092508,5946764.824019704,1814314.9541038238,7317902.987876563,5292903.981726023,1451090.6366791313,2361389.702479398,1505071.4918943567,4324880.66583505,5948322.097402838,2217694.4171907124,681296.7681713082,2055790.468540149,2332576.63393227,8428175.456103886,2315843.3554509627,6729258.508777023,1852669.8290551056,7370649.508979769,5758139.23103896,1514220.0678352567,2377890.0346494755,1514543.1294618684,4356053.859807044,6417023.556025741,2240485.5712209586,686207.4692860167,2109889.917020158,2348051.7855157927
2072-11-30,7445344.723980994,2250955.805203039,6762500.821982872,2242651.7989948927,6661737.111242248,5753496.1722864155,1720898.251663716,2375666.6171410778,1337928.4468993845,3937086.6327441675,6586588.460844037,2218940.9874818004,620207.7250566533,2036519.8670088206,2092145.6143788355,7511877.798600568,1961080.6350385074,7045001.567697821,2245034.9848826537,6716879.8008159455,5827422.062867704,1728902.51583658,2266777.842006301,1349884.4404085225,3969675.962282224,6659361.43552665,2153493.73885371,625341.5094559647,2011070.8513502318,2110319.719061977
2072-12-31,7078933.531464938,2019118.8570331896,5527598.85018875,1985398.604884745,6297389.155761961,4780536.612182239,1494705.7904835881,2046536.0026876065,1272084.3556042493,3721756.991055319,5527231.626225067,1951109.1650003926,586286.9304014386,1794990.3279574935,1984843.9389607464,7266603.744305417,1747026.3360713662,5480723.899937892,1983461.7564333493,6450778.656429699,4629467.351993059,1479719.3484141768,1896141.3888137618,1305808.6928516834,3812410.185949951,5379670.244612713,1862427.4667569413,600567.492913605,1744309.2538558908,2035851.889093472
2073-01-31,7128697.8659894,1939939.8794846386,5324938.5100058,1686477.137620184,6263908.949023325,4603032.995075689,1319600.600107791,1953259.42927342,1281027.0065182953,3701970.1888727844,5221473.982191218,1864890.8946663656,583169.9231540716,1742720.461142718,1989552.716272701,7416101.190728116,1694560.7733856437,5300712.561995303,1682778.854871152,6498631.911713463,4479545.520312358,1306222.0533645279,1820266.340242099,1332673.3839738425,3840691.4598226566,5099905.603699947,1793180.7132338246,605022.6309805234,1708923.4210935426,2067646.0615101138
2073-02-28,9291729.667181099,2309364.769985968,6891997.491835577,2139382.973252209,8149925.822974957,5870305.855770753,1676811.6613399978,2419161.22131781,1669723.8211924434,4816606.161378199,6653891.452901859,2342082.276896218,758758.0941189684,2213946.814870666,2591496.8174044196,9793602.41440532,2371859.5310273767,6948917.318484377,2112096.708628917,8554630.651665207,5937611.19220958,1668525.7548485,2458883.5936843534,1759910.3538686358,5055786.715134136,6707057.736070204,2394074.9849694055,796436.1136700307,2275188.1651018383,2727250.4753371472
2073-03-31,8040120.093674503,2207620.38091011,5970111.007098626,1950146.4890008247,7076705.8673204295,5174886.861639712,1512305.5930442442,2211153.899666532,1444809.5808333084,4182333.167586375,5894336.773142606,2112655.693652637,658841.316247532,1968049.7603926824,2245341.797320125,8135493.323097282,2012860.81242627,5816624.095942929,1918015.208919261,7146917.755023897,4982020.085970468,1477454.1622716032,2082981.658753726,1461948.1501605818,4223828.393219123,5692736.968195298,2029974.8625298063,665378.0429927248,1912772.5006514003,2270343.538583379
2073-04-30,7974224.324788005,2031074.9876293289,5971425.909824817,1949129.9698485327,7022425.321401046,5099283.412428548,1504771.718129105,2118458.334582205,1432968.1111644048,4150253.3649480175,5820460.429751176,2048122.7334407924,653787.7974224372,1923280.1854616315,2227381.484333036,8110977.921405269,1855227.6678651713,5821318.5285513345,1908543.2075023856,7124463.784824524,4917002.73444107,1466407.631341747,2000168.0202515512,1457542.7324765269,4210558.096831293,5625365.857092389,1973504.4060698769,663287.5783671631,1875659.937005031,2263393.017163077
2073-05-31,9879783.281192208,2267359.203903091,7222361.436605864,2517485.2823456847,8726029.404912395,6085498.569854034,1897411.0309096882,2473761.188828394,1775397.0556302397,5157083.378303224,7031558.393787187,2446351.803654751,812393.337597344,2311478.7549868757,2762678.215199988,10286569.065794304,2278412.7939776015,7073024.340618632,2453612.341766891,9043680.643973822,5984783.642836355,1854224.4498911086,2452261.851237769,1848496.4611232367,5344815.260588529,6905281.356643476,2448188.5499199126,841966.6679539628,2327027.8223853577,2871477.639841937
2073-06-30,9530725.29245063,2187917.5074528754,5901765.875812521,2118639.1152381347,8340723.487416946,5118059.8307423685,1596559.5080796476,2201878.594572804,1712671.335053378,4929367.581063416,5914382.919326175,2203921.0390284983,776521.3566785179,2088248.1302909753,2655914.758925243,9781983.991575923,2082234.4548287315,5749280.258079985,2096761.5108332331,8541293.910135157,4964515.138501765,1570790.856817361,2121400.9117584676,1757822.5232861934,5047904.700889878,5755547.539892469,2162105.2451315266,795194.4630335832,2066472.4361412686,2723635.9917922644
2073-07-31,11923158.08271811,2365144.5839827796,6006707.970628415,1801723.3056495262,10223525.553474486,5269029.35840551,1442173.56353902,2289401.08684773,2142591.5074644447,6042103.6021034205,5919497.70895403,2367315.5817483333,951810.2290284747,2324324.792283382,3297533.3561113174,12285895.076231819,2303231.139533131,6301049.191694277,1828341.724635185,10527548.29157431,5450141.952919617,1472960.0561091532,2303857.0605740286,2207775.3451988576,6221781.040320417,6107179.747898131,2401463.259500775,980114.7459455683,2377039.789611799,3397020.7947979164
2073-08-31,10802393.846541638,2219026.1086043515,5161276.165623981,1599675.6818889715,9254402.121728895,4608389.429093328,1274053.652371826,2068917.5386732214,1941190.174223532,5469351.653941777,5187977.210770499,2136414.958786709,861584.8375329603,2087896.6226985066,2986602.904566572,10846973.271392884,2076956.7254104635,5623338.540017185,1650425.688686204,9303564.168853546,4873249.418987577,1325344.0530513194,2068630.5569262018,1949201.0968693013,5498406.423792447,5467712.707513135,2146522.8220990854,866161.8241202651,2117274.5125140613,3000232.485504587
2073-09-30,10512923.007610563,2287794.038862459,4969037.026364129,1523817.7809172857,8998214.292497845,4502383.374973132,1224027.5711172235,2070355.5707297921,1889172.2644676182,5317944.646866227,5051224.480725023,2113164.374453107,837733.7506315494,2052522.1774377658,2905596.3687611786,10582914.393631438,2151297.599750518,5594957.44023567,1588272.3654086392,9071617.194142463,4885424.94101835,1293470.7206338427,2099092.556528571,1901749.7165355692,5361325.761738194,5451800.782998539,2146111.7731837616,844567.5607746632,2105388.1045857407,2926545.4839411518
2073-10-31,9867969.344140867,2429821.1807298725,6262405.731442567,1869792.76413677,8555391.567149084,5477717.131110573,1497539.1389240732,2367334.019500397,1773274.0911421138,5056236.416185109,6152474.131199869,2311854.7708330834,796506.9549015795,2200912.1632365324,2740326.4916968187,9991921.89128824,2376513.038057104,6764197.581303206,1905674.0745306378,8665936.766188089,5809123.99318847,1547074.5165940197,2418794.6930607227,1795548.3638644961,5121568.628817161,6490187.506711853,2359290.505775711,806798.7129321112,2260695.9729536935,2775114.2266668957
2073-11-30,9032219.580860347,2416519.02314628,5831043.905836794,1668188.1517734258,7820061.590063094,5167193.516007608,1361894.9941144236,2280275.4679430965,1623089.8586806045,4621656.399727289,5761043.42975437,2187344.9301776746,728047.7340348739,2067066.8135917236,2506961.7387384456,9162713.397373756,2259300.6029792703,5849277.605229786,1686765.9949859928,7931670.064260763,5111921.439486356,1366642.4184564657,2201685.19330481,1646539.5975080645,4687617.00797811,5715653.56674977,2144844.7330649267,738438.4829826772,2045972.0008203592,2543018.097539191
2073-12-31,8260795.235731307,2300401.1889852583,5780118.252965508,1688042.2104745803,7192504.503079033,5080877.461145242,1364472.9921041168,2212767.5968582584,1484464.903860916,4250770.1613197075,5686095.473650668,2101513.8005007044,669622.1692366578,1971713.1595299398,2297643.3324977495,8421650.99761528,2027821.2663987994,5817549.821303677,1707988.4522654274,7329346.783332729,4989159.467734927,1366569.0381654995,2076561.1261132383,1513370.684271466,4331643.948949641,5605916.345052487,2023181.9589570176,682362.185528277,1929769.1092493858,2342001.626444845
2074-01-31,8338571.975215017,2394291.5738722174,7127822.205748389,2101106.932186068,7358920.23512703,6073731.785634843,1675217.4271699418,2497385.2643655725,1498441.3839461387,4349121.858960074,6834292.2248225035,2338642.6167109096,685115.4738903265,2179440.96892781,2331011.108737067,8587178.214584315,2221331.1877307245,7198580.801708881,2099662.5002025673,7562393.5494380165,6048744.406288594,1672113.8865966627,2417204.905335045,1543115.9251608013,4469374.587717867,6809359.974262724,2300289.210932587,704058.8394526794,2169942.9535304517,2398614.3375069313
2074-02-28,6768726.774676091,2000711.4032393894,6308311.208731099,1899223.285409269,6021636.06898113,5324130.2622727975,1498946.2427182838,2150776.4660711116,1216340.2014092936,3558786.9167678477,6016442.293319235,2000237.330798713,560614.3180221431,1853422.3982490322,1897890.3023112672,6897643.349509234,1724485.3390815188,6057893.092287543,1881967.7742567644,6123046.774165426,5027465.864192989,1462427.998003627,1965912.16704664,1239506.5099068093,3618720.6435317667,5720708.735392063,1882859.8251070257,570055.6546748012,1772001.4415937029,1932458.7371247157
2074-03-31,8726170.1155101,2227264.9518443765,7618329.62695259,2333103.8267073175,7734363.1786435,6347869.238066543,1823616.192685134,2500793.7423117887,1568092.7697571653,4571008.638578308,7203935.787240503,2386457.896846026,720069.2119317099,2244177.5115077593,2443331.52631375,9182370.142262653,2199497.085891824,7388939.410004577,2302633.9770117593,8100829.82292857,6173767.679902339,1791409.799985505,2448888.721418332,1650071.9145645984,4787590.425350785,7021323.982112568,2373474.294658276,754187.2565146498,2247333.8846506844,2566563.545328628
2074-04-30,9939919.500281455,2393967.850268347,7423084.848225322,2387015.562820658,8742913.365641696,6282194.508362519,1846242.5913444583,2562179.7890394633,1786203.534200577,5167061.799094243,7164279.471796092,2497625.148759449,813965.234341242,2362141.9197807545,2775186.373357499,10367168.87960662,2343987.34323708,7076157.737687316,2345541.8817267288,9082908.92199856,6015423.954969363,1799661.4387985484,2479797.485083686,1862980.2476653098,5367999.172901148,6886795.200679808,2461224.9037777963,845618.8206380658,2343434.826507746,2890215.777482011
2074-05-31,11077421.016393393,2541632.2316299896,7814644.684003333,2514891.154499928,9707327.943234174,6622844.041659956,1945530.049103491,2708711.2086997055,1990612.5566458928,5737030.814451397,7552066.873090487,2671143.6560988235,903752.2315151016,2542788.2746981164,3088479.5137433577,11499356.699028546,2597140.400674052,7557334.878285321,2455306.1240777615,10038466.129366828,6465117.45520078,1899385.1796532744,2694306.857215356,2066434.3988154298,5932733.482455795,7372369.177974954,2678074.1261917823,934581.1966440517,2556911.491141039,3201527.928110669
2074-06-30,13905882.329406783,3177998.1946740975,7597145.86694531,2151020.171099782,11935961.434398917,6745045.772388083,1763659.0218289706,2984928.427090301,2498887.0545943994,7054153.20772976,7508379.3008987615,2976076.7515997747,1111238.009542539,2877078.1960178935,3847354.3654994094,14415671.361495703,3446217.328384652,7627661.091421553,2132434.7448182628,12349318.983377667,6882877.772944074,1766527.378783605,3129365.315766874,2590496.1436607777,7298447.5191762,7633929.264215855,3097752.24633034,1149721.5973524607,2982157.708614751,3985519.129918782
2074-07-31,12822679.090340002,3108937.6095450534,6417619.131257355,1850960.4526509559,10973278.258653529,5881772.369971102,1524858.7380774072,2746944.9148439136,2304235.432534098,6485207.450864235,6536419.204686245,2724734.6866861335,1021612.2058806436,2616492.324081941,3543748.3547472884,12825133.578264207,3104346.186190739,6861434.872280267,1876836.4841809205,10981720.887137784,6193337.808979693,1567265.4055129525,2814434.14405734,2304676.5040140776,6490197.044298428,6850414.571876094,2774615.833798819,1022398.2145925272,2669626.681992304,3545180.772431162
2074-08-31,12578076.66570704,3119655.737040322,5794146.930829554,1623434.0200350264,10716188.412191905,5445935.568638059,1363923.5535998405,2641246.457594544,2260280.3768275552,6333267.351605417,6011776.583821909,2617237.690787487,997677.1411750665,2513266.1941461936,3470469.2443729537,12561983.727015197,3052160.2737428583,6492836.68915369,1673976.6486664033,10715553.654973362,5910300.59955461,1433475.0098788051,2716478.499482468,2257388.4757446307,6332892.210089256,6485098.301445226,2675180.528078242,997618.0452780199,2582289.6552950325,3467583.7114573917
2074-09-30,11700051.720863935,3081318.714670536,6089092.906613328,1657708.7258816755,10004813.024317935,5637695.801331994,1399761.0237039125,2668717.730806985,2102499.294239249,5912844.497371899,6213216.5693331435,2591524.822628266,931448.0925639999,2468126.8282394726,3232570.8328036815,11652645.872588309,2966119.4980483586,6852662.59303292,1702996.4654186217,9977198.972591681,6127218.924381722,1468825.883202709,2728465.1972786393,2093980.463304119,5896524.592801683,6708605.5418745065,2637576.0383248967,928877.2243482855,2531339.7726756707,3221009.774033764
2074-10-31,11292325.342886802,3200287.502969329,6697051.680868744,1992880.8991045712,9753808.452060375,6118791.645070972,1622058.9336399762,2847619.5198431094,2029230.864116758,5764500.795167682,6829868.989430806,2720088.423403223,908079.566886821,2549285.6413297057,3131531.4556122324,11333158.533919383,3155683.7314316398,7204366.099313494,2010593.46159383,9791689.157166569,6457873.5467406,1662652.9015382691,2903256.4730428737,2036568.5885453126,5786888.291885441,7166923.990400967,2764073.1549220695,911606.2605322074,2603834.724537308,3143165.538276586
2074-11-30,9811196.092205392,2995389.4149440555,7421746.419453738,2036179.1717001195,8550190.20016668,6541965.156722314,1683943.3908936828,2854099.338859531,1763071.937769309,5053162.408298507,7259946.091061857,2650936.351696443,796022.7076355179,2468113.512781227,2729794.6167302565,9793986.627628632,2716369.791061968,7606185.488958695,2040141.2876874192,8537064.745983038,6551316.352374682,1686847.5232946887,2735974.415159669,1759979.3969848652,5045405.264875975,7270741.372540725,2574201.107955058,794800.7278510209,2426533.918576058,2725228.978347577
2074-12-31,9557220.161192333,2999094.31151107,7030539.640318708,1828083.2971490405,8290243.509503129,6267183.639925216,1548143.7976281652,2781700.9462955818,1717432.462966262,4899533.91411635,6900316.72581566,2568145.62399281,771821.6707347414,2391066.486907371,2654539.0775442393,9673418.605072657,2710829.9439294534,6889879.919091267,1842055.9926405216,8388986.828470241,6042844.9435314,1534862.4131838847,2609500.19879302,1738313.3233315563,4957891.215625911,6688729.530832005,2461910.977181879,781014.6737305793,2320463.8011005423,2686569.5901863845
2075-01-31,9687586.302464824,2949933.4475847795,6871918.880626638,1705936.0058091215,8366777.106834476,6133806.838690721,1470989.6711741055,2723112.3585153525,1740859.258552929,4944765.2701391755,6716309.848308127,2525067.0811510785,778946.9486462895,2366144.762134115,2686402.7395385006,9958025.992451986,2697582.114703583,6759578.901159512,1710300.489946182,8589595.18296301,5945044.340393199,1455886.261585399,2573481.6808984317,1789457.270843622,5076450.753131139,6534975.016569812,2441576.766846016,799691.3115338563,2319314.51163062,2760118.49733305
2075-02-28,10044186.771548316,2924632.377009897,6611312.009734832,1798129.0235649683,8682063.79634836,5938720.070311449,1501999.3633662157,2676139.5612450144,1804940.3628472323,5131099.70364188,6568082.975725554,2520363.718272044,808300.1394400322,2363868.396278306,2786157.935964476,10324109.400394332,2580295.8917805497,6555239.164976765,1802442.6035361954,8912644.284362055,5749834.739142953,1486837.6777219633,2486776.598585083,1855242.4592508608,5267372.772057975,6386589.424075625,2411749.352734095,829767.1828741074,2303990.1743524754,2862452.50306471
2075-03-31,10451180.55805936,3017570.2563725025,7413851.791887612,2347918.4480708,9152380.673898464,6546002.997106077,1849884.4215236339,2885966.688237875,1878077.1462832673,5409056.978273992,7403026.933905183,2734893.875905034,852086.640739947,2540879.4370422456,2913145.6251699785,10804373.719750939,2850983.6592366155,7313058.970097421,2319535.569067914,9434910.60173717,6402577.578652901,1821578.6185236902,2780953.853531532,1941545.9574392433,5576032.1656266665,7251099.637637663,2682464.1075990167,878390.1770217305,2519844.008553345,3008411.0773902633
2075-04-30,11199557.513777709,3059671.2214061823,7012870.979076324,2320366.242966977,9759128.21692364,6280960.821197003,1810875.9412581108,2844659.984395418,2012560.4852258542,5767644.776201869,7133451.626284842,2744143.1374925175,908574.8369955907,2563781.7069310346,3115965.368486183,11526778.145196699,2887445.2647993816,6798503.416332264,2270595.1077622212,10015048.285525685,6054850.185929277,1763602.3389125683,2717778.8785417825,2071362.0326918468,5918893.536745679,6891710.921965229,2673220.743954605,932400.9953824413,2524787.1223789197,3203531.7283156724
2075-05-31,10371877.112788605,3000667.552536939,6466392.292964863,1986343.7155530774,8997508.458090317,5869295.539004438,1595589.4152296865,2706804.0293525252,1863826.3171681124,5317527.498731377,6584721.538047116,2574264.069553598,837668.0374482083,2400237.071052283,2880883.7880591936,10668025.811185878,2888614.2231073673,6303655.673943792,1946513.2980142883,9230422.917147852,5705746.999358332,1559364.2617283403,2620169.9680338074,1917044.238270102,5455179.94403438,6408160.031209404,2529253.207333721,859352.373586465,2378687.224582126,2960289.1711759386
2075-06-30,14877955.827871483,3398773.1994284713,7233987.776630287,1677823.829854494,12615375.20499067,6584180.546141541,1497592.246813772,3012758.569083243,2673568.662268506,7455686.746149486,7141033.1833698265,3004091.8655731385,1174491.4315846316,2941063.4603724973,4097874.7809996973,15632504.110391406,3637433.9412070187,7490056.296708189,1683530.0517006784,13235447.337957531,6868552.387137578,1526837.5707866643,3177944.9223831943,2809160.988637335,7822149.376732902,7419671.680914904,3156771.7017521015,1232220.147163846,3087947.61256494,4303356.42114205
2075-07-31,16332871.688747292,3714773.4149864153,6583282.812237902,1588090.8998156965,13785962.086208103,6261443.582242688,1420310.8736285353,3072863.618095714,2935017.042467888,8147503.592948987,6787744.985660402,3111887.159236533,1283473.0702259743,3051324.866472518,4491106.95221619,16683380.310957707,3908986.532584595,7168820.737842264,1609519.8993715376,14078669.211948052,6759317.513160981,1477539.726472613,3266333.1191785927,2998003.4418790997,8320493.504261296,7280646.406358253,3264387.4215188227,1310724.1036323635,3194453.389466536,4587113.713774545
2075-08-31,14358208.357606951,3517587.0395806353,5455708.964559913,1359573.194912025,12110148.971337575,5379332.365119783,1217745.6468013544,2780401.269961901,2580170.041861969,7157098.042060508,5829410.751134553,2781876.404493496,1127454.8692315284,2697443.1177659747,3947047.942369314,14227315.530580692,3413045.325448837,6214421.900090823,1413857.4749399133,12016319.586045679,5870044.220996237,1291700.2459969898,2845625.0023133117,2556648.6008453504,7101644.875352996,6329971.563798509,2827629.0297427047,1118719.3534608525,2755930.920684534,3913035.8442222583
2075-09-30,11218492.365031613,3138116.6870218907,4506998.9561940245,1193702.3884867916,9494676.933628386,4544568.346375068,1052768.7498275244,2423853.4479009355,2015963.0779961806,5611354.067774376,4944969.49488152,2351799.0215452434,883954.4225208026,2229977.226917952,3087828.4102973035,10906257.16453971,2857786.1581541393,5230394.425679797,1252670.7352114504,9253328.926906154,4934123.961302596,1119866.2900819692,2391547.985808322,1959854.4124677856,5468717.395801536,5349393.963841634,2323659.973112734,861484.9230949628,2230160.637844702,3004611.3420040896
2075-10-31,10397503.959928377,2941679.2044544206,5492660.234980271,1437729.5491095912,8882189.289699009,5155782.391144553,1238562.4149044438,2488630.2917954354,1868431.4615991293,5249373.870212114,5647187.697975728,2377211.706556379,826931.8228709776,2246644.504177927,2871647.1577810864,10343415.275010305,2706820.0871342993,6052474.039778384,1463476.4056877603,8844240.070794357,5449479.4168761475,1279206.6171404498,2452841.5959919454,1858711.7249193513,5226945.881839465,5943738.072743697,2357048.284144384,823398.7505909547,2257464.4127314184,2857690.3275215826
2075-11-30,10491132.165889453,3029666.590202807,6738690.686405983,1660419.3351723882,9014293.467603099,6074245.436798743,1441353.2337935767,2741458.5218182974,1885256.4502103343,5327447.4393534325,6638188.266239499,2576855.3549341885,839230.7218338485,2432942.9189549666,2903703.1859673904,10721464.936741948,2823010.6301673106,6801512.640580387,1652488.1207679606,9201172.399645561,6029043.788747572,1432937.4888472978,2641897.1135678203,1926647.249132528,5437892.888190527,6590731.680243233,2524146.3265202986,856629.1504070018,2413143.1918857954,2966142.5302999355
2075-12-31,9551101.920828642,2832403.8386817863,5436718.732604181,1483085.7840307418,8199495.282219042,5068888.84865341,1254632.9714491386,2425702.257196537,1716333.0151729072,4845901.711791454,5583064.309889955,2292422.1973858215,763373.0107745929,2147218.334849869,2642680.779899358,9726992.1281554,2463237.9618691406,5147213.646249896,1486654.038419888,8344594.374421955,4704320.097545824,1222906.689081998,2187400.9474895997,1747940.4854295254,4931655.275283375,5230692.647320859,2144172.676572557,776881.736258684,2045374.4140557696,2690646.0408106404
2076-01-31,8158686.275981906,2632951.619539018,6100926.736105357,1892541.8308426407,7159603.522641962,5451689.266128599,1507270.5641508894,2450915.8393246774,1466115.9237939485,4231325.681881398,6137400.099528112,2272344.0503863967,666559.0879579666,2085502.4388802217,2275901.7019927087,8289314.1595870545,2240989.0986973825,5942157.6911480175,1869341.388839745,7260940.014572102,5169603.183081389,1468911.124395175,2218857.0270995945,1489589.7544777936,4291215.548612113,5853143.283819057,2124252.5007475098,675993.5153566627,1988997.2730308194,2310760.1321586953
2076-02-29,9612731.733370598,2841704.64785426,6160009.454207639,1647701.8553240912,8290932.659238592,5583925.6442425195,1389447.4262650772,2552926.872523408,1727407.8924866966,4899941.201610007,6156509.732342064,2399022.402090452,771885.8305751126,2248390.2258766433,2664314.1423127917,9979128.837655421,2598049.2410069928,6029055.899234079,1642436.7403485593,8590033.263970299,5385782.338785407,1368368.5608137154,2404349.7755158544,1793249.4521266795,5076709.659006446,5961771.7168348115,2320581.3805878554,799732.0968756347,2208825.3962554648,2763855.4477175632
2076-03-31,10582969.583150022,2885149.8363131387,5976993.752861549,1606048.7783395369,9076079.882642077,5473458.540438429,1357171.6085482857,2544815.876069622,1901759.6340920592,5363963.210641469,6030690.597012526,2442722.4605658785,844983.0370739774,2315288.426061703,2927085.734493397,11014855.102326332,2795399.863979514,6008491.738329833,1579025.8439192462,9423467.620611291,5456805.254165146,1341268.1232425296,2500603.8057913105,1979369.4618880416,5569269.3637812715,6002445.6716564875,2435619.1052089054,877324.8354789111,2333727.9336784654,3043803.606207293
2076-04-30,11795267.683908757,3219229.526286924,7155731.460613513,2303270.6269548433,10243302.724835068,6451060.276568828,1817480.6789197011,2949310.356197636,2119609.6027984032,6053791.910377525,7290969.761718599,2845455.5389677673,953651.4836821447,2665206.190899947,3277553.3450220986,12266109.382550687,3317393.622798506,7199523.208101657,2240162.7504613707,10613663.526242958,6524553.282006975,1790746.9295708619,3003311.5602677558,2204219.856044358,6272675.144009589,7334158.69644934,2901830.3180785147,988132.0742932194,2728492.093202156,3403805.0273885913
2076-05-31,12323247.937193373,3142388.819738508,6268956.921870653,2299294.8239034847,10675205.747444862,5791243.618658259,1754647.4725682475,2772514.483327822,2214487.654313649,6309046.596739914,6648678.249602901,2752157.515071537,993861.6550871168,2586681.895651992,3421099.6170677673,12474194.516359568,3013916.4607360163,6109616.115454857,2231262.449876877,10782060.802757613,5622976.57129792,1703006.5847096897,2675831.07908386,2241612.7545898147,6372197.93442975,6454944.303246056,2690010.9998345994,1003809.860736734,2548366.0404298357,3460162.1430828026
2076-06-30,15396601.135844778,3322349.622023816,7804820.068776271,2040464.0561371546,13130728.589229215,6954343.93973776,1724229.9845280556,3085111.1924739024,2766769.2241113065,7760260.596234467,7662226.177757545,3116512.820733325,1222470.83165724,3052908.2453962206,4249713.284328311,15889104.083755855,3476377.6354878447,7980142.067301973,2016246.2115419211,13528513.62183959,7144980.075532826,1728940.340507605,3191347.2828032924,2855272.003850927,7995351.550507199,7836499.555677669,3212725.9214169844,1259504.6181932662,3147987.7000980494,4383008.075778673
2076-07-31,14169953.412608724,3134364.299812998,6641590.476410463,1754667.0042306622,12053979.553549211,6051030.595552927,1489295.035336086,2788078.5101613277,2546340.628245787,7123901.916147584,6657743.211266966,2819839.4889356857,1122225.4964354315,2756461.667116542,3907497.3573834337,14212143.865146143,3124734.856284692,6799742.82844501,1767262.0663173192,12091701.378513176,6158590.868495813,1505878.0350070698,2808157.0155568,2553922.252566762,7146195.514701287,6767775.5703376,2837608.122988362,1125737.3983395768,2777227.6379954205,3919349.5467243395
2076-08-31,11550451.512617778,2861043.6130749485,5358460.24064027,1522169.8574036008,9848474.404760107,5026014.566280342,1271452.1757929754,2431433.447896717,2075616.1368174145,5820448.373213224,5558896.967268852,2410367.47439328,916892.9670831661,2313117.28019694,3187859.806871459,11331064.808664033,2650410.3869306426,5684687.595575025,1574666.325065618,9681644.618402446,5165184.689008189,1312091.435470645,2374364.9039009064,2036192.3461169268,5721851.969475845,5717388.852672993,2367718.37721699,901361.1139732676,2289133.473975241,3129715.6478498685
2076-09-30,12453543.644193769,3093547.815995889,6294366.079860996,1728691.8071811793,10640240.347958995,5788022.613656011,1451293.2814063244,2711533.762062649,2237901.7928616204,6288382.0456437655,6390831.406062295,2669291.5786203467,990606.3763949823,2561603.506121842,3439693.749495961,12564665.919031488,3001663.913101362,6853757.832051676,1784584.6563467574,10745238.874116084,6143401.214673951,1513653.8929844864,2752927.678619651,2257870.4656499582,6350436.174602606,6760740.742243169,2711592.7112223012,1000381.7391802077,2619534.4217805294,3471581.6336044674
2076-10-31,10399657.43883488,2959678.4393348237,5547823.839943181,1873969.653659151,8992360.593035016,5202558.146371502,1474556.9380720085,2536531.5980399125,1868818.4417586278,5314485.110483695,5887330.554417824,2447608.6984446016,837188.7712115599,2278851.6772135813,2885122.5543687223,10385166.11139993,2698425.6755753625,5905995.293765715,1898521.1958335286,8986580.211901434,5342353.205407398,1500401.1707925305,2455830.903964326,1866214.3502185673,5311068.905233747,6033945.5377620915,2398636.4605661505,836650.6177280236,2263096.4563307953,2881904.8713024626
