,FONAG_PROM,FONAG_PROM_DIS_0.0346,FONAG_PROM_INF_0.01,FONAG_PROM_INF_0.01_DIS_0.0346,Incomes_linear,Incomes_linear_DIS_0.0346,Incomes_linear_GRW_stepexp,Incomes_linear_GRW_stepexp_DIS_0.0346,Costs_linear,Costs_linear_DIS_0.0346,Costs_linear_INF_0.01,Costs_linear_INF_0.01_DIS_0.0346,Utility_I_linear_C_linear,Utility_I_linear_C_linear_INF_0.01,Utility_I_linear_GRW_stepexp_C_linear,Utility_I_linear_GRW_stepexp_C_linear_INF_0.01,Utility_I_linear_C_linear_DIS_0.0346,Utility_I_linear_C_linear_INF_0.01_DIS_0.0346,Utility_I_linear_GRW_stepexp_C_linear_DIS_0.0346,Utility_I_linear_GRW_stepexp_C_linear_INF_0.01_DIS_0.0346
2063,928263.76,215008.1936254182,1423935.994424776,329817.79445907124,-509495.59512149094,-118011.42335577036,-1092149.0564467194,-252967.9665576022,-164597.25706553325,-38124.68012039909,-252488.53722265377,-58482.41269202081,-344898.3380559577,-257007.05789883717,-927551.7993811863,-839660.5192240657,-79886.74323537126,-59529.01066374955,-214843.28643720312,-194485.5538655814
2064,928263.76,207817.70116510557,1438175.3543690238,321975.61608705006,-590043.746994369,-132097.72951517027,-1264811.1734676014,-283163.2148151259,-188871.16260796454,-42284.07110234276,-292621.410981076,-65511.454354069356,-401172.5843864044,-297422.33601329295,-1075940.0108596368,-972189.7624865253,-89813.65841282751,-66586.27516110092,-240879.14371278317,-217651.76046105655
2065,928263.76,200867.6794559304,1452557.107912714,314319.90358391707,-1084363.8687610158,-234646.29708681107,-2324430.255044424,-502985.17674322426,-360739.64338336024,-78060.71741309328,-564489.2709184268,-122150.24954454153,-723624.2253776556,-519874.597842589,-1963690.6116610637,-1759940.9841259972,-156585.5796737178,-112496.04754226955,-424924.45933013095,-380834.92719868274
2066,928263.76,194150.08646426676,1467082.678991841,306846.223293791,-415089.0246301207,-86817.5334371624,-978758.207186036,-204711.20250647253,-145617.8117623925,-30456.54905714064,-230142.96000233854,-48135.32264105228,-269471.2128677282,-184946.06462778218,-833140.3954236435,-748615.2471836975,-56360.984380021764,-38682.21079611013,-174254.65344933188,-156575.87986542025
2067,928263.76,187657.14910522595,1481753.5057817595,299550.24698118016,-689906.123928228,-139470.9369744306,-1626762.5519233264,-328865.1738004655,-251532.23105995226,-50849.57899119923,-401511.7052401053,-81169.32404830279,-438373.89286827575,-288394.41868812277,-1375230.3208633743,-1225250.8466832212,-88621.35798323137,-58301.61292612781,-278015.5948092663,-247695.8497521627
2068,928263.76,181381.35424823695,1496571.040839577,292427.7493243688,-262187.47314397595,-51231.041213736076,-618224.346908963,-120800.1153374549,-93131.59337905202,-18197.774445475057,-150149.18350182727,-29338.926516778447,-169055.87976492394,-112038.28964214868,-525092.753529911,-468075.16340713575,-33033.26676826102,-21892.11469695763,-102602.34089197984,-91461.18882067646
2069,928263.76,175315.4400234264,1511536.7512479727,285474.6054684056,-1179821.048708341,-222825.51061047908,-2781956.3175950334,-525410.8982398756,-281045.41632987,-53079.311025174815,-457639.8367123431,-86431.60791440726,-898775.6323784711,-722181.2119959979,-2500910.9012651634,-2324316.4808826903,-169746.19958530425,-136393.90269607183,-472331.58721470076,-438979.2903254683
2070,928263.76,169452.3874187381,1526652.1187604526,278686.78863627464,-833083.2450434639,-152077.4060932472,-1964366.7140610244,-358590.5685508418,-349981.76872059033,-63888.35675620544,-575591.1539030889,-105072.82456657008,-483101.47632287355,-257492.091140375,-1614384.945340434,-1388775.5601579356,-88189.04933704177,-47004.581526677124,-294702.2117946364,-253517.74398427174
2071,928263.76,163785.41215806888,1541918.6399480572,272060.3677968658,-1184095.3239713917,-208925.0372879972,-3071238.318590467,-541897.7401918547,-353202.75528776523,-62320.066066321684,-586697.3758182884,-103518.49943000663,-830892.5686836264,-597397.9481531032,-2718035.563302702,-2484540.9427721784,-146604.9712216755,-105406.53785799057,-479577.67412553297,-438379.24076184805
2072,928263.76,158307.95685102348,1557337.8263475378,265591.505388396,-738331.7483416211,-125916.57198618428,-1915042.405313532,-326595.15919080464,-191587.36755333748,-32673.69256754667,-321424.00403648353,-54816.292043859205,-546744.3807882837,-416907.7443051376,-1723455.0377601946,-1593618.4012770485,-93242.8794186376,-71100.27994232508,-293921.46662325796,-271778.86714694544
2073,928263.76,153013.68340520345,1572911.2046110132,259276.45509595977,-903088.6566730483,-148863.85503081614,-2342379.394047559,-386114.50156759913,-313673.0153119308,-51705.4155574223,-531508.2001782099,-87613.05888892843,-589415.6413611175,-371580.45649483835,-2028706.378735628,-1810871.1938693488,-97158.43947339384,-61250.79614188771,-334409.0860101768,-298501.4426786707
2074,928263.76,147896.46569225154,1588640.3166571232,253111.55968192473,-1009457.0154204427,-160832.65477145434,-2618271.522541825,-417158.4856513264,-359096.5183473098,-57213.37856167075,-614561.5408035973,-97915.57502496541,-650360.4970731329,-394895.4746168454,-2259175.0041945153,-2003709.981738228,-103619.2762097836,-62917.07974648893,-359945.1070896557,-319242.91062636103
2075,928263.76,142950.38245916448,1604526.7198236946,247093.2488679142,-1017390.9106601586,-156675.74891574707,-2638850.0034990613,-406376.5424307401,-339284.3415690199,-52248.971121847084,-586461.321796384,-90313.63052275167,-678106.5690911387,-430929.58886377455,-2299565.6619300414,-2052388.6817026772,-104426.7777939,-66362.1183929954,-354127.571308893,-316062.9119079884
2076,928263.76,138169.71047667164,1620571.9870219314,241218.03726714995,-783205.3103097469,-116578.12750256404,-2234576.1551588075,-332611.0031445874,-258590.5018238673,-38490.541491160846,-451449.8372377513,-67197.1652818598,-524614.8084858796,-331755.4730719956,-1975985.6533349403,-1783126.3179210562,-78087.58601140318,-49380.96222070424,-294120.4616534265,-265413.8378627276
2077,928263.76,133548.91791675202,1636777.7068921507,235482.52236595927,-982973.3386578745,-141419.96205774118,-2804537.654185507,-403487.6563243841,-350875.19689005276,-50480.26744951657,-618686.9776872819,-89010.23605545283,-632098.1417678217,-364286.3609705926,-2453662.457295454,-2185850.676498225,-90939.69460822461,-52409.72600228836,-353007.3888748675,-314477.42026893125
2078,928263.76,129082.65795162578,1653145.4839610725,229883.38255327556,-1298144.9800430671,-180517.6628144131,-3703759.1295137107,-515037.95952373446,-439381.4954035522,-61099.5858347961,-782494.7672873117,-108812.28886355003,-858763.4846395149,-515650.2127557554,-3264377.6341101583,-2921264.362226399,-119418.076979617,-71705.37395086308,-453938.3736889384,-406225.67066018446
2079,928263.76,124765.76256681402,1669676.938800683,224417.37519699236,-1058755.0336597934,-142304.78969255136,-3020751.674212815,-406012.17283128883,-381829.71706595516,-51320.839909127484,-686800.7786211701,-92311.28755489917,-676925.3165938383,-371954.25503862335,-2638921.9571468597,-2333950.8955916446,-90983.94978342389,-49993.50213765219,-354691.3329221613,-313700.88527638966
2080,928263.76,120593.23658110769,1686373.70818869,219081.33476605674,-1440842.7241588882,-187183.7456098259,-4110892.44717477,-534057.0717116392,-468194.44224464265,-60824.396655933175,-850567.2975118984,-110499.48059698656,-972648.2819142456,-590275.4266469898,-3642698.0049301274,-3260325.1496628714,-126359.34895389274,-76684.26501283936,-473232.675055706,-423557.59111465263
