,Papallacta_sigmoid,Mica_sigmoid,Orientales_sigmoid,Occidentales_sigmoid,Bellavista_sigmoid,Puengasi_sigmoid,El Placer_sigmoid,El Troje_sigmoid,Paluguillo_sigmoid,Norte_sigmoid,Centro_sigmoid,Sur_sigmoid,Parroquias Norte_sigmoid,Parroquias Sur_sigmoid,Parroquiales Orientales_sigmoid
2036-02-29,149337.32914045348,8537.011149430136,47634.33738632269,34400.05115568623,130990.0888744452,37354.4536967157,21708.433245988414,14163.914765567022,26835.918046539777,77415.14252479718,51618.40707589772,20979.28117242708,12195.17727421093,21715.38490741195,41651.18313299355
2036-03-31,96849.11111745122,5340.143438918454,20804.323274633065,20594.331838967682,84524.27766717995,17013.206574299504,12504.07040442759,7416.141640176408,17403.78526780575,49953.848101303956,25709.269928398287,12221.128215011313,7869.210250814552,12757.409044765998,26961.194759354887
2036-04-30,34535.426981123084,3195.1739102007086,-1981.1822596467978,3796.4344223694275,29259.010535782498,-14.59737636933865,2015.6359486423298,1636.7260099441337,6206.0162285081,17292.075226648194,1681.100718786984,3316.350016833317,2724.0138808813135,3546.7991264273132,9509.282321945482
2036-05-31,27354.758359454936,2837.533289301273,-1867.6521443772615,-3709.162880672517,21506.439403071025,-89.42555908974057,-1977.5487104085803,950.4709094508381,4915.650077194072,12710.305687214352,-1742.0224855899842,1805.5655552962962,2002.2495084256939,2511.8564860612983,7333.652825034095
2036-06-30,38350.18842618634,682.0153208473566,-805.9708191176011,-2297.9005028055053,30872.29121568143,-273.764742120284,-1245.454245916513,77.02137042409748,6891.528860185457,18245.52410846752,-1291.3857143041926,1977.0545702699114,2874.2103121800174,3144.306820492879,10367.214018986606
2036-07-31,76758.50742291022,829.9165440547253,13998.017616316027,4322.283565593332,64008.38770209377,10249.368267775584,3238.7156001634808,2882.0067039250125,13793.503783896786,37828.95713193713,11878.926072369486,6645.386487067392,5959.180895065085,8466.033828981592,21013.744924592196
2036-08-31,108279.83084570908,2453.561967894829,39363.17890423855,21287.489609611745,94068.57447838405,28873.705008928675,13962.780195352929,8794.781380700044,19457.885602973995,55594.52751672586,37531.48480916912,13956.761104675792,8757.784283937588,15304.695145208078,30091.98094588954
2036-09-30,125436.19530296589,3501.286956959429,57744.26759150067,35065.767938296216,111558.97986156814,42314.13294923704,22517.208352450743,13113.740014625517,22540.884295943215,65931.3570981882,56729.15999708216,19091.795990632552,10386.141025112138,19830.11155950675,35167.33997590883
2036-10-31,151825.3100290399,4916.665578277715,66404.52620299916,47387.13239163516,136257.27409213147,49046.17229060057,29680.758506081,16033.773528524242,27283.008212218552,80528.04898844814,68764.52784878419,23624.77719959023,12685.55221797745,23982.610010157012,42711.88896936674
2036-11-30,196231.75570930232,7107.256222046749,75768.64834142539,61514.67154820801,176176.8123857846,56611.545625472776,37880.405175949716,19593.540777322603,35262.84650096108,104120.49611999883,82415.23541218684,29744.65972053794,16402.06123311688,29984.258507175156,55212.33093765411
